"Gene Name"	"Accession-1"	"Left-End-Position"	"Right-End-Position"	"Product"	"Pathways of gene"
"ROG1"	"YGL144C"	232450	234507	"Revertant Of Glycogen synthase kinase mutation"	""
"EFT1"	"YOR133W"	575098	577626	"Elongation Factor Two"	""
"YDL199C"	"YDL199C"	101290	103353	"YDL199C"	""
"SAM35"	"YHR083W"	272627	273616	"Sorting and Assembly Machinery"	""
"RTR2"	"YDR066C"	581908	582498	"Regulator of TRanscription"	""
"IQG1"	"YPL242C"	90622	95109	"IQGAP-related protein"	""
"ATG36"	"YJL185C"	82095	82976	"AuTophaGy related"	""
"GPP2"	"GPP2"	279930	280682	"DL-glycerol-3-phosphatase"	"glycerol biosynthesis"
"NPP2"	"YEL016C"	124737	126218	"ecto-nucleotide pyrophosphatase/ phosphodiesterase"	"pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis" // "pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I"
"SOF1"	"YLL011W"	127523	128992	"Suppressor Of Fibrillarin"	""
"LEU9"	"LEU9"	523027	524841	"LEUcine biosynthesis"	"superpathway of leucine, valine, and isoleucine biosynthesis" // "leucine biosynthesis"
"RAD52"	"YML032C"	212515	213930	"RADiation sensitive"	""
"MRPL36"	"YBR122C"	483970	484503	"Mitochondrial Ribosomal Protein, Large subunit"	""
"RHO2"	"YNL090W"	456565	457143	"Ras HOmolog"	""
"RPS2"	"YGL123W"	277617	278381	"Ribosomal Protein of the Small subunit"	""
"RGS2"	"YOR107W"	521353	522282	"Regulator of heterotrimeric G protein Signaling"	""
"AIR2"	"YDL175C"	144484	145518	"Arginine methyltransferase-Interacting RING finger protein"	""
"FYV4"	"YHR059W"	220108	220500	"Function required for Yeast Viability"	""
"RSM10"	"YDR041W"	539803	540414	"Ribosomal Small subunit of Mitochondria"	""
"FLC1"	"YPL221W"	133043	135424	"FLavin Carrier"	""
"FMP33"	"YJL161W"	117245	117787	"Found in Mitochondrial Proteome"	""
"RIP1"	"RIP1"	107260	107907	"ubiquinol-cytochrome c reductase, Rieske iron-sulfur protein subunit"	"aerobic respiration (cytochrome c)" // "aerobic respiration (linear view)"
"TFB5"	"YDR079C-A"	603593	603811	"TFB5"	""
"GEX2"	"YKR106W"	661442	663289	"Glutathione EXchanger"	""
"MET22"	"MET22"	206103	207176	"3'(2')5'-bisphosphate nucleotidase"	""
"RAD33"	"YML011C"	246895	247428	"RADiation sensitive"	""
"FES1"	"YBR101C"	443821	444693	"FES1"	""
"MSK1"	"YNL073W"	488386	490116	"Mitochondrial aminoacyl-tRNA Synthetase, lysine (K)"	"tRNA charging"
"SEH1"	"YGL100W"	313234	314283	"SEc13 Homolog"	""
"LPX1"	"YOR084W"	480587	481750	"Lipase of PeroXisomes"	""
"ATG9"	"YDL149W"	184925	187918	"AuTophaGy related"	""
"ERC1"	"YHR032W"	173344	175089	"Ethionine Resistance Conferring"	""
"YIG1"	"YPL201C"	169770	171155	"Yeast protein Interacting with Glycerol 3-phosphatase"	""
"RPS21B"	"YJL136C"	156550	157273	"Ribosomal Protein of the Small subunit"	""
"HPT1"	"HPT1"	1270068	1270733	"hypoxanthine guanine phosphoribosyltransferase monomer"	"salvage pathways of adenine, hypoxanthine and their nucleosides" // "adenine and adenosine salvage IV" // "superpathway of purine nucleosides salvage" // "salvage pathways of guanine, xanthine and their nucleosides" // "guanine and guanosine salvage I"
"RBA50"	"YDR527W"	1491094	1492413	"RNA polymerase II (B) Associated protein"	""
"TGL4"	"YKR089C"	605633	608365	"triacylglycerol lipase"	"superpathway phosphatidate biosynthesis (yeast)" // "phospholipid remodeling (phosphatidate)" // "phospholipid remodeling (phosphatidylcholine)" // "phospholipid remodeling (phosphatidylethanolamine)" // "triacylglycerol degradation"
"CIT1"	"CIT1"	629622	631061	"citrate synthase"	"TCA cycle, aerobic respiration"
"YRF1-4"	"YLR466W"	1067087	1071235	"YRF1-4"	""
"SLM4"	"YBR077C"	391805	392293	"Synthetic Lethal with Mss4"	""
"COG5"	"YNL051W"	532659	533870	"Conserved Oligomeric Golgi complex"	""
"SCY1"	"YGL083W"	353058	355472	"SCY1"	""
"RPL3"	"YOR063W"	444686	445849	"Ribosomal Protein of the Large subunit"	""
"RPP1B"	"YDL130W"	229906	230527	"Ribosomal Protein P1 Beta"	""
"TDA3"	"YHR009C"	124109	125680	"Topoisomerase I Damage Affected"	""
"TCO89"	"YPL180W"	205248	207647	"Tor Complex One"	""
"UTP10"	"YJL109C"	212000	217309	"U Three Protein"	""
"SDH4"	"SDH4"	817950	818495	"succinate dehydrogenase membrane anchor subunit"	"TCA cycle, aerobic respiration" // "aerobic respiration (cytochrome c)" // "aerobic respiration (linear view)"
"PLM2"	"YDR501W"	1451353	1452918	"PLasmid Maintenance"	""
"PAM17"	"YKR065C"	565299	565892	"Presequence translocase-Associated Motor"	""
"AAH1"	"AAH1"	359596	360639	"adenine aminohydrolase"	"superpathway of purine nucleosides salvage" // "salvage pathways of adenine, hypoxanthine and their nucleosides" // "adenine and adenosine salvage IV"
"SEC39"	"YLR440C"	1015568	1017697	"SECretory"	""
"DUO1"	"YGL061C"	388968	389711	"Death Upon Overproduction"	""
"REG2"	"YBR050C"	337183	338199	"REsistance to Glucose repression"	""
"YNL024C"	"YNL024C"	587107	587847	"YNL024C"	""
"HIR2"	"YOR038C"	402761	405388	"HIstone Regulation"	""
"YDL109C"	"YDL109C"	265258	267201	"YDL109C"	""
"RPL8A"	"YHL033C"	35255	36025	"Ribosomal Protein of the Large subunit"	""
"BEM4"	"YPL161C"	244319	246220	"Bud EMergence"	""
"SIP4"	"YJL089W"	265926	268415	"SNF1-Interacting Protein"	""
"AAD4"	"AAD4"	17577	18566	"aryl-alcohol dehydrogenase"	""
"KRE2"	"YDR483W"	1421157	1422485	"&alpha;-1,2 mannosyltransferase KRE2"	"protein <I>O</i>-mannosylation I (yeast)"
"UIP5"	"YKR044W"	522015	523346	"Ulp1 Interacting Protein"	""
"URA10"	"URA10"	806865	807548	"orotate phosphoribosyltransferase"	"UMP biosynthesis II" // "de novo biosynthesis of pyrimidine ribonucleotides"
"CDC73"	"YLR418C"	956914	958095	"Cell Division Cycle"	""
"OCH1"	"YGL038C"	425362	426804	"initiation-specific 1,6-&alpha;-mannosyltransferase"	""
"ETR1"	"YBR026C"	292877	294019	"2-enoyl thioester reductase"	"stearate biosynthesis I (animals and fungi)" // "very long chain fatty acid biosynthesis" // "palmitate biosynthesis" // "octanoyl-ACP biosynthesis (mitochondria)"
"YMR272W-B"	"YMR272W-B"	811089	811196	"YMR272W-B"	""
"HSP10"	"YOR020C"	370524	370844	"Heat Shock Protein"	""
"NDE2"	"YDL085W"	303211	304848	"NADH:ubiquinone oxidoreductase 2 (external)"	"NAD/NADP-NADH/NADPH mitochondrial interconversion" // "aerobic respiration (cytochrome c)" // "aerobic respiration (linear view)"
"ETP1"	"YHL010C"	81964	83721	"Ethanol Tolerance Protein"	""
"RPL33A"	"YPL143W"	282122	282970	"Ribosomal Protein of the Large subunit"	""
"RAM1"	"RAM1"	295034	296329	"protein farnesyltransferase, beta subunit"	""
"PSF2"	"YJL072C"	305221	305862	"Partner of Sld Five"	""
"STP1"	"YDR463W"	1386816	1388375	"Species-specific tRNA Processing"	""
"NTR2"	"YKR022C"	482171	483139	"NineTeen complex Related protein"	""
"ARG7"	"ARG7"	395054	396379	"acetylornithine acetyltransferase"	"arginine biosynthesis"
"PDR1"	"YGL013C"	469092	472298	"Pleiotropic Drug Resistance"	""
"PKC1"	"YBL105C"	14241	17696	"Protein Kinase C"	""
"VPS33"	"YLR396C"	910235	912310	"Vacuolar Protein Sorting"	""
"GAS1"	"YMR307W"	887003	888682	"Glycophospholipid-Anchored Surface protein"	""
"PAU20"	"YOL161C"	11549	11911	"seriPAUperin"	""
"RPS29B"	"YDL061C"	340628	340798	"Ribosomal Protein of the Small subunit"	""
"ZUO1"	"YGR285C"	1061852	1063153	"ZUO1"	""
"KAP120"	"YPL125W"	313388	316486	"KAryoPherin"	""
"RBK1"	"RBK1"	193297	194298	"ribokinase"	""
"AIM22"	"YJL046W"	352386	353615	"octanoyl-CoA-protein transferase"	"superpathway of lipoate biosynthesis and incorporation (PDH, KGDH, GCV)" // "lipoate biosynthesis and incorporation (pyruvate dehydrogenase and oxoglutarate dehydrogenase)"
"DOT1"	"YDR440W"	1342493	1344241	"Disruptor Of Telomeric silencing"	""
"PAU16"	"YKL224C"	1810	2181	"seriPAUperin"	""
"CAT2"	"CAT2"	192788	194800	"mitochondrial and peroxisomal carnitine O-acetyltransferase"	"carnitine shuttle"
"PRE4"	"YFR050C"	249066	249866	"PRoteinase yscE"	""
"NUP170"	"YBL079W"	75259	79767	"NUclear Pore"	""
"STP3"	"YLR375W"	871697	872728	"protein with similarity to Stp1p"	""
"YKU70"	"YMR284W"	838187	839995	"Yeast KU protein"	""
"BSC6"	"YOL137W"	65621	67114	"Bypass of Stop Codon"	""
"PUS9"	"YDL036C"	387513	388901	"PseudoUridine Synthase"	""
"PSH1"	"YOL054W"	228614	229834	"Pob3/Spt16 Histone associated"	""
"APL6"	"YGR261C"	1014321	1016750	"clathrin Adaptor Protein complex Large chain"	""
"FMP30"	"YPL103C"	358000	359406	"Found in Mitochondrial Proteome"	""
"DUT1"	"DUT1"	722611	723054	"dUTP pyrophosphatase"	"pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis" // "pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I"
"MPS3"	"YJL019W"	402897	404945	"MonoPolar Spindle"	""
"SYF1"	"YDR416W"	1298432	1301011	"SYnthetic lethal with cdcForty"	""
"PTK1"	"YKL198C"	68232	70220	"Putative serine/Threonine protein Kinase"	""
"NMA1"	"NMA1"	784913	786118	"nicotinate nucleotide adenylyltransferase subunit"	"NAD biosynthesis II (from tryptophan)" // "NAD salvage pathway" // "NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde" // "nicotinamide riboside salvage pathway I"
"CDC14"	"YFR028C"	208413	210068	"Cell Division Cycle"	""
"YBL055C"	"YBL055C"	115573	116829	"YBL055C"	""
"ORM2"	"YLR350W"	828730	829380	"ORM2"	""
"SAP30"	"YMR263W"	794919	795524	"SIT4 protein phosphatase Associated Protein"	""
"MSN1"	"YOL116W"	99809	100957	"Multicopy suppressor of SNF1 mutation"	""
"YDL012C"	"YDL012C"	431108	431517	"YDL012C"	""
"SIL1"	"YOL031C"	266264	267529	"Suppressor of the Ire1/Lhs1 double mutant"	""
"MOS2"	"YGR235C"	961360	962061	"Mitochondrial organizing structure"	""
"MOT1"	"YPL082C"	398480	404083	"Modifier of Transcription"	""
"ALG1"	"ALG1"	458872	460221	"Dol-PP-GlcNAc2:Man transferase"	"protein <i>N</i>-glycosylation (eukaryotic) initial steps"
"DCG1"	"YIR030C"	412036	412770	"Dal80p-Controlled Gene"	""
"SHE9"	"YDR393W"	1259901	1261271	"Sensitivity to High Expression"	""
"STE3"	"YKL178C"	113215	114627	"STErile"	""
"PNP1"	"PNP1"	560797	561732	"purine nucleoside phosphorylase"	"xanthine and xanthosine salvage" // "guanine and guanosine salvage I" // "superpathway of purine nucleosides salvage" // "salvage pathways of adenine, hypoxanthine and their nucleosides" // "purine ribonucleosides degradation to ribose-1-phosphate"
"SAD1"	"YFR005C"	154527	155873	"SnRNP Assembly Defective"	""
"HEK2"	"YBL032W"	160184	161329	"HEterogeneous nuclear rnp K-like gene"	""
"PEX30"	"YLR324W"	779215	780786	"PEroXisome related"	""
"TAF9"	"YMR236W"	742971	743444	"TATA binding protein-Associated Factor"	""
"RFC4"	"YOL094C"	141584	142555	"Replication Factor C"	""
"PTC6"	"YCR079W"	252845	254173	"Phosphatase Two C"	""
"RCL1"	"YOL010W"	307938	309041	"Rna 3'-terminal phosphate Cyclase Like"	""
"RSM27"	"YGR215W"	922175	922507	"Ribosomal Small subunit of Mitochondria"	""
"OAZ1"	"YPL052W"	458799	459678	"Ornithine decarboxylase AntiZyme"	""
"ALG3"	"ALG3"	69751	71127	"dolichyl-<em>P</em>-Man:Man<small><sub>5</sub></small>GlcNAc<small><sub>2</sub></small>-<em>PP</em>-dolichol &alpha;-1,3-mannosyltransferase"	"protein <i>N</i>-glycosylation (eukaryotic) initial steps"
"IST3"	"YIR005W"	364889	365335	"Increased Sodium Tolerance"	""
"FRQ1"	"YDR373W"	1222759	1223331	"FReQuenin homolog"	""
"RPS27A"	"YKL156W"	158613	159212	"Ribosomal Protein of the Small subunit"	""
"SHM2"	"SHM2"	257992	259401	"serine hydroxymethyltransferase, cytosolic"	"superpathway of serine and glycine biosynthesis I" // "serine biosynthesis from glyoxylate" // "glycine biosynthesis from serine" // "folate interconversions" // "folate transformations" // "dTMP <i>de novo</i> biosynthesis (mitochondrial)" // "folate polyglutamylation"
"MDJ1"	"YFL016C"	104701	106236	"Mitochondrial DnaJ"	""
"ALK2"	"YBL009W"	207194	209224	"ALK2"	""
"GSP1"	"YLR293C"	720771	721430	"Genetic Suppressor of Prp20-1"	""
"TRS130"	"YMR218C"	703579	706887	"TRapp Subunit"	""
"EMI5"	"YOL071W"	196507	196995	"Early Meiotic Induction"	""
"AHC2"	"YCR082W"	258883	259269	"Ada Histone acetyltransferase complex Component"	""
"COS10"	"YNR075W"	779916	781040	"COnserved Sequence"	""
"BUB1"	"YGR188C"	872044	875109	"Budding Uninhibited by Benzimidazole"	""
"PHO85"	"YPL031C"	492018	493037	"PHOsphate metabolism"	""
"COX2"	"COX2"	73758	74513	"cytochrome c oxidase subunit II"	"aerobic respiration (cytochrome c)" // "aerobic respiration (linear view)"
"MLP2"	"YIL149C"	63028	68067	"Myosin-Like Protein"	""
"ATP22"	"YDR350C"	1176120	1178174	"ATPase synthase"	""
"PMU1"	"YKL128C"	200884	201771	"PhosphoMUtase"	""
"SRY1"	"SRY1"	17359	18339	"Serine Racemase"	""
"TUB2"	"YFL037W"	56336	57709	"TUBulin"	""
"MST28"	"YAR033W"	188107	188811	"Multicopy suppressor of Sec Twenty one"	""
"BOP2"	"YLR267W"	678212	679924	"Bypass Of Pam1"	""
"ICY1"	"YMR195W"	654034	654417	"Interacting with the CYtoskeleton"	""
"RSC6"	"YCR052W"	214994	216445	"Remodel the Structure of Chromatin"	""
"MSO1"	"YNR049C"	713023	713655	"Multicopy suppressor of Sec One"	""
"TIF4631"	"YGR162W"	824059	826917	"Translation Initiation Factor"	""
"RET3"	"YPL010W"	535018	535587	"RETrieval from ER"	""
"TRX3"	"YCR083W"	259578	259961	"mitochondrial thioredoxin 3" // "oxidized thioredoxin 3"	"guanosine deoxyribonucleotides <i>de novo</i> biosynthesis I" // "pyrimidine deoxyribonucleotides biosynthesis from CTP" // "pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I" // "pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis" // "adenosine deoxyribonucleotides <i>de novo</i> biosynthesis I" // "adenosine nucleotides <i>de novo</i> biosynthesis" // "sulfate reduction I (assimilatory)" // "thioredoxin system"
"FKH1"	"YIL131C"	100781	102235	"ForK head Homolog"	""
"UBX5"	"YDR330W"	1127872	1129374	"UBiquitin regulatory X"	""
"MET18"	"YIL128W"	113806	116904	"METhionine requiring"	""
"YSP2"	"YDR326C"	1120609	1124925	"Yeast Suicide Protein"	""
"UTP11"	"YKL099C"	255720	256472	"U Three Protein"	""
"OAR1"	"OAR1"	335321	336157	"3-oxoacyl-[acyl-carrier-protein] reductase"	"palmitate biosynthesis" // "octanoyl-ACP biosynthesis (mitochondria)"
"YFL066C"	"YFL066C"	1437	2615	"YFL066C"	""
"PEX22"	"YAL055W"	42177	42719	"PEroXisome related"	""
"CDC42"	"YLR229C"	604212	604787	"Cell Division Cycle"	""
"EAR1"	"YMR171C"	603868	605520	"Endosomal Adaptor of Rsp5p"	""
"SLM5"	"YCR024C"	160744	162222	"Synthetic Lethal with Mss4"	"tRNA charging"
"ATP23"	"YNR020C"	667410	668222	"ATP23"	""
"PEX4"	"YGR133W"	756896	757447	"PEroXin"	""
"PAU21"	"YOR394W"	1082718	1083212	"seriPAUperin"	""
"YIL108W"	"YIL108W"	160887	162977	"YIL108W"	""
"PMT7"	"YDR307W"	1075865	1077853	"PMT7"	"protein <I>O</i>-mannosylation I (yeast)"
"YPL152W-A"	"YPL152W-A"	264602	264700	"YPL152W-A"	""
"DHR2"	"YKL078W"	288845	291052	"DEAH-box RNA helicase"	""
"SOD1"	"SOD1"	622550	623014	"cytoplasmic superoxide dismutase"	"superoxide radicals degradation" // "ethylene biosynthesis"
"YRF1-2"	"YER190W"	571480	576525	"YRF1-2"	""
"SNC1"	"YAL030W"	87286	87752	"Suppressor of the Null allele of CAP"	""
"HRD3"	"YLR207W"	556788	559289	"HMG-coA Reductase Degradation"	""
"TIF34"	"YMR146C"	557481	558524	"Translation Initiation Factor"	""
"GEX1"	"YCL073C"	6479	8326	"Glutathione EXchanger"	""
"SNZ2"	"YNL333W"	13267	14163	"SNooZe"	""
"CLB1"	"YGR108W"	703636	705051	"CycLin B"	""
"PRE10"	"YOR362C"	1017880	1018746	"PRoteinase yscE"	""
"THS1"	"YIL078W"	212499	214703	"THreonyl tRNA Synthetase"	"tRNA charging"
"GCN2"	"YDR283C"	1025070	1030049	"General Control Nonderepressible"	""
"MLC2"	"YPR188C"	911988	912479	"Myo1p Light Chain"	""
"SFK1"	"YKL051W"	341312	342373	"Suppressor of Four Kinase"	""
"FBP26"	"FBP26"	129285	130643	"fructose-2,6-bisphosphatase"	"fructose 2,6-bisphosphate biosynthesis"
"CHD1"	"YER164W"	505392	509798	"Chromatin organization modifier, Helicase, and DNA-binding domains"	""
"SWC3"	"YAL011W"	132199	134076	"SWr Complex"	""
"EMG1"	"YLR186W"	523632	524390	"Essential for Mitotic Growth"	""
"SAS2"	"YMR127C"	522329	523345	"Something About Silencing"	""
"GID7"	"YCL039W"	52645	54882	"Glucose Induced Degradation deficient"	""
"ZIM17"	"YNL310C"	51907	52431	"ZInc finger Motif protein of 17 kDa"	""
"PRP31"	"YGR091W"	666341	667825	"Pre-mRNA Processing"	""
"UBC11"	"YOR339C"	958362	958832	"UBiquitin-Conjugating"	""
"MMF1"	"YIL051C"	257843	258280	"Mitochondrial Matrix Factor"	""
"YAP6"	"YDR259C"	974631	975782	"Yeast homolog of AP-1"	""
"RHO1"	"YPR165W"	875368	875997	"Ras HOmolog"	""
"PAN3"	"YKL025C"	390240	392279	"Poly(A) Nuclease"	""
"CYR1"	"CYR1"	425157	431237	"adenylate cyclase"	""
"UBP5"	"YER144C"	457806	460223	"UBiquitin-specific Protease"	""
"MEU1"	"YLR017W"	177608	178621	MONOMER3O-157	"methionine salvage pathway" // "<i>S</i>-methyl-5'-thioadenosine degradation"
"RMP1"	"YLR145W"	432168	432773	"RNase MRP Protein"	""
"YPK2"	"YMR104C"	473420	475453	"Yeast Protein Kinase"	""
"GBP2"	"YCL011C"	102075	103358	"G-strand Binding Protein"	""
"RFC3"	"YNL290W"	86218	87240	"Replication Factor C"	""
"ENV11"	"YGR071C"	631481	634063	"late ENdosome and Vacuole interface function"	""
"SFG1"	"YOR315W"	904760	905800	"SuperFicial pseudohyphal Growth"	""
"BCY1"	"YIL033C"	290419	291669	"Bypass of CYclase mutations"	""
"PRP42"	"YDR235W"	933504	935138	"Pre-mRNA Processing"	""
"TAZ1"	"YPR140W"	814391	815536	"lyso-phosphatidylcholine acyltransferase"	"triacylglycerol biosynthesis" // "phospholipid remodeling (phosphatidylcholine)"
"BYE1"	"YKL005C"	433093	434877	"BYpass of ESS1"	""
"KGD1"	"KGD1"	122689	125733	"alpha-ketoglutarate dehydrogenase subunit"	"TCA cycle, aerobic respiration" // "2-ketoglutarate dehydrogenase complex"
"DSE1"	"YER124C"	407342	409063	"Daughter Specific Expression"	""
"SRN2"	"YLR119W"	385534	386175	"Suppressor of rna1-1"	""
"SEC14"	"YMR079W"	424989	426059	"SECretory"	""
"COS2"	"YBR302C"	810340	811479	"COnserved Sequence"	""
"BSC4"	"YNL269W"	137699	138094	"Bypass of Stop Codon"	""
"TAM41"	"YGR046W"	584895	586052	"Translocator Assembly and Maintenance 41"	""
"RRS1"	"YOR294W"	868340	868951	"Regulator of Ribosome Synthesis"	""
"URM1"	"YIL008W"	342536	342835	"Ubiquitin Related Modifier"	""
"TCP1"	"YDR212W"	887232	888911	"Tailless Complex Polypeptide"	""
"CLB2"	"YPR119W"	771653	773128	"CycLin B"	""
"IML1"	"YJR138W"	684567	689321	"Increased Minichromosome Loss"	""
"PHO12"	"PHO12"	552099	553502	"acid phosphatase"	"superpathway of thiamin diphosphate biosynthesis III (eukaryotes)" // "thiamin diphosphate biosynthesis IV (eukaryotes)" // "phosphate acquisition"
"NUP157"	"YER105C"	367838	372013	"NUclear Pore"	""
"KIN2"	"YLR096W"	332590	336033	"KINase"	""
"RIM9"	"YMR063W"	397077	397796	"Regulator of IME2"	""
"PAF1"	"YBR279W"	761257	762594	"RNA Polymerase II Associated Factor"	""
"RAD50"	"YNL250W"	175410	179348	"RADiation sensitive"	""
"SEC9"	"YGR009C"	509047	511002	"SECretory"	""
"PAC1"	"YOR269W"	826385	827869	"Protein required in the Absence of Cin8p"	""
"FLO5"	"YHR211W"	525392	528619	"FLOcculation"	""
"RVB1"	"YDR190C"	840604	841995	"RuVB-like"	""
"MRPL51"	"YPR100W"	729791	730213	"Mitochondrial Ribosomal Protein, Large subunit"	""
"ABM1"	"YJR108W"	628712	629083	"Aberrant Microtubules"	""
"PAN5"	"PAN5"	224030	225169	"gluconate 5-dehydrogenase"	"phosphopantothenate biosynthesis"
"UTP7"	"YER082C"	324272	325936	"U Three Protein"	""
"SIC1"	"YLR079W"	286820	287674	"Substrate/Subunit Inhibitor of Cyclin-dependent protein kinase"	""
"CCS1"	"YMR038C"	347511	348260	"Copper Chaperone for SOD1"	""
"SHG1"	"YBR258C"	729734	730162	"Set1c, Hypothetical G"	""
"ELA1"	"YNL230C"	217523	218662	"ELongin A"	""
"HFM1"	"YGL251C"	27921	31636	"Helicase Family Member"	""
"APC5"	"YOR249C"	798674	800731	"Anaphase Promoting Complex"	""
"PTH1"	"YHR189W"	484028	484600	"Peptidyl-Trna Hydrolase"	""
"SEC7"	"YDR170C"	796193	802222	"SECretory"	""
"YPR071W"	"YPR071W"	688172	688807	"YPR071W"	""
"STE18"	"YJR086W"	586068	586400	"STErile"	""
"MAL12"	"MAL12"	1076599	1078353	"maltase"	""
"GIP2"	"YER054C"	262052	263698	"Glc7-Interacting Protein"	""
"REX2"	"YLR059C"	259738	260547	"Rna EXonuclease"	""
"MAC1"	"YMR021C"	317165	318418	"Metal binding ACtivator"	""
"ARC40"	"YBR234C"	685438	686592	"ARp2/3 Complex subunit"	""
"SPS18"	"YNL204C"	258375	259277	"SPorulation Specific"	""
"SHE10"	"YGL228W"	67598	69331	"Sensitivity to High Expression"	""
"RPB8"	"YOR224C"	760825	761265	"RNA Polymerase B"	""
"PRP8"	"YHR165C"	429707	436948	"Pre-mRNA Processing"	""
"TAF12"	"YDR145W"	746738	748357	"TATA binding protein-Associated Factor"	""
"MCM16"	"YPR046W"	656799	657344	"MiniChromosome Maintenance"	""
"NTA1"	"YJR062C"	553476	554849	"protein N-terminal glutamine/asparagine amidohydrolase"	""
"PDX1"	"PDX1"	884509	885741	"Pyruvate Dehydrogenase complex protein X"	""
"ZRG8"	"YER033C"	218057	221287	"Zinc Regulated Gene"	""
"RPL15A"	"YLR029C"	201976	202590	"Ribosomal Protein of the Large subunit"	""
"QCR2"	"QCR2"	919381	920487	"ubiquinol cytochrome-c reductase subunit 2"	"aerobic respiration (cytochrome c)" // "aerobic respiration (linear view)"
"RSC9"	"YML127W"	17064	18809	"Remodel the Structure of Chromatin"	""
"FTH1"	"YBR207W"	635146	636543	"FTS3 Homolog"	""
"RHO5"	"YNL180C"	299654	300649	"Ras HOmolog"	""
"MIG2"	"YGL209W"	95858	97006	"Multicopy Inhibitor of GAL gene expression"	""
"MCA1"	"YOR197W"	717086	718384	"MetaCAspase"	""
"YDR018C"	"YDR018C"	482670	483860	"YDR018C"	""
"IMP3"	"YHR148W"	393534	394085	"Interacting with Mpp10p"	""
"INO2"	"YDR123C"	698554	699468	"INOsitol requiring"	""
"YME1"	"YPR024W"	610481	612724	"Yeast Mitochondrial Escape"	""
"NUP85"	"YJR042W"	514055	516289	"NUclear Pore"	""
"ECT1"	"ECT1"	506969	507940	"phosphoethanolamine cytidylyltransferase"	"phospholipid biosynthesis II (Kennedy pathway)" // "phosphatidylethanolamine biosynthesis II"
"TIR1"	"YER011W"	175248	176012	"TIp1-Related"	""
"RLP24"	"YLR009W"	166537	167136	"Ribosomal-Like Protein"	""
"PUS1"	"PUS1"	151515	153149	"tRNA pseudouridine synthase"	""
"NUP188"	"YML103C"	62582	67549	"NUclear Pore"	""
"PCH2"	"YBR186W"	600553	602360	"Pachytene CHeckpoint"	""
"PGA1"	"YNL158W"	339612	340208	"Processing of Gas1p and ALP"	""
"MND1"	"YGL183C"	156543	157285	"Meiotic Nuclear Divisions"	""
"ALE1"	"YOR175C"	659815	661674	"acyl-CoA:lyso-phospholipid acyltransferase"	"phospholipid remodeling (phosphatidylethanolamine)" // "phospholipid remodeling (phosphatidylcholine)" // "superpathway phosphatidate biosynthesis (yeast)" // "phospholipid remodeling (phosphatidate)"
"ADY3"	"YDL239C"	26403	28775	"Accumulation of DYads"	""
"MSH1"	"YHR120W"	349574	352453	"MutS Homolog"	""
