qseqid	ID	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalues	bitscore	annotation
1156-augustus_masked-CGD_5-5436	gnl|TC-DB|P38124|2.A.1.2.17	92.9	548	39	0	1	1644	1	548	7.20E-299	1022.3	Fluconazole resistance protein 1 - Saccharomyces cerevisiae (Baker's yeast).
1160-augustus_masked-ABP_6-5400	gnl|TC-DB|P25343|8.A.34.2.1	100	265	0	0	1	795	1	265	5.70E-148	520	Reduced viability upon starvation protein 161 - Saccharomyces cerevisiae (Baker's yeast).
1161-augustus_masked-ABP_6-5400	gnl|TC-DB|P25613|2.A.96.1.4	100	283	0	0	1	849	1	283	2.10E-161	564.7	Uncharacterized protein YCR010C OS=Saccharomyces cerevisiae GN=YCR010C PE=1 SV=1
1161-augustus_masked-ABP_6-5400	gnl|TC-DB|P32907|2.A.96.1.7	77.7	283	62	1	1	849	1	282	3.20E-125	444.5	Ammonia transport outward protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ATO2 PE=1 SV=1
1161-augustus_masked-ABP_6-5400	gnl|TC-DB|P41943|2.A.96.1.2	51.4	257	121	2	79	840	14	269	1.90E-69	259.2	GLYXOXYLATE PATHWAY REGULATOR - Yarrowia lipolytica (Candida lipolytica).
1161-augustus_masked-ABP_6-5400	gnl|TC-DB|Q5B2K4|2.A.96.1.3	50	230	102	5	190	840	58	287	2.00E-50	196.1	Putative uncharacterized protein (Acetate permease) OS=Emericella nidulans GN=acpA PE=4 SV=1
1161-augustus_masked-ABP_6-5400	gnl|TC-DB|O14201|2.A.96.1.6	47.6	206	102	2	199	801	70	274	1.90E-45	179.5	Meiotically up-regulated gene 86 protein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=mug86 PE=1 SV=1
1173-augustus_masked-CPR_4-17889	gnl|TC-DB|P50276|2.A.3.8.4	97.4	574	15	0	1	1722	1	574	0	1117.8	High affinity methionine permease - Saccharomyces cerevisiae (Baker's yeast).
1181-augustus_masked-AMM_4-6867	gnl|TC-DB|P40100|9.A.26.1.3	69.7	304	88	2	94	999	1	302	2.00E-113	405.6	Uncharacterized protein YER185W - Saccharomyces cerevisiae (Baker's yeast).
1182-augustus_masked-ALI_5-15258	gnl|TC-DB|P53048|2.A.1.1.11	83.1	614	103	1	1	1839	1	614	2.80E-299	1023.8	General alpha-glucoside permease - Saccharomyces cerevisiae (Baker's yeast).
1182-augustus_masked-ALI_5-15258	gnl|TC-DB|P15685|2.A.1.1.10	55	611	255	8	1	1797	1	603	1.50E-188	656	Maltose permease MAL6T (Maltose transport protein MAL6T) - Saccharomyces cerevisiae (Baker's yeast).
1183-augustus_masked-ALI_5-15258	gnl|TC-DB|P39004|2.A.1.1.31	66.2	547	149	4	58	1593	17	562	5.50E-211	730.3	High-affinity hexose transporter HXT6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT7 PE=1 SV=1
1183-augustus_masked-ALI_5-15258	gnl|TC-DB|P13181|2.A.1.1.6	65.8	550	157	3	31	1590	19	567	1.60E-210	728.8	Galactose transporter (Galactose permease) - Saccharomyces cerevisiae (Baker's yeast).
1183-augustus_masked-ALI_5-15258	gnl|TC-DB|P32467|2.A.1.1.30	64.8	545	159	3	43	1590	27	567	5.30E-206	713.8	Low-affinity glucose transporter HXT4 (Low-affinity glucose transporter LGT1) - Saccharomyces cerevisiae (Baker's yeast).
1183-augustus_masked-ALI_5-15258	gnl|TC-DB|P32465|2.A.1.1.108	60.1	552	187	4	31	1590	11	561	6.80E-193	670.2	Low-affinity glucose transporter HXT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT1 PE=1 SV=1
1183-augustus_masked-ALI_5-15258	gnl|TC-DB|P54862|2.A.1.1.105	60.9	535	174	4	82	1593	30	560	2.40E-190	661.8	Hexose transporter HXT11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT11 PE=1 SV=1
1183-augustus_masked-ALI_5-15258	gnl|TC-DB|P23585|2.A.1.1.111	61.1	529	173	3	46	1545	13	537	5.40E-182	634	High-affinity glucose transporter HXT2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT2 PE=1 SV=1
1183-augustus_masked-ALI_5-15258	gnl|TC-DB|P43581|2.A.1.1.5	58.6	544	182	3	1	1545	1	530	7.30E-179	623.6	Hexose transporter HXT10 - Saccharomyces cerevisiae (Baker's yeast).
1183-augustus_masked-ALI_5-15258	gnl|TC-DB|P39924|2.A.1.1.110	52.6	546	229	2	28	1575	4	549	2.60E-168	588.6	Hexose transporter HXT13 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT13 PE=1 SV=1
1183-augustus_masked-ALI_5-15258	gnl|TC-DB|P54854|2.A.1.1.107	53.8	530	216	1	43	1545	13	542	3.50E-165	578.2	Hexose transporter HXT15 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT15 PE=1 SV=1
1183-augustus_masked-ALI_5-15258	gnl|TC-DB|Q2MDH1|2.A.1.1.67	56.9	496	181	3	142	1533	30	524	6.80E-161	563.9	Glucose/xylose facilitator 1 OS=Candida intermedia GN=gxf1 PE=3 SV=1
1185-augustus_masked-CNI_4-19788	gnl|TC-DB|P40445|2.A.1.14.38	84.9	542	82	0	1	1626	1	542	1.20E-272	935.3	Uncharacterized transporter YIL166C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YIL166C PE=1 SV=1
1198-augustus_masked-BTG_3-6441	gnl|TC-DB|P38125|2.A.1.2.40	87.1	572	74	0	1	1716	1	572	1.10E-276	948.7	Uncharacterized transporter YBR180W OS=Saccharomyces cerevisiae GN=YBR180W PE=1 SV=1
1199-augustus_masked-BTG_3-6441	gnl|TC-DB|P41930|2.A.16.3.1	88.9	458	51	0	1	1374	1	458	8.30E-240	825.9	Sulfite sensitivity protein SSU1 - Saccharomyces cerevisiae (Baker's yeast).
1209-augustus_masked-YCB-7953	gnl|TC-DB|P54862|2.A.1.1.105	95.1	82	4	0	1	246	1	82	2.40E-36	147.5	Hexose transporter HXT11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT11 PE=1 SV=1
1212-augustus_masked-BCG_8-12612	gnl|TC-DB|P15685|2.A.1.1.10	95.9	220	9	0	1	660	395	614	3.20E-120	427.6	Maltose permease MAL6T (Maltose transport protein MAL6T) - Saccharomyces cerevisiae (Baker's yeast).
1212-augustus_masked-BCG_8-12612	gnl|TC-DB|P53048|2.A.1.1.11	58.5	188	78	0	1	564	401	588	1.70E-60	229.2	General alpha-glucoside permease - Saccharomyces cerevisiae (Baker's yeast).
1216-augustus_masked-BRK_4-4809	gnl|TC-DB|P15365|2.A.1.14.4	96.9	543	17	0	1	1629	1	543	9.00E-302	1031.9	Allantoate permease - Saccharomyces cerevisiae (Baker's yeast).
1220-augustus_masked-YBR-7284	gnl|TC-DB|P53192|3.A.21.1.1	89.8	235	24	0	1	705	1	235	9.50E-123	436	Golgi to ER traffic protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GET1 PE=1 SV=1
1221-augustus_masked-AQA_4-6966	gnl|TC-DB|P04035|2.A.6.6.5	52.1	499	225	6	16	1482	377	871	2.00E-133	472.6	3-HYDROXY-3-METHYLGLUTARYL-COENZYME A REDUCTASE (EC 1.1.1.34) (HMG-COA REDUCTASE) - Homo sapiens (Human).
1221-augustus_masked-AQA_4-6966	gnl|TC-DB|K1QI94|2.A.6.6.10	52.9	435	193	7	196	1482	454	882	5.60E-120	427.9	3-hydroxy-3-methylglutaryl-coenzyme A reductase OS=Crassostrea gigas PE=3 SV=1
1229-augustus_masked-CPM_4-14363	gnl|TC-DB|P35206|2.A.7.27.1	92.4	410	31	0	1	1230	1	410	2.50E-211	731.1	Mannosyl phosphorylinositol ceramide synthase regulatory protein CSG2 precursor - Saccharomyces cerevisiae (Baker's yeast).
1230-augustus_masked-ANA_5-7847	gnl|TC-DB|P40100|9.A.26.1.3	59	305	121	1	13	927	3	303	8.50E-95	343.6	Uncharacterized protein YER185W - Saccharomyces cerevisiae (Baker's yeast).
1235-augustus_masked-CDE_2-5632	gnl|TC-DB|P48813|2.A.3.10.5	84.7	583	89	0	1	1749	1	583	3.70E-280	960.3	High-affinity glutamine permease - Saccharomyces cerevisiae (Baker's yeast).
1235-augustus_masked-CDE_2-5632	gnl|TC-DB|P25376|2.A.3.10.7	65.6	556	181	3	91	1752	8	555	1.90E-204	708.8	Asparagine/glutamine permease - Saccharomyces cerevisiae (Baker's yeast).
1235-augustus_masked-CDE_2-5632	gnl|TC-DB|P38084|2.A.3.10.6	57.6	474	195	2	328	1749	62	529	8.80E-157	550.4	LEU/VAL/ILE amino-acid permease (Branched-chain amino-acid permease 2) - Saccharomyces cerevisiae (Baker's yeast).
1235-augustus_masked-CDE_2-5632	gnl|TC-DB|P41815|2.A.3.10.27	52.7	512	229	1	253	1749	13	524	2.90E-152	535.4	Valine amino-acid permease OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BAP3 PE=1 SV=2
1235-augustus_masked-CDE_2-5632	gnl|TC-DB|P38085|2.A.3.10.9	59.2	444	174	3	412	1740	83	520	4.40E-148	521.5	Valine/tyrosine/tryptophan amino-acid permease - Saccharomyces cerevisiae (Baker's yeast).
1235-augustus_masked-CDE_2-5632	gnl|TC-DB|P19145|2.A.3.10.2	49.6	468	227	3	364	1743	56	522	1.20E-126	450.3	General amino-acid permease GAP1 - Saccharomyces cerevisiae (Baker's yeast).
1235-augustus_masked-CDE_2-5632	gnl|TC-DB|Q5AG77|2.A.3.10.23	46.6	440	228	3	430	1746	70	503	1.70E-112	403.3	Gap1 protein OS=Candida albicans GN=GAP1 PE=4 SV=1
1235-augustus_masked-CDE_2-5632	gnl|TC-DB|P38967|2.A.3.10.8	46.4	455	233	6	382	1746	62	505	5.60E-111	398.3	Tryptophan permease (Tryptophan amino acid transporter) - Saccharomyces cerevisiae (Baker's yeast).
1240-augustus_masked-ALI_5-15225	gnl|TC-DB|P32939|9.A.63.1.1	88.9	208	23	0	1	624	1	208	1.20E-105	379	GTP-binding protein YPT7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YPT7 PE=1 SV=1
1246-augustus_masked-CGD_5-5416	gnl|TC-DB|Q12207|9.A.27.1.1	99.4	173	1	0	1	519	1	173	1.40E-91	332	Non-classical export protein 2 - Saccharomyces cerevisiae (Baker's yeast).
1246-augustus_masked-CGD_5-5416	gnl|TC-DB|P53279|9.A.27.1.2	61.5	174	66	1	1	519	1	174	3.30E-56	214.5	Uncharacterized membrane protein YGR131W OS=Saccharomyces cerevisiae GN=YGR131W PE=1 SV=1
1250-augustus_masked-BDM_5-23139	gnl|TC-DB|P33335|2.A.1.3.54	54.7	170	75	1	1	510	375	542	2.90E-52	201.4	Protein SGE1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SGE1 PE=1 SV=1
1273-augustus_masked-CPG_1-7611	gnl|TC-DB|C8Z4J7|3.A.5.8.1	97	203	6	0	1	609	1	203	9.80E-100	359.4	Yet3p OS=Saccharomyces cerevisiae (strain Lalvin EC1118 / Prise de mousse) GN=EC1118_1D0_1563g PE=4 SV=1
1277-augustus_masked-CPR_4-17794	gnl|TC-DB|Q12473|5.B.1.5.2	88.2	712	84	0	1	2136	1	712	0	1301.2	Ferric reductase transmembrane component 6 - Saccharomyces cerevisiae (Baker's yeast).
1279-augustus_masked-CPR_4-17794	gnl|TC-DB|P32386|3.A.1.208.12	94.7	1661	88	0	1	4983	1	1661	0	3069.3	ATP-dependent bile acid permease - Saccharomyces cerevisiae (Baker's yeast).
1287-augustus_masked-CPQ_4-15165	gnl|TC-DB|E7NFP9|8.A.68.1.1	92	672	54	0	55	2070	1	672	0	1238.8	Tmn2p OS=Saccharomyces cerevisiae (strain FostersO) GN=FOSTERSO_0673 PE=4 SV=1
1296-augustus_masked-YCB-8071	gnl|TC-DB|P13181|2.A.1.1.6	86.6	573	76	1	1	1716	1	573	2.40E-297	1017.3	Galactose transporter (Galactose permease) - Saccharomyces cerevisiae (Baker's yeast).
1296-augustus_masked-YCB-8071	gnl|TC-DB|P32467|2.A.1.1.30	74.3	545	140	0	79	1713	28	572	1.50E-246	848.6	Low-affinity glucose transporter HXT4 (Low-affinity glucose transporter LGT1) - Saccharomyces cerevisiae (Baker's yeast).
1296-augustus_masked-YCB-8071	gnl|TC-DB|P39004|2.A.1.1.31	73.4	552	144	2	64	1713	16	566	2.50E-246	847.8	High-affinity hexose transporter HXT6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT7 PE=1 SV=1
1296-augustus_masked-YCB-8071	gnl|TC-DB|P32465|2.A.1.1.108	68.6	551	168	1	76	1713	16	566	6.30E-229	790	Low-affinity glucose transporter HXT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT1 PE=1 SV=1
1296-augustus_masked-YCB-8071	gnl|TC-DB|P54862|2.A.1.1.105	66.4	545	180	2	79	1707	19	562	6.10E-216	746.9	Hexose transporter HXT11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT11 PE=1 SV=1
1296-augustus_masked-YCB-8071	gnl|TC-DB|P23585|2.A.1.1.111	70.2	500	149	0	163	1662	41	540	3.50E-211	731.1	High-affinity glucose transporter HXT2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT2 PE=1 SV=1
1296-augustus_masked-YCB-8071	gnl|TC-DB|P43581|2.A.1.1.5	63.6	528	188	1	70	1653	7	530	1.10E-201	699.5	Hexose transporter HXT10 - Saccharomyces cerevisiae (Baker's yeast).
1296-augustus_masked-YCB-8071	gnl|TC-DB|P39924|2.A.1.1.110	59.1	543	216	3	82	1707	18	555	3.20E-188	654.8	Hexose transporter HXT13 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT13 PE=1 SV=1
1296-augustus_masked-YCB-8071	gnl|TC-DB|P54854|2.A.1.1.107	57.4	564	233	4	25	1713	3	560	1.60E-187	652.5	Hexose transporter HXT15 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT15 PE=1 SV=1
1296-augustus_masked-YCB-8071	gnl|TC-DB|Q2MDH1|2.A.1.1.67	56.4	548	230	4	73	1695	1	546	1.70E-181	632.5	Glucose/xylose facilitator 1 OS=Candida intermedia GN=gxf1 PE=3 SV=1
1302-augustus_masked-CQS_4-6075	gnl|TC-DB|A9SUG7|9.A.15.3.1	51.4	144	57	4	556	957	32	172	2.50E-36	149.4	Lactoylglutathione lyase OS=Physcomitrella patens subsp. patens GN=PHYPADRAFT_107013 PE=3 SV=1
1310-augustus_masked-BCQ_8-11841	gnl|TC-DB|B3IUC4|1.A.8.6.1	99.4	156	1	0	1	468	79	234	6.00E-73	270	Aquaporin Aqy1 OS=Saccharomyces cerevisiae PE=3 SV=1
1310-augustus_masked-BCQ_8-11841	gnl|TC-DB|P0CD89|1.A.8.6.2	83.4	151	25	0	1	453	138	288	1.60E-62	235.3	Aquaporin-2 OS=Saccharomyces cerevisiae GN=AQY2 PE=2 SV=1
1310-augustus_masked-BCQ_8-11841	gnl|TC-DB|F2QVG4|1.A.8.6.3	69.3	127	39	0	1	381	133	259	7.70E-44	173.3	Aquaporin PIP2-7 7 OS=Komagataella pastoris (strain ATCC 76273 / CBS 7435 / CECT 11047 / NRRL Y-11430 / Wegner 21-1) GN=AQY1 PE=1 SV=1
1310-augustus_masked-BCQ_8-11841	gnl|TC-DB|H6B4G1|1.A.8.6.4	48.8	121	62	0	10	372	128	248	7.20E-26	113.6	Aquaporin 1 OS=Terfezia claveryi GN=AQP1 PE=2 SV=1
1324-augustus_masked-AHM_1-6883	gnl|TC-DB|Q12117|3.E.1.4.6	100	56	0	0	1	168	234	289	9.60E-28	119	Protein MRH1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MRH1 PE=1 SV=1
1325-augustus_masked-YBP-8463	gnl|TC-DB|P39004|2.A.1.1.31	91	134	12	0	1	402	1	134	7.40E-64	239.6	High-affinity hexose transporter HXT6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT7 PE=1 SV=1
1325-augustus_masked-YBP-8463	gnl|TC-DB|P32467|2.A.1.1.30	72.9	140	32	2	1	402	1	140	1.80E-49	191.8	Low-affinity glucose transporter HXT4 (Low-affinity glucose transporter LGT1) - Saccharomyces cerevisiae (Baker's yeast).
1325-augustus_masked-YBP-8463	gnl|TC-DB|P13181|2.A.1.1.6	62.6	131	46	2	19	402	10	140	8.30E-39	156.4	Galactose transporter (Galactose permease) - Saccharomyces cerevisiae (Baker's yeast).
1325-augustus_masked-YBP-8463	gnl|TC-DB|P54862|2.A.1.1.105	61.3	119	46	0	46	402	12	130	1.70E-36	148.7	Hexose transporter HXT11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT11 PE=1 SV=1
1325-augustus_masked-YBP-8463	gnl|TC-DB|P32465|2.A.1.1.108	59.5	116	45	1	55	402	21	134	1.00E-33	139.4	Low-affinity glucose transporter HXT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT1 PE=1 SV=1
1325-augustus_masked-YBP-8463	gnl|TC-DB|P23585|2.A.1.1.111	62.3	114	40	2	61	399	13	124	1.30E-31	132.5	High-affinity glucose transporter HXT2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT2 PE=1 SV=1
1325-augustus_masked-YBP-8463	gnl|TC-DB|P43581|2.A.1.1.5	58.1	117	43	2	61	399	3	117	1.20E-29	125.9	Hexose transporter HXT10 - Saccharomyces cerevisiae (Baker's yeast).
1325-augustus_masked-YBP-8463	gnl|TC-DB|Q2MDH1|2.A.1.1.67	58.9	90	35	1	136	399	23	112	2.80E-26	114.8	Glucose/xylose facilitator 1 OS=Candida intermedia GN=gxf1 PE=3 SV=1
1329-augustus_masked-CPI_4-15337	gnl|TC-DB|P38301|2.A.106.2.3	90	270	27	0	1	810	11	280	1.10E-125	446	GCR1-dependent translation factor 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GDT1 PE=1 SV=1
1329-augustus_masked-CPI_4-15337	gnl|TC-DB|B2WDS4|2.A.106.2.5	46.9	262	113	2	91	798	251	512	2.20E-54	209.1	Transmembrane protein PFT27 OS=Pyrenophora tritici-repentis (strain Pt-1C-BFP) GN=PTRG_08297 PE=4 SV=1
1337-augustus_masked-CPQ_4-14811	gnl|TC-DB|A8MS84|9.A.15.3.1	73.9	115	30	0	4	348	18	132	3.40E-44	174.1	Autophagy-related protein OS=Arabidopsis thaliana GN=APG8A PE=3 SV=1
1337-augustus_masked-CPQ_4-14811	gnl|TC-DB|O95166|1.A.9.5.2	55.2	116	52	0	1	348	1	116	4.10E-34	140.6	Gamma-aminobutyric acid receptor-associated protein - Homo sapiens (Human).
1341-augustus_masked-AQM_4-11146	gnl|TC-DB|P32467|2.A.1.1.30	95.8	167	7	0	1	501	170	336	1.40E-88	322	Low-affinity glucose transporter HXT4 (Low-affinity glucose transporter LGT1) - Saccharomyces cerevisiae (Baker's yeast).
1341-augustus_masked-AQM_4-11146	gnl|TC-DB|P39004|2.A.1.1.31	86.8	167	22	0	1	501	164	330	1.40E-80	295.4	High-affinity hexose transporter HXT6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT7 PE=1 SV=1
1341-augustus_masked-AQM_4-11146	gnl|TC-DB|P13181|2.A.1.1.6	80	165	33	0	1	495	170	334	1.80E-75	278.5	Galactose transporter (Galactose permease) - Saccharomyces cerevisiae (Baker's yeast).
1341-augustus_masked-AQM_4-11146	gnl|TC-DB|P32465|2.A.1.1.108	76.6	167	39	0	1	501	164	330	4.60E-71	263.8	Low-affinity glucose transporter HXT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT1 PE=1 SV=1
1341-augustus_masked-AQM_4-11146	gnl|TC-DB|P54862|2.A.1.1.105	74.3	167	43	0	1	501	160	326	8.60E-70	259.6	Hexose transporter HXT11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT11 PE=1 SV=1
1341-augustus_masked-AQM_4-11146	gnl|TC-DB|P23585|2.A.1.1.111	69.9	166	50	0	4	501	156	321	1.30E-65	245.7	High-affinity glucose transporter HXT2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT2 PE=1 SV=1
1341-augustus_masked-AQM_4-11146	gnl|TC-DB|P43581|2.A.1.1.5	66.5	164	55	0	4	495	149	312	3.00E-62	234.6	Hexose transporter HXT10 - Saccharomyces cerevisiae (Baker's yeast).
1341-augustus_masked-AQM_4-11146	gnl|TC-DB|Q2MDH1|2.A.1.1.67	62.4	165	62	0	7	501	145	309	1.20E-58	222.6	Glucose/xylose facilitator 1 OS=Candida intermedia GN=gxf1 PE=3 SV=1
1341-augustus_masked-AQM_4-11146	gnl|TC-DB|P39924|2.A.1.1.110	59	166	68	0	4	501	158	323	3.30E-53	204.5	Hexose transporter HXT13 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT13 PE=1 SV=1
1341-augustus_masked-AQM_4-11146	gnl|TC-DB|P54854|2.A.1.1.107	57.8	166	70	0	4	501	161	326	2.80E-52	201.4	Hexose transporter HXT15 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT15 PE=1 SV=1
1345-augustus_masked-CPQ_4-15150	gnl|TC-DB|P08107|1.A.33.1.3	70.5	647	179	2	10	1947	6	641	1.50E-250	862.1	Heat shock 70 kDa protein 1 (HSP70.1) (HSP70-1/HSP70-2) - Homo sapiens (Human).
1345-augustus_masked-CPQ_4-15150	gnl|TC-DB|P22953|1.A.33.1.1	66.9	613	199	3	10	1836	9	621	1.50E-223	772.3	HEAT SHOCK COGNATE 70 KDA PROTEIN 1 (HSC70.1) - Arabidopsis thaliana (Mouse-ear cress).
1345-augustus_masked-CPQ_4-15150	gnl|TC-DB|P11021|1.A.33.1.6	62	610	226	5	13	1833	31	637	1.10E-205	713	78 kDa glucose-regulated protein OS=Homo sapiens GN=HSPA5 PE=1 SV=2
1345-augustus_masked-CPQ_4-15150	gnl|TC-DB|Q02028|3.A.9.1.1	55.2	531	222	8	7	1584	69	588	4.10E-152	535	Stromal 70 kDa heat shock-related protein, chloroplast precursor - Pisum sativum (Garden pea).
1345-augustus_masked-CPQ_4-15150	gnl|TC-DB|P0A6Y8|1.A.33.1.2	53.9	538	229	9	1	1587	1	528	7.80E-151	530.8	Chaperone protein dnaK - Escherichia coli.
1345-augustus_masked-CPQ_4-15150	gnl|TC-DB|G4NXA5|1.A.33.1.4	52.3	526	212	9	1	1566	1	491	2.10E-143	506.1	Chaperone protein DnaK OS=Bacillus subtilis subsp. spizizenii TU-B-10 GN=dnaK PE=3 SV=1
1367-augustus_masked-BPF_4-10460	gnl|TC-DB|Q05998|2.A.39.4.1	91.4	70	6	0	1	210	529	598	9.80E-31	128.6	THIAMINE TRANSPORTER - Saccharomyces cerevisiae (Baker's yeast).
1367-augustus_masked-BPF_4-10460	gnl|TC-DB|Q08485|2.A.39.4.2	75	68	17	0	1	204	529	596	2.30E-24	107.5	Putative thiamine transporter YOR071C OS=Saccharomyces cerevisiae GN=YOR071C PE=1 SV=1
1369-augustus_masked-AIG_2-6522	gnl|TC-DB|P32319|9.A.63.1.1	91.5	165	14	0	1	495	899	1063	3.30E-82	300.8	Vacuolar protein sorting/targeting protein VPS10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PEP1 PE=1 SV=1
1370-augustus_masked-ALT_5-7832	gnl|TC-DB|P32319|9.A.63.1.1	54.9	122	51	2	1	363	467	585	1.30E-33	139	Vacuolar protein sorting/targeting protein VPS10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PEP1 PE=1 SV=1
1373-augustus_masked-AAG_6-7250	gnl|TC-DB|P32465|2.A.1.1.108	88.3	145	17	0	1	435	190	334	3.40E-70	260.8	Low-affinity glucose transporter HXT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT1 PE=1 SV=1
1373-augustus_masked-AAG_6-7250	gnl|TC-DB|P39004|2.A.1.1.31	71	145	42	0	1	435	190	334	2.30E-55	211.5	High-affinity hexose transporter HXT6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT7 PE=1 SV=1
1373-augustus_masked-AAG_6-7250	gnl|TC-DB|P32467|2.A.1.1.30	69	145	45	0	1	435	196	340	2.00E-54	208.4	Low-affinity glucose transporter HXT4 (Low-affinity glucose transporter LGT1) - Saccharomyces cerevisiae (Baker's yeast).
1373-augustus_masked-AAG_6-7250	gnl|TC-DB|P13181|2.A.1.1.6	63.6	143	52	0	1	429	196	338	1.90E-52	201.8	Galactose transporter (Galactose permease) - Saccharomyces cerevisiae (Baker's yeast).
1373-augustus_masked-AAG_6-7250	gnl|TC-DB|P54862|2.A.1.1.105	62.8	145	54	0	1	435	186	330	7.30E-49	189.9	Hexose transporter HXT11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT11 PE=1 SV=1
1373-augustus_masked-AAG_6-7250	gnl|TC-DB|P43581|2.A.1.1.5	63.9	144	52	0	4	435	175	318	1.60E-48	188.7	Hexose transporter HXT10 - Saccharomyces cerevisiae (Baker's yeast).
1373-augustus_masked-AAG_6-7250	gnl|TC-DB|P23585|2.A.1.1.111	64.6	144	51	0	4	435	182	325	6.20E-48	186.8	High-affinity glucose transporter HXT2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT2 PE=1 SV=1
1373-augustus_masked-AAG_6-7250	gnl|TC-DB|Q2MDH1|2.A.1.1.67	56.6	145	63	0	1	435	169	313	3.40E-46	181	Glucose/xylose facilitator 1 OS=Candida intermedia GN=gxf1 PE=3 SV=1
1373-augustus_masked-AAG_6-7250	gnl|TC-DB|P39924|2.A.1.1.110	52.8	144	68	0	1	432	183	326	4.30E-41	164.1	Hexose transporter HXT13 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT13 PE=1 SV=1
1373-augustus_masked-AAG_6-7250	gnl|TC-DB|P54854|2.A.1.1.107	50.7	144	71	0	1	432	186	329	8.10E-40	159.8	Hexose transporter HXT15 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT15 PE=1 SV=1
1374-augustus_masked-BEP_4-7596	gnl|TC-DB|B3ET62|3.A.23.6.1	50.3	165	80	2	4	495	78	241	6.40E-41	163.7	Glyceraldehyde-3-phosphate dehydrogenase OS=Amoebophilus asiaticus (strain 5a2) GN=Aasi_1069 PE=3 SV=1
1376-augustus_masked-BNB_4-11356	gnl|TC-DB|P38925|2.A.55.1.1	91	581	46	2	1	1743	1	575	8.80E-295	1008.8	TRANSPORTER PROTEIN SMF1/ESP1 - Saccharomyces cerevisiae (Baker's yeast).
1376-augustus_masked-BNB_4-11356	gnl|TC-DB|H2ETP6|2.A.55.1.5	51.6	500	189	7	226	1725	122	568	3.60E-131	465.3	Natural resistance-associated macrophage protein OS=Exophiala pisciphila PE=2 SV=1
1376-augustus_masked-BNB_4-11356	gnl|TC-DB|Q12078|2.A.55.1.3	46.1	501	224	7	217	1713	7	463	2.10E-115	412.9	CHROMOSOME XII READING FRAME ORF YLR034C - Saccharomyces cerevisiae (Baker's yeast).
1376-augustus_masked-BNB_4-11356	gnl|TC-DB|P38778|2.A.55.1.2	45.4	518	261	8	193	1734	45	544	9.30E-111	397.5	TRANSPORTER PROTEIN SMF2 - Saccharomyces cerevisiae (Baker's yeast).
