"panID"	"ID"	"pident"	"length"	"mismatch"	"gapopen"	"qstart"	"qend"	"sstart"	"send"	"evalues"	"bitscore"	"ec"	"annotation"
"YBR127C"	"gnl|TC-DB|P62814|3.A.2.2.6"	80.8	473	91	0	15	487	34	506	9.4e-224	772.7	"3.A.2.2.6"	"V-type proton ATPase subunit B, brain isoform OS=Mus musculus GN=Atp6v1b2 PE=1 SV=1"
"YBR127C"	"gnl|TC-DB|P21281|3.A.2.2.4"	80.5	473	92	0	15	487	34	506	3.6e-223	770.8	"3.A.2.2.4"	"Vacuolar ATP synthase subunit B, brain isoform - Homo sapiens (Human)."
"YBR127C"	"gnl|TC-DB|Q91YH6|3.A.2.2.6"	78.1	484	104	1	14	495	27	510	2.8e-220	761.1	"3.A.2.2.6"	"ATPase, H+ transporting, lysosomal V1 subunit B1 OS=Mus musculus GN=Atp6v1b1 PE=2 SV=1"
"YBR127C"	"gnl|TC-DB|P15313|3.A.2.2.4"	77.3	488	108	2	14	501	27	511	6.3e-220	760	"3.A.2.2.4"	"3.A.2.2.4 V-type proton ATPase subunit B, kidney isoform"
"YBR127C"	"gnl|TC-DB|Q19626|3.A.2.2.7"	77.3	476	106	1	12	487	13	486	6.1e-215	743.4	"3.A.2.2.7"	"Probable V-type proton ATPase subunit B OS=Caenorhabditis elegans GN=vha-12 PE=1 SV=1"
"YBR127C"	"gnl|TC-DB|P11574|3.A.2.2.5"	75.8	480	111	3	12	487	4	482	4.9e-212	733.8	"3.A.2.2.5"	"V-type proton ATPase subunit B1 OS=Arabidopsis thaliana GN=VHA-B1 PE=2 SV=2"
"YBR127C"	"gnl|TC-DB|Q8W4E2|3.A.2.2.5"	76.9	467	103	1	26	487	17	483	4.1e-211	730.7	"3.A.2.2.5"	"V-type proton ATPase subunit B3 OS=Arabidopsis thaliana GN=VHA-B3 PE=2 SV=1"
"YBR127C"	"gnl|TC-DB|Q9SZN1|3.A.2.2.5"	76.8	466	104	1	26	487	18	483	4.1e-211	730.7	"3.A.2.2.5"	"V-type proton ATPase subunit B2 OS=Arabidopsis thaliana GN=VHA-B2 PE=2 SV=1"
"YBR127C"	"gnl|TC-DB|Q3SEA2|3.A.2.2.8"	73.6	474	124	1	11	484	18	490	9.8e-205	709.5	"3.A.2.2.8"	"Vacuolar ATPase beta, putative OS=Paramecium tetraurelia GN=IBLD0017 PE=3 SV=1"
"YBR127C"	"gnl|TC-DB|Q9N5A0|3.A.2.2.7"	71.5	478	134	1	12	489	25	500	2.3e-201	698.4	"3.A.2.2.7"	"Protein SPE-5 OS=Caenorhabditis elegans GN=spe-5 PE=3 SV=1"
"YBR127C"	"gnl|TC-DB|D3E1Z2|3.A.2.3.2"	57.6	465	188	2	21	485	4	459	1.3e-159	559.7	"3.A.2.3.2"	"V-type ATP synthase beta chain OS=Methanobrevibacter ruminantium (strain ATCC 35063 / DSM 1093 / JCM 13430 / M1) GN=ahaB PE=3 SV=1"
"YBR127C"	"gnl|TC-DB|Q08637|3.A.2.2.2"	56.5	457	191	1	28	484	5	453	3.8e-156	548.1	"3.A.2.2.2"	"V-type sodium ATPase subunit B OS=Enterococcus hirae GN=ntpB PE=1 SV=1"
"YBR127C"	"gnl|TC-DB|Q60187|3.A.2.3.1"	58	462	185	2	28	489	5	457	4.9e-156	547.7	"3.A.2.3.1"	"V-type ATP synthase beta chain (EC 3.6.1.34) (V-type ATPase subunit B) - Methanosarcina mazei (Methanosarcina frisia)."
"YBR127C"	"gnl|TC-DB|O83540|3.A.2.3.3"	51.9	457	212	1	28	484	6	454	6.5e-140	494.2	"3.A.2.3.3"	"V-type ATP synthase beta chain 2 OS=Treponema pallidum (strain Nichols) GN=atpB2 PE=3 SV=1"
"YBR132C"	"gnl|TC-DB|P38090|2.A.3.10.19"	100	596	0	0	1	596	1	596	0	1195.6	"2.A.3.10.19"	"General amino acid permease AGP2 - Saccharomyces cerevisiae (Baker's yeast)."
"YBR147W"	"gnl|TC-DB|P38279|2.A.43.2.7"	100	296	0	0	1	296	1	296	7.9e-167	582.8	"2.A.43.2.7"	"Protein RTC2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RTC2 PE=1 SV=1"
"YBR147W"	"gnl|TC-DB|Q12010|2.A.43.2.3"	58.1	310	101	5	1	288	1	303	5.8e-93	337.4	"2.A.43.2.3"	"Uncharacterized membrane protein YOL092W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YOL092W PE=1 SV=1"
"YBR160W"	"gnl|TC-DB|P06493|1.I.1.1.3"	59.7	293	114	2	5	297	1	289	2.7e-106	381.7	"1.I.1.1.3"	"Cyclin-dependent kinase 1 OS=Homo sapiens GN=CDK1 PE=1 SV=3"
"YBR168W"	"gnl|TC-DB|P38292|3.A.20.1.5"	100	413	0	0	1	413	1	413	5.2e-241	829.7	"3.A.20.1.5"	"Peroxisomal membrane protein PEX32 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PEX32 PE=1 SV=1"
"YBR170C"	"gnl|TC-DB|P33755|3.A.16.1.2"	100	580	0	0	1	580	1	580	0	1181	"3.A.16.1.2"	"NPL4 protein - Saccharomyces cerevisiae (Baker's yeast)."
"YBR171W"	"gnl|TC-DB|P33754|3.A.5.8.1"	100	206	0	0	1	206	1	206	3.5e-113	404.1	"3.A.5.8.1"	"Translocation protein SEC66 (HSS1 protein) - Saccharomyces cerevisiae (Baker's yeast)."
"YBR179C"	"gnl|TC-DB|P38297|9.B.25.1.1"	100	855	0	0	1	855	1	855	0	1510.7	"9.B.25.1.1"	"Transmembrane GTPase FZO1 OS=Saccharomyces cerevisiae GN=FZO1 PE=1 SV=1"
"YBR180W"	"gnl|TC-DB|P38125|2.A.1.2.40"	100	572	0	0	1	572	1	572	7.5e-307	1048.9	"2.A.1.2.40"	"Uncharacterized transporter YBR180W OS=Saccharomyces cerevisiae GN=YBR180W PE=1 SV=1"
"YBR187W"	"gnl|TC-DB|P38301|2.A.106.2.3"	100	280	0	0	1	280	1	280	3.1e-144	507.7	"2.A.106.2.3"	"GCR1-dependent translation factor 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GDT1 PE=1 SV=1"
"YBR187W"	"gnl|TC-DB|B2WDS4|2.A.106.2.5"	45.4	271	122	1	32	276	242	512	2.9e-54	208.8	"2.A.106.2.5"	"Transmembrane protein PFT27 OS=Pyrenophora tritici-repentis (strain Pt-1C-BFP) GN=PTRG_08297 PE=4 SV=1"
"YBR192W"	"gnl|TC-DB|P38127|2.A.29.10.4"	100	377	0	0	1	377	1	377	3e-219	757.3	"2.A.29.10.4"	"2.A.29.10.4 Mitochondrial carrier protein RIM2"
"YBR201W"	"gnl|TC-DB|P38307|3.A.16.1.2"	99.5	211	1	0	1	211	1	211	8e-121	429.5	"3.A.16.1.2"	"Degradation in the endoplasmic reticulum protein 1 - Saccharomyces cerevisiae (Baker's yeast)."
"YBR207W"	"gnl|TC-DB|P38310|2.A.108.1.4"	97.6	465	11	0	1	465	1	465	1e-240	828.9	"2.A.108.1.4"	"Iron transporter FTH1 - Saccharomyces cerevisiae (Baker's yeast)."
"YBR210W"	"gnl|TC-DB|P53173|8.A.61.1.1"	61.5	130	50	0	5	134	2	131	4.2e-41	164.1	"8.A.61.1.1"	"ER-derived vesicles protein ERV14 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ERV14 PE=1 SV=3"
"YBR219C"	"gnl|TC-DB|P38318|2.A.1.25.4"	100	100	0	0	1	100	459	558	6.7e-54	206.5	"2.A.1.25.4"	"Uncharacterized membrane protein YBR220C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YBR220C PE=1 SV=1"
"YBR220C"	"gnl|TC-DB|P38318|2.A.1.25.4"	100	560	0	0	1	560	1	560	0	1132.5	"2.A.1.25.4"	"Uncharacterized membrane protein YBR220C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YBR220C PE=1 SV=1"
"YBR230C"	"gnl|TC-DB|P38325|9.B.235.1.1"	100	134	0	0	1	134	1	134	1.2e-69	258.8	"9.B.235.1.1"	"Mitochondrial outer membrane protein OM14 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=OM14 PE=1 SV=1"
"YBR241C"	"gnl|TC-DB|P38142|2.A.1.1.96"	100	488	0	0	1	488	1	488	9.4e-282	965.3	"2.A.1.1.96"	"Probable metabolite transport protein YBR241C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YBR241C PE=1 SV=1"
"YBR241C"	"gnl|TC-DB|P53142|2.A.1.1.93"	48.5	466	237	1	14	476	18	483	6.3e-129	457.6	"2.A.1.1.93"	"Vacuolar protein sorting-associated protein 73 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VPS73 PE=1 SV=1"
"YBR287W"	"gnl|TC-DB|P38355|2.A.69.2.2"	100	427	0	0	1	427	1	427	8.1e-221	762.7	"2.A.69.2.2"	"Uncharacterized transporter YBR287W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YBR287W PE=1 SV=1"
"YBR290W"	"gnl|TC-DB|P38356|8.A.30.2.1"	100	321	0	0	1	321	1	321	3.3e-182	634	"8.A.30.2.1"	"METAL HOMEOSTATIS PROTEIN BSD2 - Saccharomyces cerevisiae (Baker's yeast)."
"YBR290W"	"gnl|TC-DB|Q750M0|8.A.30.2.3"	54.9	275	116	3	49	321	15	283	5.2e-79	291.2	"8.A.30.2.3"	"AGL063Cp OS=Ashbya gossypii (strain ATCC 10895 / CBS 109.51 / FGSC 9923 / NRRL Y-1056) GN=AGOS_AGL063C PE=4 SV=2"
"YBR291C"	"gnl|TC-DB|P38152|2.A.29.7.3"	100	299	0	0	1	299	1	299	1.2e-167	585.5	"2.A.29.7.3"	"Tricarboxylate transport protein - Saccharomyces cerevisiae (Baker's yeast)."
"YBR293W"	"gnl|TC-DB|P38358|2.A.1.48.2"	100	474	0	0	1	474	1	474	9.1e-258	885.6	"2.A.1.48.2"	"Vacuolar basic amino acid transporter 2 - Saccharomyces cerevisiae (Baker's yeast)."
"YBR294W"	"gnl|TC-DB|P38359|2.A.53.1.1"	100	859	0	0	1	859	1	859	0	1709.1	"2.A.53.1.1"	"SULFATE PERMEASE 1 (HIGH-AFFINITY SULFATE TRANSPORTER 1) - Saccharomyces cerevisiae (Baker's yeast)."
"YBR294W"	"gnl|TC-DB|Q12325|2.A.53.1.13"	63.3	888	271	9	12	859	21	893	0	1088.9	"2.A.53.1.13"	"Sulfate permease 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SUL2 PE=1 SV=1"
"YBR295W"	"gnl|TC-DB|P38360|3.A.3.5.14"	99.9	1216	1	0	1	1216	1	1216	0	2268.4	"3.A.3.5.14"	"Probable copper-transporting ATPase - Saccharomyces cerevisiae (Baker's yeast)."
"YBR296C"	"gnl|TC-DB|P38361|2.A.20.2.2"	100	574	0	0	1	574	1	574	0	1119	"2.A.20.2.2"	"PUTATIVE PHOSPHATE-REPRESSIBLE PHOSPHATE PERMEASE YBR29C - Saccharomyces cerevisiae (Baker's yeast)."
"YBR296C"	"gnl|TC-DB|B5M4W2|2.A.20.2.10"	57.7	581	230	6	1	574	4	575	3.9e-186	647.9	"2.A.20.2.10"	"Sodium phosphate symporter OS=Komagataella pastoris GN=Pho89 PE=4 SV=1"
"YBR298C"	"gnl|TC-DB|P15685|2.A.1.1.10"	98.7	614	8	0	1	614	1	614	0	1219.1	"2.A.1.1.10"	"Maltose permease MAL6T (Maltose transport protein MAL6T) - Saccharomyces cerevisiae (Baker's yeast)."
"YBR298C"	"gnl|TC-DB|P53048|2.A.1.1.11"	57.8	590	239	7	1	582	1	588	2.2e-195	678.7	"2.A.1.1.11"	"General alpha-glucoside permease - Saccharomyces cerevisiae (Baker's yeast)."
"YCL001W"	"gnl|TC-DB|P25560|9.B.82.1.1"	100	188	0	0	1	188	1	188	2.1e-104	374.8	"9.B.82.1.1"	"Protein RER1 - Saccharomyces cerevisiae (Baker's yeast)."
"YCL001W"	"gnl|TC-DB|O15258|9.B.82.1.2"	51	157	77	0	27	183	28	184	4.9e-45	177.6	"9.B.82.1.2"	"Protein RER1 - Homo sapiens (Human)."
"YCL001W"	"gnl|TC-DB|O48670|9.B.82.1.3"	47.6	185	96	1	4	188	2	185	4.6e-43	171	"9.B.82.1.3"	"Protein RER1A - Arabidopsis thaliana (Mouse-ear cress)."
"YCL001W"	"gnl|TC-DB|Q4CLA0|9.B.82.1.4"	45.6	158	85	1	26	183	22	178	4.7e-32	134.4	"9.B.82.1.4"	"Endoplasmatic reticulum retrieval protein, putative - Trypanosoma cruzi."
"YCL005W-A"	"gnl|TC-DB|Q3E7B6|3.A.2.2.3"	100	73	0	0	1	73	1	73	1.4e-35	144.8	"3.A.2.2.3"	"V-type proton ATPase subunit e OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VMA9 PE=1 SV=1"
"YCL025C"	"gnl|TC-DB|P25376|2.A.3.10.7"	100	633	0	0	1	633	1	633	0	1245.7	"2.A.3.10.7"	"Asparagine/glutamine permease - Saccharomyces cerevisiae (Baker's yeast)."
"YCL025C"	"gnl|TC-DB|P48813|2.A.3.10.5"	66.1	643	195	4	6	633	29	663	6.1e-241	830.1	"2.A.3.10.5"	"High-affinity glutamine permease - Saccharomyces cerevisiae (Baker's yeast)."
"YCL025C"	"gnl|TC-DB|P38084|2.A.3.10.6"	53.3	608	261	3	29	633	22	609	1.4e-181	632.9	"2.A.3.10.6"	"LEU/VAL/ILE amino-acid permease (Branched-chain amino-acid permease 2) - Saccharomyces cerevisiae (Baker's yeast)."
"YCL025C"	"gnl|TC-DB|P41815|2.A.3.10.27"	52	586	254	3	49	633	45	604	5.2e-176	614.4	"2.A.3.10.27"	"Valine amino-acid permease OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BAP3 PE=1 SV=2"
"YCL025C"	"gnl|TC-DB|P38085|2.A.3.10.9"	50.7	612	278	5	40	633	14	619	1.6e-164	576.2	"2.A.3.10.9"	"Valine/tyrosine/tryptophan amino-acid permease - Saccharomyces cerevisiae (Baker's yeast)."
"YCL025C"	"gnl|TC-DB|P19145|2.A.3.10.2"	47.6	519	269	3	116	633	86	602	1.1e-146	516.9	"2.A.3.10.2"	"General amino-acid permease GAP1 - Saccharomyces cerevisiae (Baker's yeast)."
"YCL038C"	"gnl|TC-DB|P25568|2.A.1.24.1"	100	528	0	0	1	528	1	528	2.3e-294	1007.3	"2.A.1.24.1"	"Hypothetical 58.8 kDa protein in GLK1-SRO9 intergenic region - Saccharomyces cerevisiae (Baker's yeast)."
"YCL038C"	"gnl|TC-DB|P25568|9.A.15.1.1"	100	528	0	0	1	528	1	528	2.3e-294	1007.3	"9.A.15.1.1"	"Hypothetical 58.8 kDa protein in GLK1-SRO9 intergenic region - Saccharomyces cerevisiae (Baker's yeast)."
"YCL056C"	"gnl|TC-DB|P25584|3.A.20.1.5"	100	144	0	0	1	144	1	144	1.5e-78	288.5	"3.A.20.1.5"	"Peroxisomal membrane protein PEX34 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PEX34 PE=1 SV=1"
"YCL069W"	"gnl|TC-DB|E7M1Y1|2.A.1.3.27"	99.8	458	1	0	1	458	125	582	1.2e-257	885.2	"2.A.1.3.27"	"Vba5p OS=Saccharomyces cerevisiae (strain VIN 13) GN=VIN13_5163 PE=4 SV=1"
"YCL069W"	"gnl|TC-DB|P50080|2.A.1.3.53"	45.3	457	232	5	1	442	155	608	9.2e-114	407.1	"2.A.1.3.53"	"Azole resistance protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=AZR1 PE=1 SV=1"
"YCL073C"	"gnl|TC-DB|P38731|2.A.1.16.4"	47.7	574	288	2	24	586	28	600	4.8e-158	554.7	"2.A.1.16.4"	"Hypothetical 70.9 kDa protein in CBP2 5'region - Saccharomyces cerevisiae (Baker's yeast)."
"YCR009C"	"gnl|TC-DB|P25343|8.A.34.2.1"	100	265	0	0	1	265	1	265	5.7e-148	520	"8.A.34.2.1"	"Reduced viability upon starvation protein 161 - Saccharomyces cerevisiae (Baker's yeast)."
"YCR010C"	"gnl|TC-DB|P25613|2.A.96.1.4"	100	283	0	0	1	283	1	283	2.1e-161	564.7	"2.A.96.1.4"	"Uncharacterized protein YCR010C OS=Saccharomyces cerevisiae GN=YCR010C PE=1 SV=1"
"YCR010C"	"gnl|TC-DB|P32907|2.A.96.1.7"	77.7	283	62	1	1	283	1	282	3.2e-125	444.5	"2.A.96.1.7"	"Ammonia transport outward protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ATO2 PE=1 SV=1"
"YCR010C"	"gnl|TC-DB|P41943|2.A.96.1.2"	51.4	257	121	2	27	280	14	269	1.9e-69	259.2	"2.A.96.1.2"	"GLYXOXYLATE PATHWAY REGULATOR - Yarrowia lipolytica (Candida lipolytica)."
"YCR010C"	"gnl|TC-DB|Q5B2K4|2.A.96.1.3"	50	230	102	5	64	280	58	287	2e-50	196.1	"2.A.96.1.3"	"Putative uncharacterized protein (Acetate permease) OS=Emericella nidulans GN=acpA PE=4 SV=1"
"YCR010C"	"gnl|TC-DB|O14201|2.A.96.1.6"	47.6	206	102	2	67	267	70	274	1.9e-45	179.5	"2.A.96.1.6"	"Meiotically up-regulated gene 86 protein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=mug86 PE=1 SV=1"
"YCR011C"	"gnl|TC-DB|P25371|3.A.1.204.9"	100	1049	0	0	1	1049	1	1049	0	2078.5	"3.A.1.204.9"	"Probable ATP-dependent permease OS=Saccharomyces cerevisiae GN=ADP1 PE=1 SV=2"
"YCR017C"	"gnl|TC-DB|P25618|9.B.131.1.1"	100	953	0	0	1	953	1	953	0	1913.3	"9.B.131.1.1"	"Protein CWH43 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CWH43 PE=1 SV=2"
"YCR021C"	"gnl|TC-DB|P25619|3.E.1.4.1"	100	332	0	0	1	332	1	332	1.7e-194	674.9	"3.E.1.4.1"	"30 KDA HEAT SHOCK PROTEIN - Saccharomyces cerevisiae (Baker's yeast)."
"YCR028C"	"gnl|TC-DB|P25621|2.A.1.14.18"	100	512	0	0	1	512	1	512	4.5e-287	983	"2.A.1.14.18"	"Pantothenate transporter FEN2 - Saccharomyces cerevisiae (Baker's yeast)."
"YCR037C"	"gnl|TC-DB|P25360|2.A.47.2.1"	100	923	0	0	1	923	1	923	0	1773.4	"2.A.47.2.1"	"INORGANIC PHOSPHATE TRANSPORTER PHO87 - Saccharomyces cerevisiae (Baker's yeast)."
"YCR037C"	"gnl|TC-DB|P39535|2.A.47.2.3"	62.2	933	286	10	1	922	1	877	7.6e-301	1029.6	"2.A.47.2.3"	"Low-affinity phosphate transporter PHO90 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PHO90 PE=1 SV=1"
"YCR044C"	"gnl|TC-DB|E7KKW7|9.B.132.1.2"	99.6	251	1	0	1	251	1	251	2.4e-149	525	"9.B.132.1.2"	"Per1p OS=Saccharomyces cerevisiae (strain Lalvin QA23) GN=QA23_0508 PE=4 SV=1"
"YCR075C"	"gnl|TC-DB|P17261|2.A.43.1.3"	100	260	0	0	1	260	1	260	6.1e-155	543.1	"2.A.43.1.3"	"TRANSMEMBRANE PROTEIN ERS1 (ERD SUPPRESSOR) - Saccharomyces cerevisiae (Baker's yeast)."
"YCR094W"	"gnl|TC-DB|P25656|8.A.27.1.2"	100	391	0	0	1	391	1	391	2.7e-231	797.3	"8.A.27.1.2"	"Cell division control protein 50 - Saccharomyces cerevisiae (Baker's yeast)."
"YCR094W"	"gnl|TC-DB|P53740|8.A.27.1.7"	56.4	392	169	2	1	391	3	393	2.1e-130	462.2	"8.A.27.1.7"	"Probable phospholipid translocase non-catalytic subunit CRF1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YNR048W PE=1 SV=1"
"YCR098C"	"gnl|TC-DB|P25346|2.A.1.9.7"	100	518	0	0	1	518	1	518	4.7e-300	1026.2	"2.A.1.9.7"	"Probable metabolite transport protein GIT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GIT1 PE=1 SV=1"
"YCR099C"	"gnl|TC-DB|P32319|9.A.63.1.1"	60.3	151	60	0	5	155	590	740	9.6e-55	209.5	"9.A.63.1.1"	"Vacuolar protein sorting/targeting protein VPS10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PEP1 PE=1 SV=1"
"YCR100C"	"gnl|TC-DB|P32319|9.A.63.1.1"	52.2	316	138	3	1	316	292	594	6.2e-85	310.8	"9.A.63.1.1"	"Vacuolar protein sorting/targeting protein VPS10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PEP1 PE=1 SV=1"
"YCR101C"	"gnl|TC-DB|P32319|9.A.63.1.1"	45.3	159	84	3	1	158	1	157	3.2e-33	138.3	"9.A.63.1.1"	"Vacuolar protein sorting/targeting protein VPS10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PEP1 PE=1 SV=1"
"YDL004W"	"gnl|TC-DB|Q12165|3.A.2.1.3"	100	160	0	0	1	160	1	160	8e-81	296.2	"3.A.2.1.3"	"ATP synthase delta chain, mitochondrial precursor (EC 3.6.1.34) - Saccharomyces cerevisiae (Baker's yeast)."
"YDL007W"	"gnl|TC-DB|C6KT34|3.A.16.1.3"	46.8	235	122	1	181	415	206	437	9.2e-55	211.1	"3.A.16.1.3"	"Cell division cycle protein 48 homologue, putative OS=Plasmodium falciparum (isolate 3D7) GN=PFF0940c PE=3 SV=1"
"YDL007W"	"gnl|TC-DB|P25694|3.A.16.1.2"	47.1	227	117	1	181	407	213	436	2.1e-54	209.9	"3.A.16.1.2"	"Cell division control protein 48 - Saccharomyces cerevisiae (Baker's yeast)."
"YDL054C"	"gnl|TC-DB|Q07376|2.A.1.75.1"	100	486	0	0	1	486	1	486	1.7e-267	917.9	"2.A.1.75.1"	"Probable transporter MCH1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MCH1 PE=1 SV=1"
"YDL064W"	"gnl|TC-DB|P63279|3.A.20.1.1"	56.4	156	68	0	1	156	1	156	3.1e-53	204.5	"3.A.20.1.1"	"SUMO-conjugating enzyme UBC9 OS=Homo sapiens GN=UBE2I PE=1 SV=1"
"YDL065C"	"gnl|TC-DB|Q07418|9.A.17.1.1"	100	342	0	0	1	342	1	342	7.3e-164	573.2	"9.A.17.1.1"	"Farnesylated protein PEX19 (Peroxin-19) - Saccharomyces cerevisiae (Baker's yeast)."
"YDL065C"	"gnl|TC-DB|Q07418|3.A.20.1.5"	100	342	0	0	1	342	1	342	7.3e-164	573.2	"3.A.20.1.5"	"Farnesylated protein PEX19 (Peroxin-19) - Saccharomyces cerevisiae (Baker's yeast)."
"YDL067C"	"gnl|TC-DB|P07255|3.D.4.8.1"	100	59	0	0	1	59	1	59	1.6e-29	124.4	"3.D.4.8.1"	"Cytochrome c oxidase subunit 7A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=COX9 PE=1 SV=2"
"YDL072C"	"gnl|TC-DB|C8Z4J7|3.A.5.8.1"	99.5	203	1	0	1	203	1	203	8e-102	366.3	"3.A.5.8.1"	"Yet3p OS=Saccharomyces cerevisiae (strain Lalvin EC1118 / Prise de mousse) GN=EC1118_1D0_1563g PE=4 SV=1"
"YDL084W"	"gnl|TC-DB|Q07478|3.A.22.1.1"	100	446	0	0	1	446	1	446	2.2e-245	844.3	"3.A.22.1.1"	"ATP-dependent RNA helicase SUB2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SUB2 PE=1 SV=1"
"YDL084W"	"gnl|TC-DB|Q13838|3.A.18.1.1"	62.9	439	142	4	6	444	7	424	4.5e-158	554.3	"3.A.18.1.1"	"Spliceosome RNA helicase BAT1 - Homo sapiens (Human)."
"YDL088C"	"gnl|TC-DB|Q05166|1.I.1.1.1"	100	528	0	0	1	528	1	528	4e-262	900.2	"1.I.1.1.1"	"Nucleoporin ASM4 - Saccharomyces cerevisiae (Baker's yeast)."
"YDL100C"	"gnl|TC-DB|Q12154|3.A.21.1.1"	100	354	0	0	1	354	1	354	1.8e-205	711.4	"3.A.21.1.1"	"ATPase GET3 (EC 3.6.3.16) (Arsenical pump-driving ATPase) (Arsenite- translocating ATPase) (Arsenical resistance ATPase) (Arsenite- transporting ATPase) (Golgi to ER traffic protein 3) - Saccharomyces cerevisiae (Baker's yeast)."
"YDL100C"	"gnl|TC-DB|O43681|3.A.19.1.1"	46.5	342	156	7	5	340	24	344	5.2e-80	294.7	"3.A.19.1.1"	"Arsenical pump-driving ATPase - Homo sapiens (Human)."
"YDL116W"	"gnl|TC-DB|P52891|1.I.1.1.1"	100	726	0	0	1	726	1	726	0	1420.2	"1.I.1.1.1"	"Nucleoporin NUP84 - Saccharomyces cerevisiae (Baker's yeast)."
"YDL120W"	"gnl|TC-DB|Q07540|9.B.21.1.2"	100	174	0	0	1	174	1	174	6.7e-97	349.7	"9.B.21.1.2"	"Frataxin homolog, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YFH1 PE=1 SV=1"
"YDL123W"	"gnl|TC-DB|Q07549|9.B.12.3.2"	100	140	0	0	1	140	1	140	3.3e-70	260.8	"9.B.12.3.2"	"Protein SNA4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SNA4 PE=1 SV=1"
"YDL126C"	"gnl|TC-DB|P25694|3.A.16.1.2"	100	835	0	0	1	835	1	835	0	1561.6	"3.A.16.1.2"	"Cell division control protein 48 - Saccharomyces cerevisiae (Baker's yeast)."
"YDL126C"	"gnl|TC-DB|P55072|3.A.16.1.1"	68.7	790	224	4	47	834	37	805	0	1095.1	"3.A.16.1.1"	"Transitional endoplasmic reticulum ATPase (TER ATPase) (15S Mg(2+)- ATPase p97 subunit) (Valosin-containing protein) (VCP) - Homo sapiens (Human)."
"YDL126C"	"gnl|TC-DB|C6KT34|3.A.16.1.3"	63.5	750	254	5	47	780	40	785	1.7e-278	955.3	"3.A.16.1.3"	"Cell division cycle protein 48 homologue, putative OS=Plasmodium falciparum (isolate 3D7) GN=PFF0940c PE=3 SV=1"
"YDL126C"	"gnl|TC-DB|B7G1T3|3.A.25.1.1"	52.6	815	330	14	47	835	146	930	3.2e-229	791.6	"3.A.25.1.1"	"Predicted protein OS=Phaeodactylum tricornutum (strain CCAP 1055/1) GN=sCdc48 PE=3 SV=1"
"YDL128W"	"gnl|TC-DB|Q99385|2.A.19.2.2"	100	411	0	0	1	411	1	411	3e-225	777.3	"2.A.19.2.2"	"CHROMOSOME IV READING FRAME ORF YDL128W - Saccharomyces cerevisiae (Baker's yeast)."
"YDL128W"	"gnl|TC-DB|O59940|2.A.19.2.8"	51.7	373	169	4	35	399	63	432	3.6e-93	338.6	"2.A.19.2.8"	"Calcium/proton exchanger OS=Neurospora crassa GN=cax PE=2 SV=1"
"YDL138W"	"gnl|TC-DB|Q12300|2.A.1.1.19"	100	763	0	0	1	763	1	763	0	1439.1	"2.A.1.1.19"	"High-affinity glucose transporter RGT2 - Saccharomyces cerevisiae (Baker's yeast)."
"YDL138W"	"gnl|TC-DB|P10870|2.A.1.1.17"	64.1	701	222	10	80	760	78	768	1.4e-231	799.3	"2.A.1.1.17"	"High-affinity glucose transporter SNF3 OS=Saccharomyces cerevisiae GN=SNF3 PE=1 SV=3"
