"SGD_ID"	"Systematic_name"	"Organism"	"Standard_name"	"name"	"Brif description"	"Description"	"Qualifier"	"Function summary"	"Phenotype summary"	"panID"	"collapsed_sign"	"Remark"	"panID_b"	"AAlength_b"	"panID_p"	"AAlength_p"	"CHECK"
"S000001042"	"YHL050C"	"S. cerevisiae"	NA	NA	"Putative protein of unknown function"	"Putative protein of unknown function; potential Cdc28p substrate"	"Uncharacterized"	NA	NA	"5919-YLR467W_NumOfGenes_63"	"collapse"	"find panID based on not collapsed gene"	"5919-YLR467W_NumOfGenes_63"	"998"	"662-snap_masked-643-BBP_3"	"26"	FALSE
"S000001095"	"YHR053C"	"S. cerevisiae"	"CUP1-1"	"Cu, copper, CUPrum"	"Metallothionein"	"Metallothionein; binds copper and mediates resistance to high concentrations of copper and cadmium; locus is variably amplified in different strains, with two copies, CUP1-1 and CUP1-2, in the genomic sequence reference strain S288C; CUP1-1 has a paralog, CUP1-2, that arose from a segmental duplication"	"Verified"	"Copper- and cadmium-binding protein with antioxidant and superoxide dismutase activity; involved in detoxification of metal ions and removal of superoxide radicals; localizes to the cytosol|uniprot_proteome=UP000002311"	"Non-essential gene; null mutant has no phenotype because multiple copies of the gene are present; deletion of all copies confers sensitivity to copper (2+); overexpression confers increased resistance to copper (2+)"	"4306-YHR055C_NumOfGenes_4"	NA	"find panID based blast"	"4306-YHR055C_NumOfGenes_4"	"62"	"4306-YHR055C_NumOfGenes_4"	"62"	TRUE
"S000001096"	"YHR054C"	"S. cerevisiae"	NA	NA	"Putative protein of unknown function"	"Putative protein of unknown function; partial duplicate of RSC30/YHR056C, truncated remnant of segmental duplication"	"Uncharacterized"	"Protein whose biological role and cellular location are unknown|uniprot_proteome=UP000002311"	NA	"4307-YHR056C_NumOfGenes_3"	NA	"find panID based blast"	"4307-YHR056C_NumOfGenes_3"	"355"	"4307-YHR056C_NumOfGenes_3"	"355"	TRUE
"S000001188"	"YHR145C"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"	"Dubious"	NA	NA	"7845-YDRWTy2-3_NumOfGenes_13_NumOfGenes_28"	"collapse"	"find panID based on not collapsed gene"	"7845-YDRWTy2-3_NumOfGenes_13_NumOfGenes_28"	"28"	"7845-YDRWTy2-3_NumOfGenes_13_NumOfGenes_28"	"28"	TRUE
"S000001246"	"YHR203C"	"S. cerevisiae"	"RPS4B"	"Ribosomal Protein of the Small subunit"	"Protein component of the small (40S) ribosomal subunit"	"Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S4, no bacterial homolog; RPS4B has a paralog, RPS4A, that arose from the whole genome duplication"	"Verified"	"Subunit of the cytosolic small ribosomal subunit; involved in translation|uniprot_proteome=UP000002311"	NA	"5052-YJR145C_NumOfGenes_2"	NA	"find panID based blast"	"5052-YJR145C_NumOfGenes_2"	"257"	"5052-YJR145C_NumOfGenes_2"	"257"	TRUE
"S000001255"	"YHR212C"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; YHR212C has a paralog, YAR060C, that arose from a segmental duplication"	"Dubious"	NA	NA	"1866-YAR060C_NumOfGenes_2"	"collapse"	"find panID based on not collapsed gene"	"1866-YAR060C_NumOfGenes_2"	"112"	"1866-YAR060C_NumOfGenes_2"	"112"	TRUE
"S000001257"	"YHR214W"	"S. cerevisiae"	NA	NA	"Putative protein of unknown function"	"Putative protein of unknown function; predicted to be a glycosylphosphatidylinositol-modified (GPI) protein; YHR214W has a paralog, YAR066W, that arose from a segmental duplication"	"Uncharacterized"	"Protein whose biological role and cellular location are unknown|uniprot_proteome=UP000002311"	NA	"1867-YAR066W_NumOfGenes_3"	"collapse"	"find panID based on not collapsed gene"	"1867-YAR066W_NumOfGenes_3"	"204"	"1867-YAR066W_NumOfGenes_3"	"204"	TRUE
"S000001261"	"YHR218W"	"S. cerevisiae"	NA	NA	"Helicase-like protein encoded within the telomeric Y' element"	"Helicase-like protein encoded within the telomeric Y' element"	"Uncharacterized"	"Protein whose biological role and cellular location are unknown|uniprot_proteome=UP000002311"	NA	"5919-YLR467W_NumOfGenes_63"	"collapse"	"find panID based on not collapsed gene"	"5919-YLR467W_NumOfGenes_63"	"1016"	"5919-YLR467W_NumOfGenes_63"	"15"	TRUE
"S000001262"	"YHR219W"	"S. cerevisiae"	NA	NA	"Putative protein of unknown function with similarity to helicases"	"Putative protein of unknown function with similarity to helicases; located in the telomere region on the right arm of chromosome VIII"	"Uncharacterized"	"Protein whose biological role and cellular location are unknown|uniprot_proteome=UP000002311"	NA	"5919-YLR467W_NumOfGenes_63"	"collapse"	"find panID based on not collapsed gene"	"5919-YLR467W_NumOfGenes_63"	"623"	"662-snap_masked-643-BBP_3"	"26"	FALSE
"S000001321"	"YIL059C"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF YIL060W"	"Dubious"	NA	NA	"7845-YDRWTy2-3_NumOfGenes_13_NumOfGenes_28"	"collapse"	"find panID based on not collapsed gene"	"1656-snap_masked-BGR_1-19009"	"30"	"1656-snap_masked-BGR_1-19009"	"30"	TRUE
"S000001322"	"YIL060W"	"S. cerevisiae"	NA	NA	"Mitochondrial protein of unknown function"	"Mitochondrial protein of unknown function; required for respiratory growth; mutant accumulates less glycogen than does wild type; null mutation results in a decrease in plasma membrane electron transport; YIL060W is not an essential gene"	"Verified"	"Protein whose biological role is unknown; localizes to the mitochondrion in a large scale study|uniprot_proteome=UP000002311"	NA	"7845-YDRWTy2-3_NumOfGenes_13_NumOfGenes_28"	"collapse"	"find panID based on not collapsed gene"	"7845-YDRWTy2-3_NumOfGenes_13_NumOfGenes_28"	"28"	"7845-YDRWTy2-3_NumOfGenes_13_NumOfGenes_28"	"28"	TRUE
"S000001344"	"YIL082W"	"S. cerevisiae"	NA	NA	"Retrotransposon TYA Gag gene co-transcribed with TYB Pol"	"Retrotransposon TYA Gag gene co-transcribed with TYB Pol; translated as TYA or TYA-TYB polyprotein; Gag is a nucleocapsid protein that is the structural constituent of virus-like particles (VLPs); similar to retroviral Gag"	"Dubious"	NA	NA	"7846-YGRWTy3-1_NumOfGenes_6"	"collapse"	"find panID based on not collapsed gene"	"7846-YGRWTy3-1_NumOfGenes_6"	"291"	"7846-YGRWTy3-1_NumOfGenes_6"	"291"	TRUE
"S000001414"	"YIL152W"	"S. cerevisiae"	NA	NA	"Putative protein of unknown function"	"Putative protein of unknown function"	"Uncharacterized"	"Protein whose biological role and cellular location are unknown|uniprot_proteome=UP000002311"	NA	"Can't find the panID"	NA	"find panID based blast"	"Can't find the panID"	"Can't find the panID"	"Can't find the panID"	"Can't find the panID"	TRUE
"S000001435"	"YIL173W"	"S. cerevisiae"	"VTH1"	"Vps Ten Homolog"	"Putative membrane glycoprotein"	"Putative membrane glycoprotein; has strong similarity to Vth2p and Pep1p/Vps10p; may be involved in vacuolar protein sorting"	"Verified"	NA	NA	"4912-YJL222W_NumOfGenes_5"	"collapse"	"find panID based on not collapsed gene"	"4912-YJL222W_NumOfGenes_5"	"1550"	"4912-YJL222W_NumOfGenes_5"	"1550"	TRUE
"S000001438"	"YIL176C"	"S. cerevisiae"	"PAU14"	"seriPAUperin"	"Protein of unknown function"	"Protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions; identical to Pau1p"	"Uncharacterized"	"Protein whose biological role and cellular location are unknown|uniprot_proteome=UP000002311"	NA	"156-augustus_masked-2151-BRV_4"	NA	"find panID based blast"	"156-augustus_masked-2151-BRV_4"	"121"	"1979-YBL108C-A_NumOfGenes_18"	"43"	FALSE
"S000001439"	"YIL177C"	"S. cerevisiae"	NA	NA	"Putative Y' element ATP-dependent helicase"	"Putative Y' element ATP-dependent helicase"	"Uncharacterized"	NA	NA	"5919-YLR467W_NumOfGenes_63"	"collapse"	"find panID based on not collapsed gene"	"5919-YLR467W_NumOfGenes_63"	"1889"	"662-snap_masked-643-BBP_3"	"26"	FALSE
"S000001479"	"YIR040C"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"	"Dubious"	NA	NA	"5292-YKL223W_NumOfGenes_4"	NA	"find panID based blast"	"5292-YKL223W_NumOfGenes_4"	"111"	"5292-YKL223W_NumOfGenes_4"	"111"	TRUE
"S000001480"	"YIR041W"	"S. cerevisiae"	"PAU15"	"seriPAUperin"	"Protein of unknown function"	"Protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions; SWAT-GFP and mCherry fusion proteins localize to the vacuole"	"Verified"	"Protein whose biological role is unknown; localizes to the vacuole|uniprot_proteome=UP000002311"	NA	"7349-YOR394W_NumOfGenes_7"	"collapse"	"find panID based on not collapsed gene"	"5498-YLR037C"	"125"	"7349-YOR394W_NumOfGenes_7"	"93"	FALSE
"S000001566"	"YKL083W"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; partially overlaps the verified essential gene RRP14"	"Dubious"	NA	NA	"5155-YKL082C_NumOfGenes_2"	NA	"find panID based blast"	"5155-YKL082C_NumOfGenes_2"	"169"	"5155-YKL082C_NumOfGenes_2"	"169"	TRUE
"S000001594"	"YKL111C"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; partially overlaps the verified essential gene ABF1"	"Dubious"	NA	NA	"5186-YKL112W_NumOfGenes_2"	NA	"find panID based blast"	"5186-YKL112W_NumOfGenes_2"	"100"	"5186-YKL112W_NumOfGenes_2"	"100"	TRUE
"S000001606"	"YKL123W"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene SSH4"	"Dubious"	NA	NA	"5197-YKL124W_NumOfGenes_2"	NA	"find panID based blast"	"5197-YKL124W_NumOfGenes_2"	"96"	"5197-YKL124W_NumOfGenes_2"	"96"	TRUE
"S000001619"	"YKL136W"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF APL2/YKL135C"	"Dubious"	NA	NA	"5208-YKL135C_NumOfGenes_2"	NA	"find panID based blast"	"5208-YKL135C_NumOfGenes_2"	"118"	"5208-YKL135C_NumOfGenes_2"	"118"	TRUE
"S000001636"	"YKL153W"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; transcription of both YLK153W and the overlapping essential gene GPM1 is reduced in the gcr1 null mutant"	"Dubious"	NA	NA	"5225-YKL152C_NumOfGenes_2"	NA	"find panID based blast"	"5225-YKL152C_NumOfGenes_2"	"156"	"5225-YKL152C_NumOfGenes_2"	"156"	TRUE
"S000001652"	"YKL169C"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene MRPL38"	"Dubious"	NA	NA	"5242-YKL170W_NumOfGenes_2"	NA	"find panID based blast"	"5242-YKL170W_NumOfGenes_2"	"122"	"5242-YKL170W_NumOfGenes_2"	"122"	TRUE
"S000001660"	"YKL177W"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene STE3"	"Dubious"	NA	NA	"5249-YKL178C_NumOfGenes_2"	NA	"find panID based blast"	"5249-YKL178C_NumOfGenes_2"	"90"	"5249-YKL178C_NumOfGenes_2"	"90"	TRUE
"S000001685"	"YKL202W"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"	"Dubious"	NA	NA	"5271-YKL201C_NumOfGenes_2"	NA	"find panID based blast"	"5271-YKL201C_NumOfGenes_2"	"31"	"5271-YKL201C_NumOfGenes_2"	"31"	TRUE
"S000001707"	"YKL224C"	"S. cerevisiae"	"PAU16"	"seriPAUperin"	"Protein of unknown function"	"Protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions; SWAT-GFP and mCherry fusion proteins localize to the vacuole"	"Verified"	"Protein whose biological role is unknown; localizes to the vacuole|uniprot_proteome=UP000002311"	NA	"7349-YOR394W_NumOfGenes_7"	"collapse"	"find panID based on not collapsed gene"	"5498-YLR037C"	"120"	"7349-YOR394W_NumOfGenes_7"	"88"	FALSE
"S000001741"	"YKR033C"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene DAL80"	"Dubious"	NA	NA	"5326-YKR034W_NumOfGenes_3"	NA	"find panID based blast"	"5326-YKR034W_NumOfGenes_3"	"135"	"5326-YKR034W_NumOfGenes_3"	"135"	TRUE
"S000001743"	"YKR035C"	"S. cerevisiae"	"OPI8"	"OverProducer of Inositol"	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps verified gene DID2/YKR035W-A"	"Dubious"	NA	NA	"5327-YKR035W-A_NumOfGenes_3"	NA	"find panID based blast"	"5327-YKR035W-A_NumOfGenes_3"	"204"	"5327-YKR035W-A_NumOfGenes_3"	"204"	TRUE
"S000001826"	"YFL068W"	"S. cerevisiae"	NA	NA	"Putative protein of unknown function"	"Putative protein of unknown function; SWAT-GFP and mCherry fusion proteins localize to the cytosol"	"Uncharacterized"	"Protein whose biological role is unknown; localizes to the cytosol|uniprot_proteome=UP000002311"	NA	"5919-YLR467W_NumOfGenes_63"	"collapse"	"find panID based on not collapsed gene"	"5919-YLR467W_NumOfGenes_63"	"161"	"5919-YLR467W_NumOfGenes_63"	"161"	TRUE
"S000001828"	"YFL066C"	"S. cerevisiae"	NA	NA	"Helicase-like protein encoded within the telomeric Y' element"	"Helicase-like protein encoded within the telomeric Y' element; induced by treatment with 8-methoxypsoralen and UVA irradiation; SWAT-GFP and mCherry fusion proteins localize to the nucleus"	"Uncharacterized"	"Protein whose biological role is unknown; localizes to the nucleus|uniprot_proteome=UP000002311"	NA	"5919-YLR467W_NumOfGenes_63"	"collapse"	"find panID based on not collapsed gene"	"5919-YLR467W_NumOfGenes_63"	"390"	"5919-YLR467W_NumOfGenes_63"	"390"	TRUE
"S000001829"	"YFL065C"	"S. cerevisiae"	NA	NA	"Putative protein of unknown function"	"Putative protein of unknown function; induced by treatment with 8-methoxypsoralen and UVA irradiation"	"Uncharacterized"	"Protein whose biological role and cellular location are unknown|uniprot_proteome=UP000002311"	NA	"5919-YLR467W_NumOfGenes_63"	"collapse"	"find panID based on not collapsed gene"	"5919-YLR467W_NumOfGenes_63"	"98"	"5919-YLR467W_NumOfGenes_63"	"98"	TRUE
"S000001830"	"YFL064C"	"S. cerevisiae"	NA	NA	"Putative protein of unknown function"	"Putative protein of unknown function"	"Uncharacterized"	"Protein whose biological role and cellular location are unknown|uniprot_proteome=UP000002311"	NA	"5919-YLR467W_NumOfGenes_63"	"collapse"	"find panID based on not collapsed gene"	"5919-YLR467W_NumOfGenes_63"	"150"	"5919-YLR467W_NumOfGenes_63"	"150"	TRUE
"S000001831"	"YFL063W"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"	"Dubious"	NA	NA	"3519-YER188C-A_NumOfGenes_9"	"collapse"	"find panID based on not collapsed gene"	"3519-YER188C-A_NumOfGenes_9"	"100"	"1463-maker-CCQ_1-5741"	"21"	FALSE
"S000001832"	"YFL062W"	"S. cerevisiae"	"COS4"	"COnserved Sequence"	"Endosomal protein involved in turnover of plasma membrane proteins"	"Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved, often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins"	"Verified"	"Protein predicted to have a role in the multivesicular body sorting pathway; localizes to the endosome; localizes to the cytoplasm, the nucleus and the vacuole membrane in large-scale studies|uniprot_proteome=UP000002311"	NA	"6717-YNL336W_NumOfGenes_11"	"collapse"	"find panID based on not collapsed gene"	"6717-YNL336W_NumOfGenes_11"	"382"	"6717-YNL336W_NumOfGenes_11"	"382"	TRUE
"S000001834"	"YFL060C"	"S. cerevisiae"	"SNO3"	"SNZ proximal Open reading frame"	"Protein of unknown function"	"Protein of unknown function; nearly identical to Sno2p; expression is induced before the diauxic shift and also in the absence of thiamin"	"Verified"	NA	NA	"6716-YNL334C_NumOfGenes_2"	"collapse"	"find panID based on not collapsed gene"	"6716-YNL334C_NumOfGenes_2"	"223"	"6716-YNL334C_NumOfGenes_2"	"223"	TRUE
"S000001879"	"YFL015C"	"S. cerevisiae"	NA	NA	"Putative protein of unknown function"	"Putative protein of unknown function; conserved across S. cerevisiae strains; partially overlaps dubious ORF YFL015W-A; YFL015C is not an essential gene"	"Uncharacterized"	NA	NA	"3536-YFL015W-A_NumOfGenes_2"	"collapse"	"find panID based on not collapsed gene"	"3536-YFL015W-A_NumOfGenes_2"	"88"	"3536-YFL015W-A_NumOfGenes_2"	"88"	TRUE
