"Gene Name"	"Accession-1"	"Left-End-Position"	"Right-End-Position"	"Product"	"Pathways of gene"	"Reactions of gene"	"Citations"
"WTM2"	"YOR229W"	768409	769812	"WD repeat containing Transcriptional Modulator"	""	""	
"MTG2"	"YHR168W"	440377	441933	"MiTochondrial Gtpase 2"	""	RXN0-5462	
"CTH1"	"YDR151C"	764178	765155	"Cysteine-Three-Histidine"	""	""	
"ATG11"	"YPR049C"	661137	664673	"AuTophaGy related"	""	""	
"ARP3"	"YJR065C"	557809	559158	"Actin-Related Protein"	""	""	
"ADE3"	"YGR204W"	905934	908774	"cytoplasmic C1-tetrahydrofolate synthase"	"folate interconversions" // "folate transformations" // "folate polyglutamylation" // "formate assimilation into 5,10-methylenetetrahydrofolate"	METHYLENETHFDEHYDROG-NADP-RXN // FORMATETHFLIG-RXN	
"PHM8"	"YER037W"	225889	226854	"PHosphate Metabolism"	""	""	
"SMF3"	"YLR034C"	210512	211933	"SMF3"	""	""	
"COS3"	"YML132W"	7244	8383	"COnserved Sequence"	""	""	
"NGR1"	"YBR212W"	647886	649904	"Negative Growth Regulatory protein"	""	""	
"NPR1"	"YNL183C"	293137	295509	"Nitrogen Permease Reactivator"	""	PROTEIN-KINASE-RXN	
"VAM7"	"YGL212W"	91432	92382	"VAcuolar Morphogenesis"	""	""	
"DED1"	"YOR204W"	722911	724725	"DEaD-box protein"	""	""	
"ATG31"	"YDR022C"	488072	488662	"AuTophaGy related"	""	""	
"MTC6"	"YHR151C"	399268	400848	"Maintenance of Telomere Capping"	""	""	
"MTC5"	"YDR128W"	709549	712995	"Maintenance of Telomere Capping"	""	""	
"APL4"	"YPR029C"	624469	626967	"clathrin Adaptor Protein complex Large chain"	""	""	
"SSC1"	"YJR045C"	519638	521602	"Stress-Seventy subfamily C"	""	""	
"UGA1"	"YGR019W"	525229	526644	"4-aminobutyrate aminotransferase"	"glutamate degradation X" // "4-aminobutyrate degradation"	GABATRANSAM-RXN	
"BIM1"	"YER016W"	188277	189311	"BInding to Microtubules"	""	""	
"GAT3"	"YLR013W"	171339	171764	"GAT3"	""	""	
"FUM1"	"YPL262W"	47336	48802	"fumarate hydralase"	"TCA cycle, aerobic respiration"	FUMHYDR-RXN	
"PML39"	"YML107C"	55265	56269	"Pre-mRNA Leakage"	""	""	
"RPS9B"	"YBR189W"	604508	605508	"Ribosomal Protein of the Small subunit"	""	""	
"CBK1"	"YNL161W"	332597	334867	"Cell wall Biosynthesis Kinase"	""	PROTEIN-KINASE-RXN	
"RPS26A"	"YGL189C"	148229	148588	"Ribosomal Protein of the Small subunit"	""	""	
"SYC1"	"YOR179C"	671845	672411	"Similar to Ysh1 C-terminal"	""	""	
"MPH2"	"YDL247W"	5985	7814	"Maltose Permease Homolog"	""	""	
"NDT80"	"YHR124W"	356561	358444	"Non-DiTyrosine"	""	""	
"TMN2"	"YDR107C"	669016	671034	"TransMembrane Nine"	""	""	
"HAA1"	"YPR008W"	573018	575102	"Homolog of Ace1 Activator"	""	""	
"GPI14"	"YJR013W"	460382	461593	"GlycosylPhosphatidylInositol anchor biosynthesis"	""	""	
"MET13"	"YGL125W"	272520	274322	"MTHFR"	"folate interconversions" // "folate transformations"	1.5.1.20-RXN	
"AVT2"	"YEL064C"	29797	31239	"Amino acid Vacuolar Transport"	""	""	
"AQY2"	"YLL052C"	35912	36361	"AQuaporin of Yeast"	""	""	
"ATF1"	"YOR377W"	1046226	1047803	"alcohol acetyltransferase / acyl-CoA thioesterase"	"acyl-CoA hydrolysis"	ACYL-COA-HYDROLASE-RXN // RXN-9666 // PALMITOYL-COA-HYDROLASE-RXN // RXN-10662 // RXN-9624 // THIOESTER-RXN // RXN-12362 // RXN-12363 // "coumaryl alcohol acetyltransferase" // "phenylethanol acetyltransferase" // RXN-9192 // RXN-9244 // ALCOHOL-O-ACETYLTRANSFERASE-RXN	"8085822"
"TDA9"	"YML081W"	104777	108532	"Topoisomerase I Damage Affected"	""	""	
"UBS1"	"YBR165W"	568852	569685	"UBiquitin-conjugating enzyme Suppressor"	""	""	
"NAM9"	"YNL137C"	368595	370055	"Nuclear Accommodation of Mitochondria"	""	""	
"PMR1"	"YGL167C"	187616	190468	"Plasma Membrane ATPase Related"	""	3.6.3.8-RXN	
"PET123"	"YOR158W"	632164	633120	"PETite colonies"	""	""	
"FMP45"	"YDL222C"	60872	61801	"Found in Mitochondrial Proteome"	""	""	
"KIC1"	"YHR102W"	316572	319814	"Kinase that Interacts with Cdc31p"	""	PROTEIN-KINASE-RXN	
"AFR1"	"YDR085C"	614288	616150	"Alpha-Factor Receptor regulator"	""	""	
"DIP5"	"YPL265W"	41043	42869	"DIcarboxylic amino acid Permease"	""	""	
"CBP1"	"YJL209W"	38005	39969	"Cytochrome B mRNA Processing"	""	""	
"AAD6"	"YFL056C"	14305	15431	"aryl-alcohol dehydrogenase"	""	RXN-8580 // RXN-8581 // RXN-9909 // BENZYL-ALCOHOL-DEHYDROGENASE-RXN // ARYL-ALCOHOL-DEHYDROGENASE-RXN // BENZYL-ALC-DEHYDROGENASE-RXN // RXN-662	
"YEF1"	"YEL041W"	75944	77431	"YEF1 NAD(+)/NADH kinase subunit"	"superpathway NAD/NADP - NADH/NADPH interconversion" // "NAD/NADP-NADH/NADPH cytosolic interconversion"	NADH-KINASE-RXN // NAD-KIN-RXN	
"GPI13"	"YLL031C"	77152	80205	"GlycosylPhosphatidylInositol anchor biosynthesis"	""	""	
"STE13"	"YOR219C"	752214	755009	"dipeptidyl aminopeptidase"	""	3.4.14.1-RXN // RXN-11200	
"NTE1"	"YML059C"	153219	158258	"Neuropathy Target Esterase"	"phosphatidylcholine resynthesis via glycerophosphocholine"	"phosphatidylcholine phospholipase" // LYSOPHOSPHOLIPASE-RXN	
"SUP45"	"YBR143C"	530869	532182	"SUPpressor"	""	""	
"DBP2"	"YNL112W"	413639	416281	"Dead Box Protein"	""	""	
"ROG1"	"YGL144C"	232450	234507	"Revertant Of Glycogen synthase kinase mutation"	""	""	
"EFT1"	"YOR133W"	575098	577626	"Elongation Factor Two"	""	""	
"YDL199C"	"YDL199C"	101290	103353	"YDL199C"	""	""	
"SAM35"	"YHR083W"	272627	273616	"Sorting and Assembly Machinery"	""	""	
"RTR2"	"YDR066C"	581908	582498	"Regulator of TRanscription"	""	""	
"IQG1"	"YPL242C"	90622	95109	"IQGAP-related protein"	""	""	
"ATG36"	"YJL185C"	82095	82976	"AuTophaGy related"	""	""	
"GPP2"	"YER062C"	279930	280682	"DL-glycerol-3-phosphatase"	"glycerol biosynthesis"	GLYCEROL-1-PHOSPHATASE-RXN // RXN-14965 // RXN-14964	
"NPP2"	"YEL016C"	124737	126218	"ecto-nucleotide pyrophosphatase/ phosphodiesterase"	"pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis" // "pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I"	RXN0-4401 // NUCLEOTIDE-PYROPHOSPHATASE-RXN // DUTP-PYROP-RXN	
"SOF1"	"YLL011W"	127523	128992	"Suppressor Of Fibrillarin"	""	""	
"LEU9"	"YOR108W"	523027	524841	"LEUcine biosynthesis"	"superpathway of leucine, valine, and isoleucine biosynthesis" // "leucine biosynthesis"	2-ISOPROPYLMALATESYN-RXN	
"RAD52"	"YML032C"	212515	213930	"RADiation sensitive"	""	""	
"MRPL36"	"YBR122C"	483970	484503	"Mitochondrial Ribosomal Protein, Large subunit"	""	""	
"RHO2"	"YNL090W"	456565	457143	"Ras HOmolog"	""	""	
"RPS2"	"YGL123W"	277617	278381	"Ribosomal Protein of the Small subunit"	""	""	
"RGS2"	"YOR107W"	521353	522282	"Regulator of heterotrimeric G protein Signaling"	""	""	
"AIR2"	"YDL175C"	144484	145518	"Arginine methyltransferase-Interacting RING finger protein"	""	""	
"FYV4"	"YHR059W"	220108	220500	"Function required for Yeast Viability"	""	""	
"RSM10"	"YDR041W"	539803	540414	"Ribosomal Small subunit of Mitochondria"	""	""	
"FLC1"	"YPL221W"	133043	135424	"FLavin Carrier"	""	""	
"FMP33"	"YJL161W"	117245	117787	"Found in Mitochondrial Proteome"	""	""	
"RIP1"	"YEL024W"	107260	107907	"ubiquinol-cytochrome c reductase, Rieske iron-sulfur protein subunit"	"aerobic respiration (cytochrome c)" // "aerobic respiration (linear view)"	1.10.2.2-RXN	
"TFB5"	"YDR079C-A"	603593	603811	"TFB5"	""	""	
"GEX2"	"YKR106W"	661442	663289	"Glutathione EXchanger"	""	""	
"MET22"	"YOL064C"	206103	207176	"3'(2')5'-bisphosphate nucleotidase"	""	325-BISPHOSPHATE-NUCLEOTIDASE-RXN	
"RAD33"	"YML011C"	246895	247428	"RADiation sensitive"	""	""	
"FES1"	"YBR101C"	443821	444693	"FES1"	""	""	
"MSK1"	"YNL073W"	488386	490116	"Mitochondrial aminoacyl-tRNA Synthetase, lysine (K)"	"tRNA charging"	LYSINE--TRNA-LIGASE-RXN	
"SEH1"	"YGL100W"	313234	314283	"SEc13 Homolog"	""	""	
"LPX1"	"YOR084W"	480587	481750	"Lipase of PeroXisomes"	""	""	
"ATG9"	"YDL149W"	184925	187918	"AuTophaGy related"	""	""	
"ERC1"	"YHR032W"	173344	175089	"Ethionine Resistance Conferring"	""	""	
"YIG1"	"YPL201C"	169770	171155	"Yeast protein Interacting with Glycerol 3-phosphatase"	""	""	
"RPS21B"	"YJL136C"	156550	157273	"Ribosomal Protein of the Small subunit"	""	""	
"HPT1"	"YDR399W"	1270068	1270733	"hypoxanthine guanine phosphoribosyltransferase monomer"	"salvage pathways of adenine, hypoxanthine and their nucleosides" // "adenine and adenosine salvage IV" // "superpathway of purine nucleosides salvage" // "salvage pathways of guanine, xanthine and their nucleosides" // "guanine and guanosine salvage I"	HYPOXANPRIBOSYLTRAN-RXN // GUANPRIBOSYLTRAN-RXN	
"RBA50"	"YDR527W"	1491094	1492413	"RNA polymerase II (B) Associated protein"	""	""	
"TGL4"	"YKR089C"	605633	608365	"triacylglycerol lipase"	"superpathway phosphatidate biosynthesis (yeast)" // "phospholipid remodeling (phosphatidate)" // "phospholipid remodeling (phosphatidylcholine)" // "phospholipid remodeling (phosphatidylethanolamine)" // "triacylglycerol degradation"	RXN-15043 // "phospholipase A2" // "phospholipase A2" // TRIACYLGLYCEROL-LIPASE-RXN // RXN-12579 // RXN-12086	
"CIT1"	"YNR001C"	629622	631061	"citrate synthase"	"TCA cycle, aerobic respiration"	CITSYN-RXN	
"YRF1-4"	"YLR466W"	1067087	1071235	"YRF1-4"	""	""	
"SLM4"	"YBR077C"	391805	392293	"Synthetic Lethal with Mss4"	""	""	
"COG5"	"YNL051W"	532659	533870	"Conserved Oligomeric Golgi complex"	""	""	
"SCY1"	"YGL083W"	353058	355472	"SCY1"	""	""	
"RPL3"	"YOR063W"	444686	445849	"Ribosomal Protein of the Large subunit"	""	""	
"RPP1B"	"YDL130W"	229906	230527	"Ribosomal Protein P1 Beta"	""	""	
"TDA3"	"YHR009C"	124109	125680	"Topoisomerase I Damage Affected"	""	""	
"TCO89"	"YPL180W"	205248	207647	"Tor Complex One"	""	""	
"UTP10"	"YJL109C"	212000	217309	"U Three Protein"	""	""	
"SDH4"	"YDR178W"	817950	818495	"succinate dehydrogenase membrane anchor subunit"	"TCA cycle, aerobic respiration" // "aerobic respiration (cytochrome c)" // "aerobic respiration (linear view)"	SUCCINATE-DEHYDROGENASE-UBIQUINONE6-RXN	
"PLM2"	"YDR501W"	1451353	1452918	"PLasmid Maintenance"	""	""	
"PAM17"	"YKR065C"	565299	565892	"Presequence translocase-Associated Motor"	""	""	
"AAH1"	"YNL141W"	359596	360639	"adenine aminohydrolase"	"superpathway of purine nucleosides salvage" // "salvage pathways of adenine, hypoxanthine and their nucleosides" // "adenine and adenosine salvage IV"	ADENINE-DEAMINASE-RXN	
"SEC39"	"YLR440C"	1015568	1017697	"SECretory"	""	""	
"DUO1"	"YGL061C"	388968	389711	"Death Upon Overproduction"	""	""	
"REG2"	"YBR050C"	337183	338199	"REsistance to Glucose repression"	""	""	
"YNL024C"	"YNL024C"	587107	587847	"YNL024C"	""	""	
"HIR2"	"YOR038C"	402761	405388	"HIstone Regulation"	""	""	
"YDL109C"	"YDL109C"	265258	267201	"YDL109C"	""	""	
"RPL8A"	"YHL033C"	35255	36025	"Ribosomal Protein of the Large subunit"	""	""	
"BEM4"	"YPL161C"	244319	246220	"Bud EMergence"	""	""	
"SIP4"	"YJL089W"	265926	268415	"SNF1-Interacting Protein"	""	""	
"AAD4"	"YDL243C"	17577	18566	"aryl-alcohol dehydrogenase"	""	RXN-8580 // RXN-8581 // RXN-9909 // BENZYL-ALCOHOL-DEHYDROGENASE-RXN // ARYL-ALCOHOL-DEHYDROGENASE-RXN // BENZYL-ALC-DEHYDROGENASE-RXN // RXN-662	
"KRE2"	"YDR483W"	1421157	1422485	"&alpha;-1,2 mannosyltransferase KRE2"	"protein <I>O</i>-mannosylation I (yeast)"	RXN-19015 // RXN3O-9783	
"UIP5"	"YKR044W"	522015	523346	"Ulp1 Interacting Protein"	""	""	
"URA10"	"YMR271C"	806865	807548	"orotate phosphoribosyltransferase"	"UMP biosynthesis II" // "de novo biosynthesis of pyrimidine ribonucleotides"	OROPRIBTRANS-RXN	
"CDC73"	"YLR418C"	956914	958095	"Cell Division Cycle"	""	""	
"OCH1"	"YGL038C"	425362	426804	"initiation-specific 1,6-&alpha;-mannosyltransferase"	""	RXN-18915 // 2.4.1.232-RXN	
"ETR1"	"YBR026C"	292877	294019	"2-enoyl thioester reductase"	"stearate biosynthesis I (animals and fungi)" // "very long chain fatty acid biosynthesis" // "palmitate biosynthesis" // "octanoyl-ACP biosynthesis (mitochondria)"	TRANSENOYLCOARED-RXN // RXN-13309 // RXN-13308 // RXN-11726 // RXN-13307 // RXN-13306 // "<i>trans</i>-2,3-stearoyl-CoA-reductase (NADPH, B-specific)" // RXN-14194 // RXN-7711 // RXN66-482 // "crotonyl-[acyl-carrier protein] reductase (NADP)"	
"YMR272W-B"	"YMR272W-B"	811089	811196	"YMR272W-B"	""	""	
"HSP10"	"YOR020C"	370524	370844	"Heat Shock Protein"	""	""	
"NDE2"	"YDL085W"	303211	304848	"NADH:ubiquinone oxidoreductase 2 (external)"	"NAD/NADP-NADH/NADPH mitochondrial interconversion" // "aerobic respiration (cytochrome c)" // "aerobic respiration (linear view)"	RXN0-5330-YEAST	
"ETP1"	"YHL010C"	81964	83721	"Ethanol Tolerance Protein"	""	""	
"RPL33A"	"YPL143W"	282122	282970	"Ribosomal Protein of the Large subunit"	""	""	
"RAM1"	"YDL090C"	295034	296329	"protein farnesyltransferase, beta subunit"	""	2.5.1.58-RXN	
"PSF2"	"YJL072C"	305221	305862	"Partner of Sld Five"	""	""	
"STP1"	"YDR463W"	1386816	1388375	"Species-specific tRNA Processing"	""	""	
"NTR2"	"YKR022C"	482171	483139	"NineTeen complex Related protein"	""	""	
"ARG7"	"YMR062C"	395054	396379	"acetylornithine acetyltransferase"	"arginine biosynthesis"	GLUTAMATE-N-ACETYLTRANSFERASE-RXN	
"PDR1"	"YGL013C"	469092	472298	"Pleiotropic Drug Resistance"	""	""	
"PKC1"	"YBL105C"	14241	17696	"Protein Kinase C"	""	PROTEIN-KINASE-RXN	
"VPS33"	"YLR396C"	910235	912310	"Vacuolar Protein Sorting"	""	""	
"GAS1"	"YMR307W"	887003	888682	"Glycophospholipid-Anchored Surface protein"	""	""	
"PAU20"	"YOL161C"	11549	11911	"seriPAUperin"	""	""	
"RPS29B"	"YDL061C"	340628	340798	"Ribosomal Protein of the Small subunit"	""	""	
"ZUO1"	"YGR285C"	1061852	1063153	"ZUO1"	""	""	
"KAP120"	"YPL125W"	313388	316486	"KAryoPherin"	""	""	
"RBK1"	"YCR036W"	193297	194298	"ribokinase"	""	RIBOKIN-RXN	
"AIM22"	"YJL046W"	352386	353615	"octanoyl-CoA-protein transferase"	"superpathway of lipoate biosynthesis and incorporation (PDH, KGDH, GCV)" // "lipoate biosynthesis and incorporation (pyruvate dehydrogenase and oxoglutarate dehydrogenase)"	RXN-14955 // RXN-14958	
"DOT1"	"YDR440W"	1342493	1344241	"Disruptor Of Telomeric silencing"	""	HISTONE-LYSINE-N-METHYLTRANSFERASE-RXN	
"PAU16"	"YKL224C"	1810	2181	"seriPAUperin"	""	""	
"CAT2"	"YML042W"	192788	194800	"mitochondrial and peroxisomal carnitine O-acetyltransferase"	"carnitine shuttle"	CARNITINE-O-ACETYLTRANSFERASE-RXN	
"PRE4"	"YFR050C"	249066	249866	"PRoteinase yscE"	""	3.4.25.1-RXN	
"NUP170"	"YBL079W"	75259	79767	"NUclear Pore"	""	""	
"STP3"	"YLR375W"	871697	872728	"protein with similarity to Stp1p"	""	""	
"YKU70"	"YMR284W"	838187	839995	"Yeast KU protein"	""	""	
"BSC6"	"YOL137W"	65621	67114	"Bypass of Stop Codon"	""	""	
"PUS9"	"YDL036C"	387513	388901	"PseudoUridine Synthase"	""	""	
"PSH1"	"YOL054W"	228614	229834	"Pob3/Spt16 Histone associated"	""	""	
"APL6"	"YGR261C"	1014321	1016750	"clathrin Adaptor Protein complex Large chain"	""	""	
"FMP30"	"YPL103C"	358000	359406	"Found in Mitochondrial Proteome"	""	""	
"DUT1"	"YBR252W"	722611	723054	"dUTP pyrophosphatase"	"pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis" // "pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I"	DUTP-PYROP-RXN	
"MPS3"	"YJL019W"	402897	404945	"MonoPolar Spindle"	""	""	
"SYF1"	"YDR416W"	1298432	1301011	"SYnthetic lethal with cdcForty"	""	""	
"PTK1"	"YKL198C"	68232	70220	"Putative serine/Threonine protein Kinase"	""	PROTEIN-KINASE-RXN	
"NMA1"	"YLR328W"	784913	786118	"nicotinate nucleotide adenylyltransferase subunit"	"NAD biosynthesis II (from tryptophan)" // "NAD salvage pathway" // "NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde" // "nicotinamide riboside salvage pathway I"	NICONUCADENYLYLTRAN-RXN // 2.7.7.1-RXN	
"CDC14"	"YFR028C"	208413	210068	"Cell Division Cycle"	""	PROTEIN-TYROSINE-PHOSPHATASE-RXN	
"YBL055C"	"YBL055C"	115573	116829	"YBL055C"	""	""	
"ORM2"	"YLR350W"	828730	829380	"ORM2"	""	""	
"SAP30"	"YMR263W"	794919	795524	"SIT4 protein phosphatase Associated Protein"	""	""	
"MSN1"	"YOL116W"	99809	100957	"Multicopy suppressor of SNF1 mutation"	""	""	
"YDL012C"	"YDL012C"	431108	431517	"YDL012C"	""	""	
"SIL1"	"YOL031C"	266264	267529	"Suppressor of the Ire1/Lhs1 double mutant"	""	""	
"MOS2"	"YGR235C"	961360	962061	"Mitochondrial organizing structure"	""	""	
"MOT1"	"YPL082C"	398480	404083	"Modifier of Transcription"	""	""	
"ALG1"	"ALG1"	458872	460221	"Dol-PP-GlcNAc2:Man transferase"	"protein <i>N</i>-glycosylation (eukaryotic) initial steps"	2.4.1.142-RXN	"2182636" // "6368538" // "6369318"
"DCG1"	"YIR030C"	412036	412770	"Dal80p-Controlled Gene"	""	""	
"SHE9"	"YDR393W"	1259901	1261271	"Sensitivity to High Expression"	""	""	
"STE3"	"YKL178C"	113215	114627	"STErile"	""	""	
"PNP1"	"YLR209C"	560797	561732	"purine nucleoside phosphorylase"	"xanthine and xanthosine salvage" // "guanine and guanosine salvage I" // "superpathway of purine nucleosides salvage" // "salvage pathways of adenine, hypoxanthine and their nucleosides" // "purine ribonucleosides degradation to ribose-1-phosphate"	XANTHOSINEPHOSPHORY-RXN // DEOXYADENPHOSPHOR-RXN // DEOXYGUANPHOSPHOR-RXN // DEOXYINOPHOSPHOR-RXN // RXN-11715 // "5'-deoxy-5'-fluoroadenosine phosphorylase" // RXN-7001 // PNP-RXN // INOPHOSPHOR-RXN // RXN0-5199 // ADENPHOSPHOR-RXN	
"SAD1"	"YFR005C"	154527	155873	"SnRNP Assembly Defective"	""	""	
"HEK2"	"YBL032W"	160184	161329	"HEterogeneous nuclear rnp K-like gene"	""	""	
"PEX30"	"YLR324W"	779215	780786	"PEroXisome related"	""	""	
"TAF9"	"YMR236W"	742971	743444	"TATA binding protein-Associated Factor"	""	""	
"RFC4"	"YOL094C"	141584	142555	"Replication Factor C"	""	""	
"PTC6"	"YCR079W"	252845	254173	"Phosphatase Two C"	""	3.1.3.16-RXN	
"RCL1"	"YOL010W"	307938	309041	"Rna 3'-terminal phosphate Cyclase Like"	""	""	
"RSM27"	"YGR215W"	922175	922507	"Ribosomal Small subunit of Mitochondria"	""	""	
"OAZ1"	"YPL052W"	458799	459678	"Ornithine decarboxylase AntiZyme"	""	""	
"ALG3"	"ALG3"	69751	71127	"dolichyl-<em>P</em>-Man:Man<small><sub>5</sub></small>GlcNAc<small><sub>2</sub></small>-<em>PP</em>-dolichol &alpha;-1,3-mannosyltransferase"	"protein <i>N</i>-glycosylation (eukaryotic) initial steps"	RXN-5466	"11308030" // "8842708" // "2005096" // "6369318"
"IST3"	"YIR005W"	364889	365335	"Increased Sodium Tolerance"	""	""	
"FRQ1"	"YDR373W"	1222759	1223331	"FReQuenin homolog"	""	""	
"RPS27A"	"YKL156W"	158613	159212	"Ribosomal Protein of the Small subunit"	""	""	
"SHM2"	"YLR058C"	257992	259401	"serine hydroxymethyltransferase, cytosolic"	"superpathway of serine and glycine biosynthesis I" // "serine biosynthesis from glyoxylate" // "glycine biosynthesis from serine" // "folate interconversions" // "folate transformations" // "dTMP <i>de novo</i> biosynthesis (mitochondrial)" // "folate polyglutamylation"	GLYOHMETRANS-RXN	
"MDJ1"	"YFL016C"	104701	106236	"Mitochondrial DnaJ"	""	""	
"ALK2"	"YBL009W"	207194	209224	"ALK2"	""	PROTEIN-KINASE-RXN	
"GSP1"	"YLR293C"	720771	721430	"Genetic Suppressor of Prp20-1"	""	""	
"TRS130"	"YMR218C"	703579	706887	"TRapp Subunit"	""	""	
"EMI5"	"YOL071W"	196507	196995	"Early Meiotic Induction"	""	""	
"AHC2"	"YCR082W"	258883	259269	"Ada Histone acetyltransferase complex Component"	""	""	
"COS10"	"YNR075W"	779916	781040	"COnserved Sequence"	""	""	
"BUB1"	"YGR188C"	872044	875109	"Budding Uninhibited by Benzimidazole"	""	PROTEIN-KINASE-RXN	
"PHO85"	"YPL031C"	492018	493037	"PHOsphate metabolism"	""	PROTEIN-KINASE-RXN	
"COX2"	"Q0250"	73758	74513	"cytochrome c oxidase subunit II"	"aerobic respiration (cytochrome c)" // "aerobic respiration (linear view)"	CYTOCHROME-C-OXIDASE-RXN	
"MLP2"	"YIL149C"	63028	68067	"Myosin-Like Protein"	""	""	
"ATP22"	"YDR350C"	1176120	1178174	"ATPase synthase"	""	""	
"PMU1"	"YKL128C"	200884	201771	"PhosphoMUtase"	""	""	
"SRY1"	"YKL218C"	17359	18339	"Serine Racemase"	""	4.3.1.16-RXN	
"TUB2"	"YFL037W"	56336	57709	"TUBulin"	""	""	
"MST28"	"YAR033W"	188107	188811	"Multicopy suppressor of Sec Twenty one"	""	""	
"BOP2"	"YLR267W"	678212	679924	"Bypass Of Pam1"	""	""	
"ICY1"	"YMR195W"	654034	654417	"Interacting with the CYtoskeleton"	""	""	
"RSC6"	"YCR052W"	214994	216445	"Remodel the Structure of Chromatin"	""	""	
"MSO1"	"YNR049C"	713023	713655	"Multicopy suppressor of Sec One"	""	""	
"TIF4631"	"YGR162W"	824059	826917	"Translation Initiation Factor"	""	""	
"RET3"	"YPL010W"	535018	535587	"RETrieval from ER"	""	""	
"TRX3"	"YCR083W"	259578	259961	"mitochondrial thioredoxin 3" // "oxidized thioredoxin 3"	"guanosine deoxyribonucleotides <i>de novo</i> biosynthesis I" // "pyrimidine deoxyribonucleotides biosynthesis from CTP" // "pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I" // "pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis" // "adenosine deoxyribonucleotides <i>de novo</i> biosynthesis I" // "adenosine nucleotides <i>de novo</i> biosynthesis" // "sulfate reduction I (assimilatory)" // "thioredoxin system"	""	"10037727"
"FKH1"	"YIL131C"	100781	102235	"ForK head Homolog"	""	""	
"UBX5"	"YDR330W"	1127872	1129374	"UBiquitin regulatory X"	""	""	
"MET18"	"YIL128W"	113806	116904	"METhionine requiring"	""	""	
"YSP2"	"YDR326C"	1120609	1124925	"Yeast Suicide Protein"	""	""	
"UTP11"	"YKL099C"	255720	256472	"U Three Protein"	""	""	
"OAR1"	"YKL055C"	335321	336157	"3-oxoacyl-[acyl-carrier-protein] reductase"	"palmitate biosynthesis" // "octanoyl-ACP biosynthesis (mitochondria)"	PYRIDOXAL-4-DEHYDROGENASE-RXN // 2.3.1.41-RXN // RXN-13443 // RXN-12994 // "acetoacetyl-[acyl-carrier protein] reductase" // "3-oxo-behenoyl-[acyl-carrier protein] reductase"	
"YFL066C"	"YFL066C"	1437	2615	"YFL066C"	""	""	
"PEX22"	"YAL055W"	42177	42719	"PEroXisome related"	""	""	
"CDC42"	"YLR229C"	604212	604787	"Cell Division Cycle"	""	""	
"EAR1"	"YMR171C"	603868	605520	"Endosomal Adaptor of Rsp5p"	""	""	
"SLM5"	"YCR024C"	160744	162222	"Synthetic Lethal with Mss4"	"tRNA charging"	ASPARAGINE--TRNA-LIGASE-RXN	
"ATP23"	"YNR020C"	667410	668222	"ATP23"	""	""	
"PEX4"	"YGR133W"	756896	757447	"PEroXin"	""	UBIQUITIN--PROTEIN-LIGASE-RXN	
"PAU21"	"YOR394W"	1082718	1083212	"seriPAUperin"	""	""	
"YIL108W"	"YIL108W"	160887	162977	"YIL108W"	""	""	
"PMT7"	"YDR307W"	1075865	1077853	"PMT7"	"protein <I>O</i>-mannosylation I (yeast)"	2.4.1.109-RXN	
"YPL152W-A"	"YPL152W-A"	264602	264700	"YPL152W-A"	""	""	
"DHR2"	"YKL078W"	288845	291052	"DEAH-box RNA helicase"	""	RXN-11109	
"SOD1"	"YJR104C"	622550	623014	"cytoplasmic superoxide dismutase"	"superoxide radicals degradation" // "ethylene biosynthesis"	SUPEROX-DISMUT-RXN	
"YRF1-2"	"YER190W"	571480	576525	"YRF1-2"	""	""	
"SNC1"	"YAL030W"	87286	87752	"Suppressor of the Null allele of CAP"	""	""	
"HRD3"	"YLR207W"	556788	559289	"HMG-coA Reductase Degradation"	""	""	
"TIF34"	"YMR146C"	557481	558524	"Translation Initiation Factor"	""	""	
"GEX1"	"YCL073C"	6479	8326	"Glutathione EXchanger"	""	""	
"SNZ2"	"YNL333W"	13267	14163	"SNooZe"	""	""	
"CLB1"	"YGR108W"	703636	705051	"CycLin B"	""	""	
"PRE10"	"YOR362C"	1017880	1018746	"PRoteinase yscE"	""	3.4.25.1-RXN	
"THS1"	"YIL078W"	212499	214703	"THreonyl tRNA Synthetase"	"tRNA charging"	THREONINE--TRNA-LIGASE-RXN	
"GCN2"	"YDR283C"	1025070	1030049	"General Control Nonderepressible"	""	PROTEIN-KINASE-RXN	
"MLC2"	"YPR188C"	911988	912479	"Myo1p Light Chain"	""	""	
"SFK1"	"YKL051W"	341312	342373	"Suppressor of Four Kinase"	""	""	
"FBP26"	"YJL155C"	129285	130643	"fructose-2,6-bisphosphatase"	"fructose 2,6-bisphosphate biosynthesis"	3.1.3.46-RXN	
