"Gene.Name"	"Accession.1"	"gene_standard_name"	"Left.End.Position"	"Right.End.Position"	"Product"	"Pathways.of.gene"	"ec"	"reaction_biocyc"
"YRF1-8"	"YOR396W"	"YOR396W"	1085473	1090863	"YRF1-8"	NA	NA	NA
"HOS4"	"YIL112W"	"YIL112W"	151595	154846	"Hda One Similar"	NA	NA	NA
"SUM1"	"YDR310C"	"YDR310C"	1081128	1084316	"SUppresor of Mar1-1"	NA	NA	NA
"AI2"	"Q0055"	"Q0055"	13818	18830	"AI2"	NA	NA	NA
"TEF4"	"YKL081W"	"YKL081W"	282891	284455	"Translation Elongation Factor"	NA	NA	NA
"STE24"	"STE24"	"YJR117W"	642007	643368	"CAAX prenyl protease 1"	NA	NA	"a farnesylated protein that ends with a CAAX sequence + H2O => a [protein] C-terminal S-farnesyl-L-cysteine + a peptide + H+"
"SBH2"	"YER019C-A"	"YER019C-A"	194273	194539	"Sec61 beta homolog 2"	NA	NA	NA
"MTW1"	"YAL034W-A"	"YAL034W-A"	79718	80587	"Mis TWelve-like"	NA	NA	NA
"TUB4"	"YLR212C"	"YLR212C"	564860	566281	"TUBulin"	NA	NA	NA
"NUP53"	"YMR153W"	"YMR153W"	564435	565862	"NUclear Pore"	NA	NA	NA
"MRPL32"	"YCR003W"	"YCR003W"	118620	119171	"Mitochondrial Ribosomal Protein, Large subunit"	NA	NA	NA
"COS1"	"YNL336W"	"YNL336W"	8330	9475	"COnserved Sequence"	NA	NA	NA
"SHY1"	"YGR112W"	"YGR112W"	717358	718527	"SURF Homolog of Yeast"	NA	NA	NA
"RAD17"	"YOR368W"	"YOR368W"	1026843	1028048	"RADiation sensitive"	NA	"3.1.11.2"	"(deoxynucleotides)(n) + H2O => (deoxynucleotides)(n-1) + a 2'-deoxyribonucleoside 5'-monophosphate"
"AIM19"	"YIL087C"	"YIL087C"	199646	200119	"Altered Inheritance rate of Mitochondria"	NA	NA	NA
"NSE3"	"YDR288W"	"YDR288W"	1037195	1038106	"Non SMC Element"	NA	NA	NA
"AQY1"	"YPR192W"	"YPR192W"	921860	922777	"AQuaporin of Yeast"	NA	NA	NA
"TMA19"	"YKL056C"	"YKL056C"	334412	334915	"Translation Machinery Associated"	NA	NA	NA
"CPS1"	"CPS1"	"YJL172W"	97737	99467	"carboxypeptidase yscS"	NA	NA	"a peptide with a penultimate glycine + H2O => a peptide with a C-terminal glycine + an amino acid"
"BCK2"	"YER167W"	"YER167W"	518216	520771	"Bypass of C Kinase"	NA	NA	NA
"NTG1"	"YAL015C"	"YAL015C"	126903	128102	"eNdonuclease Three-like Glycosylase"	NA	NA	NA
"MMR1"	"YLR190W"	"YLR190W"	535214	536689	"Mitochondrial Myo2p Receptor-related"	NA	NA	NA
"RRB1"	"YMR131C"	"YMR131C"	533163	534698	"Regulator of Ribosome Biogenesis"	NA	NA	NA
"POF1"	"YCL047C"	"YCL047C"	43661	44437	"Promoter Of Filamentation"	NA	NA	NA
"EMW1"	"YNL313C"	"YNL313C"	45308	48022	"Essential for Maintenance of the cell Wall"	NA	NA	NA
"VAS1"	"YGR094W"	"YGR094W"	672186	675500	"VAlyl-tRNA Synthetase"	"tRNA charging"	NA	"a tRNAval + L-valine + ATP => an L-valyl-[tRNAval] + AMP + diphosphate"
"TYE7"	"YOR344C"	"YOR344C"	977194	978069	"Ty-mediated Expression"	NA	NA	NA
"RGI2"	"YIL057C"	"YIL057C"	247902	248396	"Respiratory growth induced"	NA	NA	NA
"AKR1"	"YDR264C"	"YDR264C"	996029	998323	"AnKyrin Repeat-containing protein"	NA	NA	NA
"JIP5"	"YPR169W"	"YPR169W"	878690	880168	"Jumonji domain Interacting Protein"	NA	NA	NA
"TTI1"	"YKL033W"	"YKL033W"	375456	378572	"Two Tel2-Interacting protein"	NA	NA	NA
"TAD2"	"TAD2"	"YJL035C"	380249	381001	"tRNA-specific adenosine deaminase subunit"	NA	NA	"an adenine37 in tRNAala + H+ + H2O = a hypoxanthine37 in tRNAala + ammonium"
"SCC4"	"YER147C"	"YER147C"	462968	464842	"Sister Chromatid Cohesion"	NA	NA	NA
"GRX5"	"YPL059W"	"YPL059W"	444579	445031	"mitochondrial monothiol glutaredoxin 5 // oxidized glutaredoxin 5"	"glutathione-glutaredoxin redox reactions // glutathione-glutaredoxin system"	NA	NA
"STM1"	"YLR150W"	"YLR150W"	440467	441288	"Suppressor of tom1"	NA	NA	NA
"MYO5"	"YMR109W"	"YMR109W"	486587	490246	"MYOsin"	NA	NA	NA
"NFS1"	"YCL017C"	"YCL017C"	92777	94270	"L-cysteine desulfurase"	"iron-sulfur cluster biosynthesis // tRNA-uridine 2-thiolation (yeast mitochondria)"	NA	"a [cysteine desulfurase]-S-sulfanyl-[disordered-form scaffold protein] complex + L-cysteine => an S-sulfanyl-[cysteine desulfurase]-S-sulfanyl-[disordered-form scaffold protein] complex + L-alanine;an S-sulfanyl-[cysteine desulfurase]-S-sulfanyl-[disordered-form scaffold protein] complex => a [cysteine desulfurase]-(S-sulfanyl)2-[disordered-form scaffold protein] complex;an S-sulfanyl-[cysteine desulfurase]-[disordered-form scaffold protein] complex => a [cysteine desulfurase]-S-sulfanyl-[disordered-form scaffold protein] complex;an [L-cysteine desulfurase] L-cysteine persulfide + an unsulfurated [sulfur carrier] <=> an [L-cysteine desulfurase]-L-cysteine + a sulfurated [sulfur carrier];an [L-cysteine desulfurase]-L-cysteine + L-cysteine => an [L-cysteine desulfurase] L-cysteine persulfide + L-alanine;L-cysteine + an unsulfurated [sulfur carrier] => L-alanine + a sulfurated [sulfur carrier]"
"RIM21"	"YNL294C"	"YNL294C"	78659	80260	"Regulator of IME2"	NA	NA	NA
"PRP38"	"YGR075C"	"YGR075C"	636147	636875	"Pre-mRNA Processing"	NA	NA	NA
"GNT1"	"YOR320C"	"YOR320C"	913619	915094	"GlcNAc Transferase"	NA	NA	NA
"CST6"	"YIL036W"	"YIL036W"	285666	287429	"Chromosome STability"	NA	NA	NA
"SNU56"	"YDR240C"	"YDR240C"	943674	945152	"Small NUclear ribonucleoprotein associated"	NA	NA	NA
"NOC4"	"YPR144C"	"YPR144C"	819765	821423	"NucleOlar Complex associated"	NA	NA	NA
"MRT4"	"YKL009W"	"YKL009W"	426242	426952	"mRNA Turnover 4"	NA	NA	NA
"SUC2"	"SUC2"	"YIL162W"	37385	38983	"invertase"	"sucrose degradation III (sucrose invertase) // sucrose degradation"	"3.2.1.48 "	"a beta-D-fructofuranoside + H2O => beta-D-fructofuranose + a glycoside;sucrose + H2O => beta-D-fructofuranose + D-glucopyranose;sucrose 6G-phosphate + H2O => beta-D-glucose 6-phosphate + beta-D-fructofuranose"
"LCP5"	"YER127W"	"YER127W"	414481	415554	"Lethal with Conditional Pap1"	NA	NA	NA
"APC2"	"YLR127C"	"YLR127C"	395758	398319	"Anaphase Promoting Complex"	NA	NA	NA
"SEG1"	"YMR086W"	"YMR086W"	439208	442090	"Stability of Eisosomes Guaranteed"	NA	NA	NA
"RPL19A"	"YBR084C-A"	"YBR084C-A"	414186	415261	"Ribosomal Protein of the Large subunit"	NA	NA	NA
"SEC2"	"YNL272C"	"YNL272C"	126805	129084	"SECretory"	NA	NA	NA
"SCM4"	"YGR049W"	"YGR049W"	591314	591877	"Suppressor of Cdc4 Mutation"	NA	NA	NA
"MUM3"	"YOR298W"	"YOR298W"	875599	877038	"MUddled Meiosis"	NA	NA	NA
"MNT3"	"YIL014W"	"YIL014W"	326103	327995	"&alpha;-1,3-mannosyltransferase MMN3"	"protein <I>O</i>-mannosylation I (yeast)"	NA	"GDP-alpha-D-mannose + an alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-3-O-(Ser/Thr)-[protein] => an alpha-D-Man-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-3-O-(Ser/Thr)-[protein] + GDP + H+;GDP-alpha-D-mannose + an alpha-D-Man-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-3-O-(Ser/Thr)-[protein] => an alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-3-O-(Ser/Thr)-[protein] + GDP + H+"
"ADR1"	"YDR216W"	"YDR216W"	895035	899006	"Alcohol Dehydrogenase Regulator"	NA	NA	NA
"AXL1"	"YPR122W"	"YPR122W"	782045	785671	"AXiaL budding"	NA	NA	NA
"RPS4A"	"YJR145C"	"YJR145C"	702027	703068	"Ribosomal Protein of the Small subunit"	NA	NA	NA
"FAA3"	"FAA3"	"YIL009W"	339344	341428	"acyl-CoA synthase"	"fatty acid activation // stearate biosynthesis I (animals and fungi) // fatty acid oxidation (non-cyclic) // fatty acid &beta;-oxidation (peroxisome)"	NA	"(15Z)-tetracosenoate + ATP + coenzyme A => (Z)-15-tetracosenoyl-CoA + AMP + diphosphate;(25S)-3-oxocholest-4-en-26-oate + ATP + coenzyme A => (25S)-3-oxocholest-4-en-26-oyl-CoA + AMP + diphosphate;3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoate + ATP + coenzyme A => 3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl-CoA + AMP + diphosphate;a 2,3,4-saturated fatty acid + ATP + coenzyme A => a 2,3,4-saturated fatty acyl CoA + AMP + diphosphate;a long-chain fatty acid + ATP + coenzyme A => a long-chain acyl-CoA + AMP + diphosphate;ATP + alpha-linolenate + coenzyme A => alpha-linolenoyl-CoA + AMP + diphosphate;icosapentaenoate + ATP + coenzyme A => icosapentaenoyl-CoA + AMP + diphosphate;linoleate + ATP + coenzyme A => linoleoyl-CoA + AMP + diphosphate;octanoate + ATP + coenzyme A => octanoyl-CoA + AMP + diphosphate;oleate + ATP + coenzyme A => oleoyl-CoA + AMP + diphosphate;phytenate + ATP + coenzyme A => phytenoyl-CoA + AMP + diphosphate"
"FLO8"	"YER109C"	"YER109C"	375215	377614	"FLOcculation"	NA	NA	NA
"ICT1"	"YLR099C"	"YLR099C"	339744	340928	"Increased Copper Tolerance"	NA	NA	NA
"SOV1"	"YMR066W"	"YMR066W"	401541	404237	"Synthesis Of Var"	NA	NA	NA
"MRPL27"	"YBR282W"	"YBR282W"	768240	768680	"Mitochondrial Ribosomal Protein, Large subunit"	NA	NA	NA
"TEX1"	"YNL253W"	"YNL253W"	170018	171286	"TrEX component"	NA	NA	NA
"VMA7"	"YGR020C"	"YGR020C"	526973	527329	"VMA7"	"superpathway of purine nucleotides <i>de novo</i> biosynthesis I // adenosine nucleotides <i>de novo</i> biosynthesis // adenosine ribonucleotides <i>de novo</i> biosynthesis"	NA	"ADP + phosphate + 4 H+[out] <=> ATP + H2O + 3 H+[in]"
"YTM1"	"YOR272W"	"YOR272W"	832813	834195	"YTM1"	NA	NA	NA
"SAE3"	"YHR079C-A"	"YHR079C-A"	262192	262553	"Sporulation in the Absence of spo Eleven"	NA	NA	NA
"MSS116"	"YDR194C"	"YDR194C"	845952	847946	"Mitochondrial Splicing System"	NA	NA	NA
"PRE2"	"YPR103W"	"YPR103W"	732349	733212	"PRoteinase yscE"	NA	"3.4.25.1"	"a protein + H2O => a peptide + a peptide"
"TDA4"	"YJR116W"	"YJR116W"	640825	641664	"Topoisomerase I Damage Affected"	NA	NA	NA
"PPE1"	"PPE1"	"YHR075C"	248439	249641	"carboxyl methyl esterase"	NA	NA	"a [protein]-L-glutamate-O5-methyl-ester + H2O => a [protein]-alpha-L-glutamate + methanol + H+"
"DOT6"	"YER088C"	"YER088C"	333176	335188	"Disruptor Of Telomeric silencing"	NA	NA	NA
"SRL2"	"YLR082C"	"YLR082C"	292394	293572	"Suppressor of Rad53 null Lethality"	NA	NA	NA
"ARG80"	"YMR042W"	"YMR042W"	352603	353136	"ARGinine requiring"	NA	NA	NA
"AIM5"	"YBR262C"	"YBR262C"	735720	736040	"Altered Inheritance rate of Mitochondria"	NA	NA	NA
"BNI4"	"YNL233W"	"YNL233W"	211922	214600	"Bud Neck Involved"	NA	NA	NA
"ZRT1"	"YGL255W"	"YGL255W"	20978	22108	"Zinc-Regulated Transporter"	NA	NA	NA
"NAT5"	"YOR253W"	"YOR253W"	804377	804907	"N-terminal AcetylTransferase"	NA	NA	"acetyl-CoA + an N-terminal glycyl-[protein] => an N-terminal Nalpha-acetyl-glycyl-[protein] + coenzyme A + H+;acetyl-CoA + an N-terminal L-alanyl-[protein] => an N-terminal N-acetyl-L-alanyl-[protein] + coenzyme A + H+;acetyl-CoA + an N-terminal L-cysteinyl-[protein] => an N-terminal Nalpha-acetyl-L-cysteinyl-[protein] + coenzyme A + H+;acetyl-CoA + an N-terminal L-seryl-[protein] => an N-terminal Nalpha-acetyl-L-seryl-[protein] + coenzyme A + H+;acetyl-CoA + an N-terminal L-threonyl-[protein] => an N-terminal Nalpha-acetyl-L-threonyl-[protein] + coenzyme A + H+;acetyl-CoA + an N-terminal L-valyl-[protein] => an N-terminal Nalpha-acetyl-L-valyl-[protein] + coenzyme A + H+"
"EGD2"	"YHR193C"	"YHR193C"	487712	488236	"Enhancer of Gal4 DNA binding"	NA	NA	NA
"HMO1"	"YDR174W"	"YDR174W"	812110	812850	"High MObility group (HMG) family"	NA	NA	NA
"MRL1"	"YPR079W"	"YPR079W"	698869	700014	"Mannose 6-phosphate Receptor Like"	NA	NA	NA
"GRR1"	"YJR090C"	"YJR090C"	590872	594327	"Glucose Repression-Resistant"	NA	NA	NA
"OSH7"	"OSH7"	"YHR001W"	106055	107368	"oxysterol-binding protein homolog 7"	NA	NA	NA
"PET117"	"YER058W"	"YER058W"	271768	272091	"PETite colonies"	NA	NA	NA
"BMT6"	"YLR063W"	"YLR063W"	264157	265254	"25S rRNA (uracil<sup>2843</sup>-<i>N</i><sup>3</sup>)-methyltransferase"	NA	NA	"S-adenosyl-L-methionine + a uracil2843 in 25S rRNA => S-adenosyl-L-homocysteine + an N3-methyluracil2843 in 25S rRNA + H+"
"MRPL3"	"YMR024W"	"YMR024W"	321875	323047	"Mitochondrial Ribosomal Protein, Large subunit"	NA	NA	NA
"PRP5"	"YBR237W"	"YBR237W"	691969	694518	"Pre-mRNA Processing"	NA	NA	NA
"SSB2"	"YNL209W"	"YNL209W"	252059	253900	"Stress-Seventy subfamily B"	NA	NA	NA
"TAN1"	"YGL232W"	"YGL232W"	62075	63002	"Trna AcetylatioN"	NA	NA	NA
"WTM2"	"YOR229W"	"YOR229W"	768409	769812	"WD repeat containing Transcriptional Modulator"	NA	NA	NA
"MTG2"	"YHR168W"	"YHR168W"	440377	441933	"MiTochondrial Gtpase 2"	NA	NA	"GTP + H2O => GDP + phosphate + H+"
"CTH1"	"YDR151C"	"YDR151C"	764178	765155	"Cysteine-Three-Histidine"	NA	NA	NA
"ATG11"	"YPR049C"	"YPR049C"	661137	664673	"AuTophaGy related"	NA	NA	NA
"ARP3"	"YJR065C"	"YJR065C"	557809	559158	"Actin-Related Protein"	NA	NA	NA
"ADE3"	"ADE3"	"YGR204W"	905934	908774	"cytoplasmic C1-tetrahydrofolate synthase"	"folate interconversions // folate transformations // folate polyglutamylation // formate assimilation into 5,10-methylenetetrahydrofolate"	NA	"a 5,10-methylene-tetrahydrofolate + NADP+ <=> a 5,10-methenyltetrahydrofolate + NADPH;a tetrahydrofolate + ATP + formate => an N10-formyl-tetrahydrofolate + ADP + phosphate"
"PHM8"	"YER037W"	"YER037W"	225889	226854	"PHosphate Metabolism"	NA	NA	NA
"SMF3"	"YLR034C"	"YLR034C"	210512	211933	"SMF3"	NA	NA	NA
"COS3"	"YML132W"	"YML132W"	7244	8383	"COnserved Sequence"	NA	NA	NA
"NGR1"	"YBR212W"	"YBR212W"	647886	649904	"Negative Growth Regulatory protein"	NA	NA	NA
"NPR1"	"YNL183C"	"YNL183C"	293137	295509	"Nitrogen Permease Reactivator"	NA	NA	"a [protein]-(L-serine/L-threonine) + ATP = a [protein] (L-serine/L-threonine) phosphate + ADP + H+"
"VAM7"	"YGL212W"	"YGL212W"	91432	92382	"VAcuolar Morphogenesis"	NA	NA	NA
"DED1"	"YOR204W"	"YOR204W"	722911	724725	"DEaD-box protein"	NA	NA	NA
"ATG31"	"YDR022C"	"YDR022C"	488072	488662	"AuTophaGy related"	NA	NA	NA
"MTC6"	"YHR151C"	"YHR151C"	399268	400848	"Maintenance of Telomere Capping"	NA	NA	NA
"MTC5"	"YDR128W"	"YDR128W"	709549	712995	"Maintenance of Telomere Capping"	NA	NA	NA
"APL4"	"YPR029C"	"YPR029C"	624469	626967	"clathrin Adaptor Protein complex Large chain"	NA	NA	NA
"SSC1"	"YJR045C"	"YJR045C"	519638	521602	"Stress-Seventy subfamily C"	NA	NA	NA
"UGA1"	"UGA1"	"YGR019W"	525229	526644	"4-aminobutyrate aminotransferase"	"glutamate degradation X // 4-aminobutyrate degradation"	NA	"2-oxoglutarate + 4-aminobutanoate => L-glutamate + succinate semialdehyde"
"BIM1"	"YER016W"	"YER016W"	188277	189311	"BInding to Microtubules"	NA	NA	NA
"GAT3"	"YLR013W"	"YLR013W"	171339	171764	"GAT3"	NA	NA	NA
"FUM1"	"FUM1"	"YPL262W"	47336	48802	"fumarate hydralase"	"TCA cycle, aerobic respiration"	NA	"fumarate + H2O => (S)-malate"
"PML39"	"YML107C"	"YML107C"	55265	56269	"Pre-mRNA Leakage"	NA	NA	NA
"RPS9B"	"YBR189W"	"YBR189W"	604508	605508	"Ribosomal Protein of the Small subunit"	NA	NA	NA
"CBK1"	"YNL161W"	"YNL161W"	332597	334867	"Cell wall Biosynthesis Kinase"	NA	NA	"a [protein]-(L-serine/L-threonine) + ATP = a [protein] (L-serine/L-threonine) phosphate + ADP + H+"
"RPS26A"	"YGL189C"	"YGL189C"	148229	148588	"Ribosomal Protein of the Small subunit"	NA	NA	NA
"SYC1"	"YOR179C"	"YOR179C"	671845	672411	"Similar to Ysh1 C-terminal"	NA	NA	NA
"MPH2"	"YDL247W"	"YDL247W"	5985	7814	"Maltose Permease Homolog"	NA	NA	NA
"NDT80"	"YHR124W"	"YHR124W"	356561	358444	"Non-DiTyrosine"	NA	NA	NA
"TMN2"	"YDR107C"	"YDR107C"	669016	671034	"TransMembrane Nine"	NA	NA	NA
"HAA1"	"YPR008W"	"YPR008W"	573018	575102	"Homolog of Ace1 Activator"	NA	NA	NA
"GPI14"	"YJR013W"	"YJR013W"	460382	461593	"GlycosylPhosphatidylInositol anchor biosynthesis"	NA	NA	NA
"MET13"	"MET13"	"YGL125W"	272520	274322	"MTHFR"	"folate interconversions // folate transformations"	"1.5.1.20"	"a 5,10-methylene-tetrahydrofolate + NADH + H+ => an N5-methyltetrahydrofolate + NAD+"
"AVT2"	"YEL064C"	"YEL064C"	29797	31239	"Amino acid Vacuolar Transport"	NA	NA	NA
"AQY2"	"YLL052C"	"YLL052C"	35912	36361	"AQuaporin of Yeast"	NA	NA	NA
"ATF1"	"ATF1"	"YOR377W"	1046226	1047803	"alcohol acetyltransferase / acyl-CoA thioesterase"	"acyl-CoA hydrolysis"	NA	"2-phenylethanol + acetyl-CoA => phenylethyl acetate + coenzyme A;4-coumaryl alcohol + acetyl-CoA => coumaryl acetate + coenzyme A;acetyl-CoA + an alcohol => an acetic ester + coenzyme A;an acyl-CoA + H2O => a carboxylate + coenzyme A + H+;butan-1-ol + acetyl-CoA => butyl acetate + coenzyme A;coniferyl alcohol + acetyl-CoA => coniferyl acetate + coenzyme A;ethanol + acetyl-CoA => ethyl acetate + coenzyme A;geraniol + acetyl-CoA => geranyl acetate + coenzyme A"
"TDA9"	"YML081W"	"YML081W"	104777	108532	"Topoisomerase I Damage Affected"	NA	NA	NA
"UBS1"	"YBR165W"	"YBR165W"	568852	569685	"UBiquitin-conjugating enzyme Suppressor"	NA	NA	NA
"NAM9"	"YNL137C"	"YNL137C"	368595	370055	"Nuclear Accommodation of Mitochondria"	NA	NA	NA
"PMR1"	"YGL167C"	"YGL167C"	187616	190468	"Plasma Membrane ATPase Related"	NA	"3.6.3.8"	"Ca2+[out] + ATP + H2O = Ca2+[in] + ADP + phosphate + H+"
"PET123"	"YOR158W"	"YOR158W"	632164	633120	"PETite colonies"	NA	NA	NA
"FMP45"	"YDL222C"	"YDL222C"	60872	61801	"Found in Mitochondrial Proteome"	NA	NA	NA
"KIC1"	"YHR102W"	"YHR102W"	316572	319814	"Kinase that Interacts with Cdc31p"	NA	NA	"a [protein]-(L-serine/L-threonine) + ATP = a [protein] (L-serine/L-threonine) phosphate + ADP + H+"
"AFR1"	"YDR085C"	"YDR085C"	614288	616150	"Alpha-Factor Receptor regulator"	NA	NA	NA
"DIP5"	"YPL265W"	"YPL265W"	41043	42869	"DIcarboxylic amino acid Permease"	NA	NA	NA
"CBP1"	"YJL209W"	"YJL209W"	38005	39969	"Cytochrome B mRNA Processing"	NA	NA	NA
"AAD6"	"AAD6"	"YFL056C"	14305	15431	"aryl-alcohol dehydrogenase"	NA	NA	"3-chlorobenzyl alcohol + NAD+ = 3-chlorobenzaldehyde + NADH + H+;3-hydroxybenzyl alcohol + NAD+ = 3-hydroxybenzaldehyde + NADH + H+;3-methylbenzyl alcohol + NAD+ = 3-methylbenzaldehyde + NADH + H+;4-isopropylbenzyl alcohol + NAD+ = p-cumic aldehyde + NADH + H+;4-methylbenzyl alcohol + NAD+ = 4-methylbenzaldehyde + NADH + H+;a phenol + NAD+ = an aryl aldehyde + NADH + H+;benzyl alcohol + NAD+ = benzaldehyde + NADH + H+"
"YEF1"	"YEL041W"	"YEL041W"	75944	77431	"YEF1 NAD(+)/NADH kinase subunit"	"superpathway NAD/NADP - NADH/NADPH interconversion // NAD/NADP-NADH/NADPH cytosolic interconversion"	NA	"ATP + NAD+ => ADP + NADP+ + H+;ATP + NADH => ADP + NADPH + H+"
"GPI13"	"YLL031C"	"YLL031C"	77152	80205	"GlycosylPhosphatidylInositol anchor biosynthesis"	NA	NA	NA
"STE13"	"STE13"	"YOR219C"	752214	755009	"dipeptidyl aminopeptidase"	NA	"3.4.14.1 "	"a peptide + n H2O => n+1 a dipeptide;a small peptide + n H2O = n+1 a dipeptide"
"NTE1"	"YML059C"	"YML059C"	153219	158258	"Neuropathy Target Esterase"	"phosphatidylcholine resynthesis via glycerophosphocholine"	NA	"a 1-acyl-sn-glycero-3-phosphocholine + H2O => a carboxylate + sn-glycero-3-phosphocholine + H+;a phosphatidylcholine + 2 H2O => sn-glycero-3-phosphocholine + 2 a carboxylate + 2 H+"
"SUP45"	"YBR143C"	"YBR143C"	530869	532182	"SUPpressor"	NA	NA	NA
"DBP2"	"YNL112W"	"YNL112W"	413639	416281	"Dead Box Protein"	NA	NA	NA
"ROG1"	"YGL144C"	"YGL144C"	232450	234507	"Revertant Of Glycogen synthase kinase mutation"	NA	NA	NA
"EFT1"	"YOR133W"	"YOR133W"	575098	577626	"Elongation Factor Two"	NA	NA	NA
"YDL199C"	"YDL199C"	"YDL199C"	101290	103353	"YDL199C"	NA	NA	NA
"SAM35"	"YHR083W"	"YHR083W"	272627	273616	"Sorting and Assembly Machinery"	NA	NA	NA
"RTR2"	"YDR066C"	"YDR066C"	581908	582498	"Regulator of TRanscription"	NA	NA	NA
"IQG1"	"YPL242C"	"YPL242C"	90622	95109	"IQGAP-related protein"	NA	NA	NA
"ATG36"	"YJL185C"	"YJL185C"	82095	82976	"AuTophaGy related"	NA	NA	NA
"GPP2"	"GPP2"	"YER062C"	279930	280682	"DL-glycerol-3-phosphatase"	"glycerol biosynthesis"	NA	"glycerol 1-phosphate + H2O => glycerol + phosphate"
"NPP2"	"YEL016C"	"YEL016C"	124737	126218	"ecto-nucleotide pyrophosphatase/ phosphodiesterase"	"pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis // pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I"	NA	"a nucleoside triphosphate + H2O = a nucleoside 5'-monophosphate + diphosphate + H+;NADH + H2O = reduced beta-nicotinamide D-ribonucleotide + AMP + 2 H+"
"SOF1"	"YLL011W"	"YLL011W"	127523	128992	"Suppressor Of Fibrillarin"	NA	NA	NA
"LEU9"	"LEU9"	"YOR108W"	523027	524841	"LEUcine biosynthesis"	"superpathway of leucine, valine, and isoleucine biosynthesis // leucine biosynthesis"	NA	"3-methyl-2-oxobutanoate + acetyl-CoA + H2O => (2S)-2-isopropylmalate + coenzyme A + H+"
"RAD52"	"YML032C"	"YML032C"	212515	213930	"RADiation sensitive"	NA	NA	NA
"MRPL36"	"YBR122C"	"YBR122C"	483970	484503	"Mitochondrial Ribosomal Protein, Large subunit"	NA	NA	NA
"RHO2"	"YNL090W"	"YNL090W"	456565	457143	"Ras HOmolog"	NA	NA	NA
"RPS2"	"YGL123W"	"YGL123W"	277617	278381	"Ribosomal Protein of the Small subunit"	NA	NA	NA
"RGS2"	"YOR107W"	"YOR107W"	521353	522282	"Regulator of heterotrimeric G protein Signaling"	NA	NA	NA
"AIR2"	"YDL175C"	"YDL175C"	144484	145518	"Arginine methyltransferase-Interacting RING finger protein"	NA	NA	NA
"FYV4"	"YHR059W"	"YHR059W"	220108	220500	"Function required for Yeast Viability"	NA	NA	NA
"RSM10"	"YDR041W"	"YDR041W"	539803	540414	"Ribosomal Small subunit of Mitochondria"	NA	NA	NA
"FLC1"	"YPL221W"	"YPL221W"	133043	135424	"FLavin Carrier"	NA	NA	NA
"FMP33"	"YJL161W"	"YJL161W"	117245	117787	"Found in Mitochondrial Proteome"	NA	NA	NA
"RIP1"	"RIP1"	"YEL024W"	107260	107907	"ubiquinol-cytochrome c reductase, Rieske iron-sulfur protein subunit"	"aerobic respiration (cytochrome c) // aerobic respiration (linear view)"	"1.10.2.2"	"2 an oxidized c-type cytochrome[out] + an ubiquinol[membrane] => 2 a reduced c-type cytochrome[out] + a ubiquinone[membrane] + 2 H+[out]"
"TFB5"	"YDR079C-A"	"YDR079C-A"	603593	603811	"TFB5"	NA	NA	NA
"GEX2"	"YKR106W"	"YKR106W"	661442	663289	"Glutathione EXchanger"	NA	NA	NA
"MET22"	"MET22"	"YOL064C"	206103	207176	"3'(2')5'-bisphosphate nucleotidase"	NA	NA	"adenosine 3',5'-bisphosphate + H2O => AMP + phosphate"
"RAD33"	"YML011C"	"YML011C"	246895	247428	"RADiation sensitive"	NA	NA	NA
"FES1"	"YBR101C"	"YBR101C"	443821	444693	"FES1"	NA	NA	NA
"MSK1"	"YNL073W"	"YNL073W"	488386	490116	"Mitochondrial aminoacyl-tRNA Synthetase, lysine (K)"	"tRNA charging"	NA	"L-lysine + a tRNAlys + ATP => an L-lysyl-[tRNAlys] + AMP + diphosphate"
"SEH1"	"YGL100W"	"YGL100W"	313234	314283	"SEc13 Homolog"	NA	NA	NA
"LPX1"	"YOR084W"	"YOR084W"	480587	481750	"Lipase of PeroXisomes"	NA	NA	NA
"ATG9"	"YDL149W"	"YDL149W"	184925	187918	"AuTophaGy related"	NA	NA	NA
"ERC1"	"YHR032W"	"YHR032W"	173344	175089	"Ethionine Resistance Conferring"	NA	NA	NA
"YIG1"	"YPL201C"	"YPL201C"	169770	171155	"Yeast protein Interacting with Glycerol 3-phosphatase"	NA	NA	NA
"RPS21B"	"YJL136C"	"YJL136C"	156550	157273	"Ribosomal Protein of the Small subunit"	NA	NA	NA
