"Gene.Name"	"Accession.1"	"Left.End.Position"	"Right.End.Position"	"Product"	"Pathways.of.gene"	"gene_standard_name"	"check"
"VMA7"	"YGR020C"	526973	527329	"VMA7"	"superpathway of purine nucleotides <i>de novo</i> biosynthesis I // adenosine nucleotides <i>de novo</i> biosynthesis // adenosine ribonucleotides <i>de novo</i> biosynthesis"	"YGR020C"	TRUE
"YTM1"	"YOR272W"	832813	834195	"YTM1"	""	"YOR272W"	TRUE
"SAE3"	"YHR079C-A"	262192	262553	"Sporulation in the Absence of spo Eleven"	""	"YHR079C-A"	TRUE
"MSS116"	"YDR194C"	845952	847946	"Mitochondrial Splicing System"	""	"YDR194C"	TRUE
"PRE2"	"YPR103W"	732349	733212	"PRoteinase yscE"	""	"YPR103W"	TRUE
"TDA4"	"YJR116W"	640825	641664	"Topoisomerase I Damage Affected"	""	"YJR116W"	TRUE
"PPE1"	"PPE1"	248439	249641	"carboxyl methyl esterase"	""	"YHR075C"	FALSE
"DOT6"	"YER088C"	333176	335188	"Disruptor Of Telomeric silencing"	""	"YER088C"	TRUE
"SRL2"	"YLR082C"	292394	293572	"Suppressor of Rad53 null Lethality"	""	"YLR082C"	TRUE
"ARG80"	"YMR042W"	352603	353136	"ARGinine requiring"	""	"YMR042W"	TRUE
"AIM5"	"YBR262C"	735720	736040	"Altered Inheritance rate of Mitochondria"	""	"YBR262C"	TRUE
"BNI4"	"YNL233W"	211922	214600	"Bud Neck Involved"	""	"YNL233W"	TRUE
"ZRT1"	"YGL255W"	20978	22108	"Zinc-Regulated Transporter"	""	"YGL255W"	TRUE
"NAT5"	"YOR253W"	804377	804907	"N-terminal AcetylTransferase"	""	"YOR253W"	TRUE
"EGD2"	"YHR193C"	487712	488236	"Enhancer of Gal4 DNA binding"	""	"YHR193C"	TRUE
"HMO1"	"YDR174W"	812110	812850	"High MObility group (HMG) family"	""	"YDR174W"	TRUE
"MRL1"	"YPR079W"	698869	700014	"Mannose 6-phosphate Receptor Like"	""	"YPR079W"	TRUE
"GRR1"	"YJR090C"	590872	594327	"Glucose Repression-Resistant"	""	"YJR090C"	TRUE
"OSH7"	"OSH7"	106055	107368	"oxysterol-binding protein homolog 7"	""	"YHR001W"	FALSE
"PET117"	"YER058W"	271768	272091	"PETite colonies"	""	"YER058W"	TRUE
"BMT6"	"YLR063W"	264157	265254	"25S rRNA (uracil<sup>2843</sup>-<i>N</i><sup>3</sup>)-methyltransferase"	""	"YLR063W"	TRUE
"MRPL3"	"YMR024W"	321875	323047	"Mitochondrial Ribosomal Protein, Large subunit"	""	"YMR024W"	TRUE
"PRP5"	"YBR237W"	691969	694518	"Pre-mRNA Processing"	""	"YBR237W"	TRUE
"SSB2"	"YNL209W"	252059	253900	"Stress-Seventy subfamily B"	""	"YNL209W"	TRUE
"TAN1"	"YGL232W"	62075	63002	"Trna AcetylatioN"	""	"YGL232W"	TRUE
"WTM2"	"YOR229W"	768409	769812	"WD repeat containing Transcriptional Modulator"	""	"YOR229W"	TRUE
"MTG2"	"YHR168W"	440377	441933	"MiTochondrial Gtpase 2"	""	"YHR168W"	TRUE
"CTH1"	"YDR151C"	764178	765155	"Cysteine-Three-Histidine"	""	"YDR151C"	TRUE
"ATG11"	"YPR049C"	661137	664673	"AuTophaGy related"	""	"YPR049C"	TRUE
"ARP3"	"YJR065C"	557809	559158	"Actin-Related Protein"	""	"YJR065C"	TRUE
"ADE3"	"ADE3"	905934	908774	"cytoplasmic C1-tetrahydrofolate synthase"	"folate interconversions // folate transformations // folate polyglutamylation // formate assimilation into 5,10-methylenetetrahydrofolate"	"YGR204W"	FALSE
"PHM8"	"YER037W"	225889	226854	"PHosphate Metabolism"	""	"YER037W"	TRUE
"SMF3"	"YLR034C"	210512	211933	"SMF3"	""	"YLR034C"	TRUE
"COS3"	"YML132W"	7244	8383	"COnserved Sequence"	""	"YML132W"	TRUE
"NGR1"	"YBR212W"	647886	649904	"Negative Growth Regulatory protein"	""	"YBR212W"	TRUE
"NPR1"	"YNL183C"	293137	295509	"Nitrogen Permease Reactivator"	""	"YNL183C"	TRUE
"VAM7"	"YGL212W"	91432	92382	"VAcuolar Morphogenesis"	""	"YGL212W"	TRUE
"DED1"	"YOR204W"	722911	724725	"DEaD-box protein"	""	"YOR204W"	TRUE
"ATG31"	"YDR022C"	488072	488662	"AuTophaGy related"	""	"YDR022C"	TRUE
"MTC6"	"YHR151C"	399268	400848	"Maintenance of Telomere Capping"	""	"YHR151C"	TRUE
"MTC5"	"YDR128W"	709549	712995	"Maintenance of Telomere Capping"	""	"YDR128W"	TRUE
"APL4"	"YPR029C"	624469	626967	"clathrin Adaptor Protein complex Large chain"	""	"YPR029C"	TRUE
"SSC1"	"YJR045C"	519638	521602	"Stress-Seventy subfamily C"	""	"YJR045C"	TRUE
"UGA1"	"UGA1"	525229	526644	"4-aminobutyrate aminotransferase"	"glutamate degradation X // 4-aminobutyrate degradation"	"YGR019W"	FALSE
"BIM1"	"YER016W"	188277	189311	"BInding to Microtubules"	""	"YER016W"	TRUE
"GAT3"	"YLR013W"	171339	171764	"GAT3"	""	"YLR013W"	TRUE
"FUM1"	"FUM1"	47336	48802	"fumarate hydralase"	"TCA cycle, aerobic respiration"	"YPL262W"	FALSE
"PML39"	"YML107C"	55265	56269	"Pre-mRNA Leakage"	""	"YML107C"	TRUE
"RPS9B"	"YBR189W"	604508	605508	"Ribosomal Protein of the Small subunit"	""	"YBR189W"	TRUE
"CBK1"	"YNL161W"	332597	334867	"Cell wall Biosynthesis Kinase"	""	"YNL161W"	TRUE
"RPS26A"	"YGL189C"	148229	148588	"Ribosomal Protein of the Small subunit"	""	"YGL189C"	TRUE
"SYC1"	"YOR179C"	671845	672411	"Similar to Ysh1 C-terminal"	""	"YOR179C"	TRUE
"MPH2"	"YDL247W"	5985	7814	"Maltose Permease Homolog"	""	"YDL247W"	TRUE
"NDT80"	"YHR124W"	356561	358444	"Non-DiTyrosine"	""	"YHR124W"	TRUE
"TMN2"	"YDR107C"	669016	671034	"TransMembrane Nine"	""	"YDR107C"	TRUE
"HAA1"	"YPR008W"	573018	575102	"Homolog of Ace1 Activator"	""	"YPR008W"	TRUE
"GPI14"	"YJR013W"	460382	461593	"GlycosylPhosphatidylInositol anchor biosynthesis"	""	"YJR013W"	TRUE
"MET13"	"MET13"	272520	274322	"MTHFR"	"folate interconversions // folate transformations"	"YGL125W"	FALSE
"AVT2"	"YEL064C"	29797	31239	"Amino acid Vacuolar Transport"	""	"YEL064C"	TRUE
"AQY2"	"YLL052C"	35912	36361	"AQuaporin of Yeast"	""	"YLL052C"	TRUE
"ATF1"	"ATF1"	1046226	1047803	"alcohol acetyltransferase / acyl-CoA thioesterase"	"acyl-CoA hydrolysis"	"YOR377W"	FALSE
"TDA9"	"YML081W"	104777	108532	"Topoisomerase I Damage Affected"	""	"YML081W"	TRUE
"UBS1"	"YBR165W"	568852	569685	"UBiquitin-conjugating enzyme Suppressor"	""	"YBR165W"	TRUE
"NAM9"	"YNL137C"	368595	370055	"Nuclear Accommodation of Mitochondria"	""	"YNL137C"	TRUE
"PMR1"	"YGL167C"	187616	190468	"Plasma Membrane ATPase Related"	""	"YGL167C"	TRUE
"PET123"	"YOR158W"	632164	633120	"PETite colonies"	""	"YOR158W"	TRUE
"FMP45"	"YDL222C"	60872	61801	"Found in Mitochondrial Proteome"	""	"YDL222C"	TRUE
"KIC1"	"YHR102W"	316572	319814	"Kinase that Interacts with Cdc31p"	""	"YHR102W"	TRUE
"AFR1"	"YDR085C"	614288	616150	"Alpha-Factor Receptor regulator"	""	"YDR085C"	TRUE
"DIP5"	"YPL265W"	41043	42869	"DIcarboxylic amino acid Permease"	""	"YPL265W"	TRUE
"CBP1"	"YJL209W"	38005	39969	"Cytochrome B mRNA Processing"	""	"YJL209W"	TRUE
"AAD6"	"AAD6"	14305	15431	"aryl-alcohol dehydrogenase"	""	"YFL056C"	FALSE
"YEF1"	"YEL041W"	75944	77431	"YEF1 NAD(+)/NADH kinase subunit"	"superpathway NAD/NADP - NADH/NADPH interconversion // NAD/NADP-NADH/NADPH cytosolic interconversion"	"YEL041W"	TRUE
"GPI13"	"YLL031C"	77152	80205	"GlycosylPhosphatidylInositol anchor biosynthesis"	""	"YLL031C"	TRUE
"STE13"	"STE13"	752214	755009	"dipeptidyl aminopeptidase"	""	"YOR219C"	FALSE
"NTE1"	"YML059C"	153219	158258	"Neuropathy Target Esterase"	"phosphatidylcholine resynthesis via glycerophosphocholine"	"YML059C"	TRUE
"SUP45"	"YBR143C"	530869	532182	"SUPpressor"	""	"YBR143C"	TRUE
"DBP2"	"YNL112W"	413639	416281	"Dead Box Protein"	""	"YNL112W"	TRUE
"ROG1"	"YGL144C"	232450	234507	"Revertant Of Glycogen synthase kinase mutation"	""	"YGL144C"	TRUE
"EFT1"	"YOR133W"	575098	577626	"Elongation Factor Two"	""	"YOR133W"	TRUE
"YDL199C"	"YDL199C"	101290	103353	"YDL199C"	""	"YDL199C"	TRUE
"SAM35"	"YHR083W"	272627	273616	"Sorting and Assembly Machinery"	""	"YHR083W"	TRUE
"RTR2"	"YDR066C"	581908	582498	"Regulator of TRanscription"	""	"YDR066C"	TRUE
"IQG1"	"YPL242C"	90622	95109	"IQGAP-related protein"	""	"YPL242C"	TRUE
"ATG36"	"YJL185C"	82095	82976	"AuTophaGy related"	""	"YJL185C"	TRUE
"GPP2"	"GPP2"	279930	280682	"DL-glycerol-3-phosphatase"	"glycerol biosynthesis"	"YER062C"	FALSE
"NPP2"	"YEL016C"	124737	126218	"ecto-nucleotide pyrophosphatase/ phosphodiesterase"	"pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis // pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I"	"YEL016C"	TRUE
"SOF1"	"YLL011W"	127523	128992	"Suppressor Of Fibrillarin"	""	"YLL011W"	TRUE
"LEU9"	"LEU9"	523027	524841	"LEUcine biosynthesis"	"superpathway of leucine, valine, and isoleucine biosynthesis // leucine biosynthesis"	"YOR108W"	FALSE
"RAD52"	"YML032C"	212515	213930	"RADiation sensitive"	""	"YML032C"	TRUE
"MRPL36"	"YBR122C"	483970	484503	"Mitochondrial Ribosomal Protein, Large subunit"	""	"YBR122C"	TRUE
"RHO2"	"YNL090W"	456565	457143	"Ras HOmolog"	""	"YNL090W"	TRUE
"RPS2"	"YGL123W"	277617	278381	"Ribosomal Protein of the Small subunit"	""	"YGL123W"	TRUE
"RGS2"	"YOR107W"	521353	522282	"Regulator of heterotrimeric G protein Signaling"	""	"YOR107W"	TRUE
"AIR2"	"YDL175C"	144484	145518	"Arginine methyltransferase-Interacting RING finger protein"	""	"YDL175C"	TRUE
"FYV4"	"YHR059W"	220108	220500	"Function required for Yeast Viability"	""	"YHR059W"	TRUE
"RSM10"	"YDR041W"	539803	540414	"Ribosomal Small subunit of Mitochondria"	""	"YDR041W"	TRUE
"FLC1"	"YPL221W"	133043	135424	"FLavin Carrier"	""	"YPL221W"	TRUE
"FMP33"	"YJL161W"	117245	117787	"Found in Mitochondrial Proteome"	""	"YJL161W"	TRUE
"RIP1"	"RIP1"	107260	107907	"ubiquinol-cytochrome c reductase, Rieske iron-sulfur protein subunit"	"aerobic respiration (cytochrome c) // aerobic respiration (linear view)"	"YEL024W"	FALSE
"TFB5"	"YDR079C-A"	603593	603811	"TFB5"	""	"YDR079C-A"	TRUE
"GEX2"	"YKR106W"	661442	663289	"Glutathione EXchanger"	""	"YKR106W"	TRUE
"MET22"	"MET22"	206103	207176	"3'(2')5'-bisphosphate nucleotidase"	""	"YOL064C"	FALSE
"RAD33"	"YML011C"	246895	247428	"RADiation sensitive"	""	"YML011C"	TRUE
"FES1"	"YBR101C"	443821	444693	"FES1"	""	"YBR101C"	TRUE
"MSK1"	"YNL073W"	488386	490116	"Mitochondrial aminoacyl-tRNA Synthetase, lysine (K)"	"tRNA charging"	"YNL073W"	TRUE
"SEH1"	"YGL100W"	313234	314283	"SEc13 Homolog"	""	"YGL100W"	TRUE
"LPX1"	"YOR084W"	480587	481750	"Lipase of PeroXisomes"	""	"YOR084W"	TRUE
"ATG9"	"YDL149W"	184925	187918	"AuTophaGy related"	""	"YDL149W"	TRUE
"ERC1"	"YHR032W"	173344	175089	"Ethionine Resistance Conferring"	""	"YHR032W"	TRUE
"YIG1"	"YPL201C"	169770	171155	"Yeast protein Interacting with Glycerol 3-phosphatase"	""	"YPL201C"	TRUE
"RPS21B"	"YJL136C"	156550	157273	"Ribosomal Protein of the Small subunit"	""	"YJL136C"	TRUE
"HPT1"	"HPT1"	1270068	1270733	"hypoxanthine guanine phosphoribosyltransferase monomer"	"salvage pathways of adenine, hypoxanthine and their nucleosides // adenine and adenosine salvage IV // superpathway of purine nucleosides salvage // salvage pathways of guanine, xanthine and their nucleosides // guanine and guanosine salvage I"	"YDR399W"	FALSE
"RBA50"	"YDR527W"	1491094	1492413	"RNA polymerase II (B) Associated protein"	""	"YDR527W"	TRUE
"TGL4"	"YKR089C"	605633	608365	"triacylglycerol lipase"	"superpathway phosphatidate biosynthesis (yeast) // phospholipid remodeling (phosphatidate) // phospholipid remodeling (phosphatidylcholine) // phospholipid remodeling (phosphatidylethanolamine) // triacylglycerol degradation"	"YKR089C"	TRUE
"CIT1"	"CIT1"	629622	631061	"citrate synthase"	"TCA cycle, aerobic respiration"	"YNR001C"	FALSE
"YRF1-4"	"YLR466W"	1067087	1071235	"YRF1-4"	""	"YLR466W"	TRUE
"SLM4"	"YBR077C"	391805	392293	"Synthetic Lethal with Mss4"	""	"YBR077C"	TRUE
"COG5"	"YNL051W"	532659	533870	"Conserved Oligomeric Golgi complex"	""	"YNL051W"	TRUE
"SCY1"	"YGL083W"	353058	355472	"SCY1"	""	"YGL083W"	TRUE
"RPL3"	"YOR063W"	444686	445849	"Ribosomal Protein of the Large subunit"	""	"YOR063W"	TRUE
"RPP1B"	"YDL130W"	229906	230527	"Ribosomal Protein P1 Beta"	""	"YDL130W"	TRUE
"TDA3"	"YHR009C"	124109	125680	"Topoisomerase I Damage Affected"	""	"YHR009C"	TRUE
"TCO89"	"YPL180W"	205248	207647	"Tor Complex One"	""	"YPL180W"	TRUE
"UTP10"	"YJL109C"	212000	217309	"U Three Protein"	""	"YJL109C"	TRUE
"SDH4"	"SDH4"	817950	818495	"succinate dehydrogenase membrane anchor subunit"	"TCA cycle, aerobic respiration // aerobic respiration (cytochrome c) // aerobic respiration (linear view)"	"YDR178W"	FALSE
"PLM2"	"YDR501W"	1451353	1452918	"PLasmid Maintenance"	""	"YDR501W"	TRUE
"PAM17"	"YKR065C"	565299	565892	"Presequence translocase-Associated Motor"	""	"YKR065C"	TRUE
"AAH1"	"AAH1"	359596	360639	"adenine aminohydrolase"	"superpathway of purine nucleosides salvage // salvage pathways of adenine, hypoxanthine and their nucleosides // adenine and adenosine salvage IV"	"YNL141W"	FALSE
"SEC39"	"YLR440C"	1015568	1017697	"SECretory"	""	"YLR440C"	TRUE
"DUO1"	"YGL061C"	388968	389711	"Death Upon Overproduction"	""	"YGL061C"	TRUE
"REG2"	"YBR050C"	337183	338199	"REsistance to Glucose repression"	""	"YBR050C"	TRUE
"YNL024C"	"YNL024C"	587107	587847	"YNL024C"	""	"YNL024C"	TRUE
"HIR2"	"YOR038C"	402761	405388	"HIstone Regulation"	""	"YOR038C"	TRUE
"YDL109C"	"YDL109C"	265258	267201	"YDL109C"	""	"YDL109C"	TRUE
"RPL8A"	"YHL033C"	35255	36025	"Ribosomal Protein of the Large subunit"	""	"YHL033C"	TRUE
"BEM4"	"YPL161C"	244319	246220	"Bud EMergence"	""	"YPL161C"	TRUE
"SIP4"	"YJL089W"	265926	268415	"SNF1-Interacting Protein"	""	"YJL089W"	TRUE
"AAD4"	"AAD4"	17577	18566	"aryl-alcohol dehydrogenase"	""	"YDL243C"	FALSE
"KRE2"	"YDR483W"	1421157	1422485	"&alpha;-1,2 mannosyltransferase KRE2"	"protein <I>O</i>-mannosylation I (yeast)"	"YDR483W"	TRUE
"UIP5"	"YKR044W"	522015	523346	"Ulp1 Interacting Protein"	""	"YKR044W"	TRUE
"URA10"	"URA10"	806865	807548	"orotate phosphoribosyltransferase"	"UMP biosynthesis II // de novo biosynthesis of pyrimidine ribonucleotides"	"YMR271C"	FALSE
"CDC73"	"YLR418C"	956914	958095	"Cell Division Cycle"	""	"YLR418C"	TRUE
"OCH1"	"YGL038C"	425362	426804	"initiation-specific 1,6-&alpha;-mannosyltransferase"	""	"YGL038C"	TRUE
"ETR1"	"YBR026C"	292877	294019	"2-enoyl thioester reductase"	"stearate biosynthesis I (animals and fungi) // very long chain fatty acid biosynthesis // palmitate biosynthesis // octanoyl-ACP biosynthesis (mitochondria)"	"YBR026C"	TRUE
"YMR272W-B"	"YMR272W-B"	811089	811196	"YMR272W-B"	""	"YMR272W-B"	TRUE
"HSP10"	"YOR020C"	370524	370844	"Heat Shock Protein"	""	"YOR020C"	TRUE
"NDE2"	"YDL085W"	303211	304848	"NADH:ubiquinone oxidoreductase 2 (external)"	"NAD/NADP-NADH/NADPH mitochondrial interconversion // aerobic respiration (cytochrome c) // aerobic respiration (linear view)"	"YDL085W"	TRUE
"ETP1"	"YHL010C"	81964	83721	"Ethanol Tolerance Protein"	""	"YHL010C"	TRUE
"RPL33A"	"YPL143W"	282122	282970	"Ribosomal Protein of the Large subunit"	""	"YPL143W"	TRUE
"RAM1"	"RAM1"	295034	296329	"protein farnesyltransferase, beta subunit"	""	"YDL090C"	FALSE
"PSF2"	"YJL072C"	305221	305862	"Partner of Sld Five"	""	"YJL072C"	TRUE
"STP1"	"YDR463W"	1386816	1388375	"Species-specific tRNA Processing"	""	"YDR463W"	TRUE
"NTR2"	"YKR022C"	482171	483139	"NineTeen complex Related protein"	""	"YKR022C"	TRUE
"ARG7"	"ARG7"	395054	396379	"acetylornithine acetyltransferase"	"arginine biosynthesis"	"YMR062C"	FALSE
"PDR1"	"YGL013C"	469092	472298	"Pleiotropic Drug Resistance"	""	"YGL013C"	TRUE
"PKC1"	"YBL105C"	14241	17696	"Protein Kinase C"	""	"YBL105C"	TRUE
"VPS33"	"YLR396C"	910235	912310	"Vacuolar Protein Sorting"	""	"YLR396C"	TRUE
"GAS1"	"YMR307W"	887003	888682	"Glycophospholipid-Anchored Surface protein"	""	"YMR307W"	TRUE
"PAU20"	"YOL161C"	11549	11911	"seriPAUperin"	""	"YOL161C"	TRUE
"RPS29B"	"YDL061C"	340628	340798	"Ribosomal Protein of the Small subunit"	""	"YDL061C"	TRUE
"ZUO1"	"YGR285C"	1061852	1063153	"ZUO1"	""	"YGR285C"	TRUE
"KAP120"	"YPL125W"	313388	316486	"KAryoPherin"	""	"YPL125W"	TRUE
"RBK1"	"RBK1"	193297	194298	"ribokinase"	""	"YCR036W"	FALSE
"AIM22"	"YJL046W"	352386	353615	"octanoyl-CoA-protein transferase"	"superpathway of lipoate biosynthesis and incorporation (PDH, KGDH, GCV) // lipoate biosynthesis and incorporation (pyruvate dehydrogenase and oxoglutarate dehydrogenase)"	"YJL046W"	TRUE
"DOT1"	"YDR440W"	1342493	1344241	"Disruptor Of Telomeric silencing"	""	"YDR440W"	TRUE
"PAU16"	"YKL224C"	1810	2181	"seriPAUperin"	""	"YKL224C"	TRUE
"CAT2"	"CAT2"	192788	194800	"mitochondrial and peroxisomal carnitine O-acetyltransferase"	"carnitine shuttle"	"YML042W"	FALSE
"PRE4"	"YFR050C"	249066	249866	"PRoteinase yscE"	""	"YFR050C"	TRUE
"NUP170"	"YBL079W"	75259	79767	"NUclear Pore"	""	"YBL079W"	TRUE
"STP3"	"YLR375W"	871697	872728	"protein with similarity to Stp1p"	""	"YLR375W"	TRUE
"YKU70"	"YMR284W"	838187	839995	"Yeast KU protein"	""	"YMR284W"	TRUE
"BSC6"	"YOL137W"	65621	67114	"Bypass of Stop Codon"	""	"YOL137W"	TRUE
"PUS9"	"YDL036C"	387513	388901	"PseudoUridine Synthase"	""	"YDL036C"	TRUE
"PSH1"	"YOL054W"	228614	229834	"Pob3/Spt16 Histone associated"	""	"YOL054W"	TRUE
"APL6"	"YGR261C"	1014321	1016750	"clathrin Adaptor Protein complex Large chain"	""	"YGR261C"	TRUE
"FMP30"	"YPL103C"	358000	359406	"Found in Mitochondrial Proteome"	""	"YPL103C"	TRUE
"DUT1"	"DUT1"	722611	723054	"dUTP pyrophosphatase"	"pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis // pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I"	"YBR252W"	FALSE
"MPS3"	"YJL019W"	402897	404945	"MonoPolar Spindle"	""	"YJL019W"	TRUE
"SYF1"	"YDR416W"	1298432	1301011	"SYnthetic lethal with cdcForty"	""	"YDR416W"	TRUE
"PTK1"	"YKL198C"	68232	70220	"Putative serine/Threonine protein Kinase"	""	"YKL198C"	TRUE
"NMA1"	"NMA1"	784913	786118	"nicotinate nucleotide adenylyltransferase subunit"	"NAD biosynthesis II (from tryptophan) // NAD salvage pathway // NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde // nicotinamide riboside salvage pathway I"	"YLR328W"	FALSE
"CDC14"	"YFR028C"	208413	210068	"Cell Division Cycle"	""	"YFR028C"	TRUE
"YBL055C"	"YBL055C"	115573	116829	"YBL055C"	""	"YBL055C"	TRUE
"ORM2"	"YLR350W"	828730	829380	"ORM2"	""	"YLR350W"	TRUE
"SAP30"	"YMR263W"	794919	795524	"SIT4 protein phosphatase Associated Protein"	""	"YMR263W"	TRUE
"MSN1"	"YOL116W"	99809	100957	"Multicopy suppressor of SNF1 mutation"	""	"YOL116W"	TRUE
"YDL012C"	"YDL012C"	431108	431517	"YDL012C"	""	"YDL012C"	TRUE
"SIL1"	"YOL031C"	266264	267529	"Suppressor of the Ire1/Lhs1 double mutant"	""	"YOL031C"	TRUE
"MOS2"	"YGR235C"	961360	962061	"Mitochondrial organizing structure"	""	"YGR235C"	TRUE
"MOT1"	"YPL082C"	398480	404083	"Modifier of Transcription"	""	"YPL082C"	TRUE
"ALG1"	"ALG1"	458872	460221	"Dol-PP-GlcNAc2:Man transferase"	"protein <i>N</i>-glycosylation (eukaryotic) initial steps"	"YBR110W"	FALSE
"DCG1"	"YIR030C"	412036	412770	"Dal80p-Controlled Gene"	""	"YIR030C"	TRUE
"SHE9"	"YDR393W"	1259901	1261271	"Sensitivity to High Expression"	""	"YDR393W"	TRUE
"STE3"	"YKL178C"	113215	114627	"STErile"	""	"YKL178C"	TRUE
"PNP1"	"PNP1"	560797	561732	"purine nucleoside phosphorylase"	"xanthine and xanthosine salvage // guanine and guanosine salvage I // superpathway of purine nucleosides salvage // salvage pathways of adenine, hypoxanthine and their nucleosides // purine ribonucleosides degradation to ribose-1-phosphate"	"YLR209C"	FALSE
"SAD1"	"YFR005C"	154527	155873	"SnRNP Assembly Defective"	""	"YFR005C"	TRUE
"HEK2"	"YBL032W"	160184	161329	"HEterogeneous nuclear rnp K-like gene"	""	"YBL032W"	TRUE
"PEX30"	"YLR324W"	779215	780786	"PEroXisome related"	""	"YLR324W"	TRUE
"TAF9"	"YMR236W"	742971	743444	"TATA binding protein-Associated Factor"	""	"YMR236W"	TRUE
"RFC4"	"YOL094C"	141584	142555	"Replication Factor C"	""	"YOL094C"	TRUE
"PTC6"	"YCR079W"	252845	254173	"Phosphatase Two C"	""	"YCR079W"	TRUE
"RCL1"	"YOL010W"	307938	309041	"Rna 3'-terminal phosphate Cyclase Like"	""	"YOL010W"	TRUE
"RSM27"	"YGR215W"	922175	922507	"Ribosomal Small subunit of Mitochondria"	""	"YGR215W"	TRUE
"OAZ1"	"YPL052W"	458799	459678	"Ornithine decarboxylase AntiZyme"	""	"YPL052W"	TRUE
"ALG3"	"ALG3"	69751	71127	"dolichyl-<em>P</em>-Man:Man<small><sub>5</sub></small>GlcNAc<small><sub>2</sub></small>-<em>PP</em>-dolichol &alpha;-1,3-mannosyltransferase"	"protein <i>N</i>-glycosylation (eukaryotic) initial steps"	"YBL082C"	FALSE
"IST3"	"YIR005W"	364889	365335	"Increased Sodium Tolerance"	""	"YIR005W"	TRUE
"FRQ1"	"YDR373W"	1222759	1223331	"FReQuenin homolog"	""	"YDR373W"	TRUE
"RPS27A"	"YKL156W"	158613	159212	"Ribosomal Protein of the Small subunit"	""	"YKL156W"	TRUE
"SHM2"	"SHM2"	257992	259401	"serine hydroxymethyltransferase, cytosolic"	"superpathway of serine and glycine biosynthesis I // serine biosynthesis from glyoxylate // glycine biosynthesis from serine // folate interconversions // folate transformations // dTMP <i>de novo</i> biosynthesis (mitochondrial) // folate polyglutamylation"	"YLR058C"	FALSE
"MDJ1"	"YFL016C"	104701	106236	"Mitochondrial DnaJ"	""	"YFL016C"	TRUE
"ALK2"	"YBL009W"	207194	209224	"ALK2"	""	"YBL009W"	TRUE
"GSP1"	"YLR293C"	720771	721430	"Genetic Suppressor of Prp20-1"	""	"YLR293C"	TRUE
"TRS130"	"YMR218C"	703579	706887	"TRapp Subunit"	""	"YMR218C"	TRUE
"EMI5"	"YOL071W"	196507	196995	"Early Meiotic Induction"	""	"YOL071W"	TRUE
"AHC2"	"YCR082W"	258883	259269	"Ada Histone acetyltransferase complex Component"	""	"YCR082W"	TRUE
"COS10"	"YNR075W"	779916	781040	"COnserved Sequence"	""	"YNR075W"	TRUE
"BUB1"	"YGR188C"	872044	875109	"Budding Uninhibited by Benzimidazole"	""	"YGR188C"	TRUE
"PHO85"	"YPL031C"	492018	493037	"PHOsphate metabolism"	""	"YPL031C"	TRUE
"COX2"	"COX2"	73758	74513	"cytochrome c oxidase subunit II"	"aerobic respiration (cytochrome c) // aerobic respiration (linear view)"	"Q0250"	FALSE
"MLP2"	"YIL149C"	63028	68067	"Myosin-Like Protein"	""	"YIL149C"	TRUE
"ATP22"	"YDR350C"	1176120	1178174	"ATPase synthase"	""	"YDR350C"	TRUE
"PMU1"	"YKL128C"	200884	201771	"PhosphoMUtase"	""	"YKL128C"	TRUE
"SRY1"	"SRY1"	17359	18339	"Serine Racemase"	""	"YKL218C"	FALSE
"TUB2"	"YFL037W"	56336	57709	"TUBulin"	""	"YFL037W"	TRUE
"MST28"	"YAR033W"	188107	188811	"Multicopy suppressor of Sec Twenty one"	""	"YAR033W"	TRUE
"BOP2"	"YLR267W"	678212	679924	"Bypass Of Pam1"	""	"YLR267W"	TRUE
"ICY1"	"YMR195W"	654034	654417	"Interacting with the CYtoskeleton"	""	"YMR195W"	TRUE
"RSC6"	"YCR052W"	214994	216445	"Remodel the Structure of Chromatin"	""	"YCR052W"	TRUE
"MSO1"	"YNR049C"	713023	713655	"Multicopy suppressor of Sec One"	""	"YNR049C"	TRUE
"TIF4631"	"YGR162W"	824059	826917	"Translation Initiation Factor"	""	"YGR162W"	TRUE
"RET3"	"YPL010W"	535018	535587	"RETrieval from ER"	""	"YPL010W"	TRUE
"TRX3"	"YCR083W"	259578	259961	"mitochondrial thioredoxin 3 // oxidized thioredoxin 3"	"guanosine deoxyribonucleotides <i>de novo</i> biosynthesis I // pyrimidine deoxyribonucleotides biosynthesis from CTP // pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I // pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis // adenosine deoxyribonucleotides <i>de novo</i> biosynthesis I // adenosine nucleotides <i>de novo</i> biosynthesis // sulfate reduction I (assimilatory) // thioredoxin system"	"YCR083W"	TRUE
"FKH1"	"YIL131C"	100781	102235	"ForK head Homolog"	""	"YIL131C"	TRUE
"UBX5"	"YDR330W"	1127872	1129374	"UBiquitin regulatory X"	""	"YDR330W"	TRUE
"MET18"	"YIL128W"	113806	116904	"METhionine requiring"	""	"YIL128W"	TRUE
